Monetisation_id,Date_id,Produit_id,Client_id,Campagne_id,CA_total,Marge_nette,Cout_acquisition_client,Taux_reconduction_contrats,Taux_conversion,Panier_moyen
2409,49,9,83,2,3492.18,359.49,219.51,49.48,74.95,468.92
2410,9,17,40,6,1421.85,868.18,272.86,70.61,59.16,370.05
2411,71,35,75,6,263.81,924.64,11.15,40.2,21.25,386.18
2412,88,14,4,9,3737.74,504.38,249.56,33.01,37.09,416.76
2413,100,36,148,8,3354.76,570.54,96.9,83.01,74.74,308.94
2414,94,38,66,3,2172.74,284.05,40.57,17.02,82.84,398.27
2415,94,32,49,4,3768.86,256.85,179.04,27.9,65.3,218.13
2416,48,38,121,7,1965.01,826.59,221.42,46.71,20.65,128.99
2417,99,20,119,3,2322.8,516.18,271.11,74.09,22.73,181.52
2418,48,14,121,3,2340.99,826.81,33.59,43.83,45.28,265.1
2419,92,44,78,9,4776.5,196.19,153.43,10.76,18.48,42.9
2420,76,48,76,8,884.46,124.0,185.81,7.16,54.12,152.43
2421,5,49,147,7,1108.03,215.76,75.23,47.85,39.77,25.59
2422,36,38,37,2,3107.81,931.83,253.48,14.87,57.97,446.27
2423,99,20,183,4,733.52,103.21,224.39,85.72,29.0,34.32
2424,71,27,192,7,154.07,688.48,233.1,42.93,22.0,457.43
2425,22,45,13,1,2075.09,448.72,284.38,72.94,36.08,39.7
2426,58,34,29,2,4114.91,740.57,37.07,13.12,40.45,268.84
2427,88,21,199,7,246.97,525.08,61.17,99.45,90.68,417.12
2428,45,50,106,6,2093.62,641.14,164.84,40.78,47.42,394.57
2429,88,29,30,2,2747.15,750.45,135.15,29.75,50.7,127.28
2430,28,20,116,1,4897.41,556.42,65.64,40.83,27.19,426.49
2431,71,44,196,8,4999.99,571.33,152.42,4.53,16.43,488.54
2432,33,30,82,9,4689.48,645.37,275.09,91.17,1.83,415.32
2433,91,10,111,1,3496.86,599.72,248.75,21.27,3.99,30.99
2434,85,6,102,3,4852.51,658.74,133.14,66.43,24.34,422.31
2435,48,14,192,2,1929.49,367.11,103.11,94.1,5.79,66.3
2436,54,38,83,3,4990.52,657.92,217.88,24.83,50.23,315.21
2437,90,42,36,2,1531.65,318.32,44.05,57.49,55.97,469.44
2438,6,45,38,6,4151.33,249.42,208.69,62.78,82.25,467.36
2439,26,28,199,6,1661.09,360.91,273.15,64.23,26.55,139.29
2440,87,22,182,10,4187.46,273.37,121.05,23.82,33.72,376.98
2441,50,29,163,5,377.2,825.92,237.52,32.06,99.37,189.18
2442,75,11,133,8,4880.76,458.48,69.89,10.19,8.33,62.56
2443,27,15,91,10,2743.95,485.76,158.44,0.13,75.09,284.24
2444,60,48,96,7,3375.32,685.75,146.55,68.15,72.43,238.07
2445,94,9,162,3,2813.94,206.35,132.53,79.6,65.79,149.22
2446,23,48,190,7,707.65,814.55,230.84,11.27,38.07,480.78
2447,36,42,11,7,3718.57,346.13,76.5,78.92,90.91,205.78
2448,71,10,88,3,454.38,850.31,94.46,60.0,35.44,20.17
2449,41,38,165,8,2950.01,238.93,249.08,83.03,29.82,278.37
2450,64,37,91,8,4827.31,327.88,42.14,72.15,44.61,385.26
2451,39,7,2,1,3305.29,231.58,242.14,26.9,4.09,495.57
2452,86,18,200,3,796.12,602.89,165.59,83.9,36.88,107.81
2453,20,39,49,9,4803.21,434.64,164.04,12.31,29.72,431.95
2454,76,23,13,8,1244.81,726.6,115.71,28.56,49.81,477.14
2455,6,9,133,1,3078.01,756.61,113.89,82.89,54.11,393.33
2456,43,20,196,5,3511.8,747.04,140.83,53.6,93.35,454.29
2457,11,38,137,4,2097.24,579.36,231.7,95.44,59.24,242.77
2458,91,3,135,5,2225.47,85.65,298.74,69.09,10.36,436.25
2459,25,6,84,2,1128.18,475.69,142.5,24.34,18.98,473.67
2460,16,43,125,6,4116.69,136.92,281.96,28.0,75.24,157.14
2461,36,3,88,8,4794.04,718.7,51.06,92.92,96.19,90.49
2462,87,35,172,10,4930.7,705.61,269.61,4.83,45.37,203.4
2463,64,5,48,7,610.47,785.23,35.11,78.19,87.98,307.86
2464,57,18,31,2,1749.09,93.4,12.1,74.98,97.95,466.87
2465,7,32,133,7,252.18,427.85,249.02,3.57,87.58,135.41
2466,51,18,181,6,3759.52,144.15,190.14,34.41,76.75,89.79
2467,39,40,196,10,2208.62,137.96,84.22,23.31,5.3,250.49
2468,7,49,31,1,1918.17,182.86,80.59,92.49,3.82,143.63
2469,83,34,138,10,1583.2,431.85,57.11,32.54,24.01,309.87
2470,56,35,77,6,2828.76,398.66,203.38,59.77,68.64,22.09
2471,50,37,35,6,876.96,527.88,251.55,87.55,71.74,381.28
2472,5,27,176,6,3637.07,416.02,35.0,15.87,91.39,347.52
2473,16,36,155,5,1506.39,631.18,116.58,87.02,26.61,379.81
2474,42,13,123,1,1850.66,553.34,114.5,50.07,80.0,248.1
2475,92,47,189,1,2712.22,971.64,84.45,13.88,41.72,183.18
2476,39,3,176,7,4200.11,528.92,238.96,15.81,87.07,207.12
2477,98,16,64,5,1931.85,287.16,176.42,54.19,87.92,202.51
2478,10,12,160,4,1885.42,852.32,124.61,30.05,0.77,159.14
2479,36,37,92,3,4183.64,724.04,66.8,50.76,92.01,344.08
2480,15,33,47,5,3247.5,319.69,10.6,84.62,27.63,347.93
2481,7,2,80,10,2005.21,294.58,157.68,41.72,23.84,31.74
2482,86,22,177,1,661.53,51.3,156.77,15.73,27.02,128.51
2483,8,33,146,2,2465.72,267.47,142.03,16.15,34.57,455.19
2484,62,28,58,6,4576.17,172.22,81.22,27.94,25.26,213.62
2485,20,19,32,6,1120.25,749.58,177.75,82.65,57.44,91.71
2486,54,9,72,4,1089.17,122.25,138.7,43.98,4.09,140.22
2487,17,34,81,7,1774.44,795.4,257.64,18.45,93.4,164.23
2488,59,45,52,2,4588.12,620.52,264.48,66.17,66.02,107.77
2489,85,20,128,10,2267.31,323.97,14.56,14.33,48.69,316.22
2490,43,13,38,9,3674.54,209.95,42.03,38.13,55.52,470.57
2491,33,24,42,3,990.4,174.79,228.14,26.75,87.81,119.12
2492,66,37,24,2,2046.09,300.69,284.74,10.57,94.64,172.8
2493,97,13,189,10,4346.84,657.69,191.03,32.89,91.93,220.12
2494,48,17,195,9,3277.22,473.47,123.0,12.78,19.67,438.57
2495,47,5,100,9,4751.18,578.92,94.01,90.37,85.26,208.75
2496,28,33,133,6,4980.89,100.94,50.45,43.69,48.0,216.57
2497,56,46,113,2,2642.23,745.0,59.93,86.64,65.85,254.79
2498,75,37,155,10,4056.27,939.76,228.82,70.66,14.47,337.82
2499,75,43,99,9,3216.18,79.69,233.21,5.27,2.62,326.44
2500,28,32,158,3,2593.57,228.11,160.08,26.21,62.89,26.35
2501,91,49,58,10,402.79,630.53,135.34,53.01,12.8,484.34
2502,35,36,135,10,2112.52,768.03,151.02,21.44,48.28,427.56
2503,4,23,26,5,1894.9,888.08,24.74,87.02,57.49,290.44
2504,20,35,1,5,523.37,588.86,278.93,88.48,29.56,122.81
2505,56,8,70,7,2097.29,404.76,118.09,13.51,79.46,273.81
2506,83,23,55,10,858.94,734.35,87.1,89.18,37.9,142.88
2507,74,40,89,6,3842.77,324.25,260.06,65.85,97.24,499.99
2508,73,44,48,8,1909.26,421.87,173.9,55.93,32.89,377.16
2509,15,1,156,4,1005.52,143.77,106.71,7.68,46.39,272.65
2510,51,47,22,8,3072.39,128.6,274.87,64.24,24.42,286.46
2511,33,37,117,6,3558.84,453.72,226.92,45.52,15.72,460.68
2512,29,20,150,8,2338.89,943.02,151.88,82.36,89.25,460.3
2513,33,32,187,9,882.02,150.71,254.66,15.53,60.72,191.65
2514,96,1,32,10,681.44,934.88,76.75,46.08,31.23,377.17
2515,87,9,32,10,2379.73,822.11,187.12,22.74,3.03,130.96
2516,2,43,81,7,4386.71,87.54,89.55,68.02,34.71,118.87
2517,30,43,166,7,3781.91,865.8,259.83,25.72,42.5,163.31
2518,21,24,177,4,1212.65,523.08,202.26,55.0,31.63,345.16
2519,44,46,112,9,1348.34,755.53,245.88,67.4,48.15,173.61
2520,40,22,112,3,1699.48,630.53,64.41,41.07,44.76,86.58
2521,52,2,1,4,310.87,780.02,225.81,66.27,93.58,431.88
2522,35,35,150,1,3383.44,987.25,233.77,99.19,54.9,196.15
2523,87,27,67,7,1187.86,908.06,172.84,72.6,15.94,403.76
2524,27,16,127,6,4754.66,134.18,89.51,96.22,37.32,225.28
2525,73,2,173,2,1874.01,402.34,104.5,33.58,84.7,447.48
2526,26,6,116,7,4339.63,410.36,22.76,85.89,16.33,47.94
2527,65,2,65,7,811.17,163.41,41.41,48.69,93.52,211.33
2528,41,36,121,1,3314.57,509.85,39.97,37.34,1.85,114.81
2529,42,5,95,5,135.97,405.59,193.97,80.59,18.26,250.43
2530,51,33,163,2,4247.39,832.6,145.0,35.43,94.15,326.5
2531,87,41,167,7,3303.63,399.59,142.05,9.12,96.8,318.44
2532,22,40,28,1,2527.75,248.51,115.38,10.24,43.09,207.73
2533,86,41,109,2,1134.59,386.92,282.24,26.6,96.21,23.66
2534,68,23,83,3,223.69,156.43,187.02,3.0,75.29,75.47
2535,84,35,102,7,4505.6,919.38,182.78,73.34,87.93,122.81
2536,8,20,125,7,2759.69,791.17,191.87,74.59,78.05,432.04
2537,36,46,102,1,845.78,374.88,50.94,77.95,24.5,86.74
2538,98,5,192,6,1526.53,970.75,132.32,42.96,71.78,335.92
2539,59,32,157,1,4192.3,505.2,48.81,73.52,30.85,25.18
2540,53,17,154,4,4094.47,989.92,231.59,91.41,4.24,347.87
2541,83,49,47,5,2613.06,218.37,25.27,7.76,9.36,195.57
2542,95,49,121,5,3380.66,866.23,14.57,58.5,45.18,130.55
2543,62,37,27,1,3902.84,222.29,23.31,42.36,61.77,102.83
2544,6,21,143,4,1405.82,532.99,157.86,61.0,4.72,55.71
2545,28,45,46,10,1011.01,456.61,98.71,39.34,19.1,389.81
2546,38,29,46,3,538.57,684.5,89.86,48.62,33.21,212.15
2547,64,28,95,2,2852.42,131.61,74.41,67.62,79.6,213.06
2548,37,28,181,7,2075.58,958.0,184.96,52.47,52.05,266.5
2549,64,45,69,7,2378.38,970.65,182.64,17.9,49.86,483.39
2550,43,19,179,9,762.06,995.44,180.15,94.97,60.06,311.77
2551,67,19,79,10,2563.99,477.83,162.67,13.35,43.07,469.86
2552,8,40,147,6,3810.71,340.89,87.55,75.17,96.09,476.58
2553,77,37,176,9,1979.88,520.22,38.81,1.17,85.32,38.03
2554,81,35,43,8,764.9,415.65,53.91,32.33,68.73,111.28
2555,19,26,7,8,276.89,73.34,217.26,63.38,22.99,477.25
2556,78,29,140,5,1647.49,489.81,41.32,96.69,99.83,459.52
2557,74,35,38,7,3646.43,245.59,242.96,14.39,70.3,329.8
2558,89,3,131,9,1160.37,602.7,66.83,15.6,65.6,469.76
2559,41,46,136,4,1673.0,570.14,171.0,94.65,8.02,199.44
2560,32,10,146,10,640.81,738.71,124.65,85.27,68.92,274.29
2561,35,21,161,4,3982.06,836.04,29.64,73.43,92.83,247.2
2562,62,44,172,6,2671.35,166.13,38.92,73.69,22.01,200.78
2563,99,45,69,8,4905.82,243.35,28.76,16.52,3.99,164.16
2564,53,44,128,7,1193.7,255.67,144.76,55.15,49.23,392.49
2565,66,28,107,1,175.65,336.87,115.1,87.2,67.53,145.46
2566,23,9,9,8,4697.15,692.11,40.75,54.23,31.48,273.66
2567,98,12,158,4,4371.5,455.65,208.13,79.87,41.56,201.46
2568,81,18,11,2,4413.08,334.76,126.02,27.33,51.18,483.71
2569,1,10,91,1,331.27,834.81,297.92,23.0,23.04,353.94
2570,42,2,63,6,3145.42,225.35,249.0,65.34,79.35,291.15
2571,86,27,66,6,3584.41,720.2,269.97,98.54,11.11,50.67
2572,62,20,101,5,2892.03,505.63,279.59,28.33,75.83,463.3
2573,60,19,118,7,322.82,610.34,121.92,72.41,77.11,330.22
2574,30,25,132,6,2898.58,948.21,149.13,28.45,84.47,188.05
2575,18,36,74,3,1908.91,104.46,28.54,71.87,95.98,70.71
2576,51,22,139,7,4797.75,620.32,14.04,1.24,37.3,182.55
2577,3,45,157,1,4886.09,829.55,219.68,33.1,99.05,414.79
2578,15,35,113,2,323.35,562.95,143.25,82.19,30.04,172.79
2579,58,42,184,3,612.88,683.74,295.96,53.72,41.24,258.2
2580,45,19,86,3,1641.37,595.26,116.19,16.72,36.94,235.96
2581,27,4,163,2,2658.74,929.59,26.83,71.31,41.46,220.39
2582,72,13,187,10,1270.16,828.66,19.12,21.71,27.49,243.29
2583,8,35,85,7,1548.18,248.54,222.79,93.96,22.62,390.85
2584,39,38,61,6,4851.06,667.4,234.3,38.83,99.59,23.86
2585,72,17,93,4,371.31,73.14,272.82,22.21,58.85,28.23
2586,81,12,60,6,3189.55,941.11,254.98,46.33,27.06,343.85
2587,65,42,38,2,2902.42,275.07,194.35,4.2,90.99,378.54
2588,70,20,36,9,4687.16,585.26,22.11,45.63,71.57,109.39
2589,59,30,113,10,2194.46,960.31,167.37,96.68,42.46,120.05
2590,18,24,29,10,1426.18,584.76,97.68,76.74,93.76,100.35
2591,12,22,123,2,1396.19,686.28,12.39,31.72,74.15,452.37
2592,77,15,26,3,2003.47,242.26,69.37,80.58,34.54,493.31
2593,71,12,193,8,1321.82,887.7,195.76,99.73,99.33,52.45
2594,72,35,190,4,3188.89,132.39,19.75,59.02,28.44,31.47
2595,39,14,132,4,1919.0,952.63,101.44,68.02,35.97,295.33
2596,75,49,18,6,3518.52,622.43,174.98,55.63,97.9,332.23
2597,72,4,124,6,579.51,200.5,49.55,45.38,27.8,104.69
2598,78,8,101,5,224.42,964.34,251.24,56.31,90.2,212.06
2599,10,13,198,8,1371.53,220.12,292.49,24.01,56.62,423.02
2600,12,5,174,2,1250.2,776.37,84.36,58.62,98.72,356.2
2601,43,50,127,6,4752.89,556.73,12.57,28.29,35.18,203.25
2602,80,32,158,10,1596.31,724.34,237.23,94.38,14.58,197.33
2603,57,37,191,4,924.2,540.75,245.94,5.1,24.49,309.6
2604,81,48,99,6,2617.54,64.98,64.29,27.71,76.88,30.15
2605,79,8,30,9,1018.64,937.48,113.53,18.41,6.76,407.47
2606,34,30,10,5,4257.01,61.73,43.44,24.75,41.02,458.06
2607,69,27,27,3,401.99,646.3,139.07,84.16,47.56,217.45
2608,62,4,181,3,2171.33,592.25,291.93,10.4,40.67,88.49
2609,24,3,1,3,989.2,304.47,60.69,15.38,79.34,496.35
2610,95,9,93,9,3091.31,939.22,64.04,91.93,12.97,197.92
2611,25,35,101,7,3192.46,654.07,69.41,91.56,41.48,395.09
2612,82,39,19,8,4472.45,812.91,68.02,95.95,45.83,340.91
2613,84,37,107,7,4532.38,376.61,223.24,78.25,23.77,220.51
2614,39,17,92,6,2770.53,186.21,16.77,5.47,41.0,304.05
2615,70,21,27,7,4452.06,805.46,281.56,93.29,12.47,104.34
2616,77,2,118,7,1931.78,626.87,264.17,30.82,28.88,76.81
2617,48,28,124,3,2703.41,122.13,223.45,69.96,85.31,381.15
2618,94,8,97,3,233.94,265.29,187.42,39.39,56.96,399.02
2619,37,38,42,8,2738.58,683.84,16.44,88.77,57.84,338.27
2620,61,30,163,8,2261.4,835.89,68.67,50.19,68.59,315.41
2621,65,40,175,9,2807.87,128.4,13.65,45.11,95.85,125.48
2622,35,14,160,4,3087.65,983.89,227.1,24.82,24.78,435.55
2623,66,43,70,10,823.78,158.14,111.64,91.02,49.95,172.29
2624,75,3,130,10,2011.89,612.99,134.12,61.11,55.08,157.44
2625,74,34,77,5,167.64,710.1,178.51,34.63,20.08,277.44
2626,82,41,78,7,3086.61,878.23,106.65,75.02,92.52,480.71
2627,33,5,80,6,1337.25,126.08,270.53,67.66,95.52,443.28
2628,22,13,14,8,1763.98,879.66,10.87,80.74,78.77,238.71
2629,59,16,151,10,496.02,765.32,158.24,11.51,80.25,482.72
2630,92,14,79,4,2250.1,993.05,78.3,64.83,9.17,336.81
2631,44,40,19,1,2524.59,236.23,24.5,90.53,71.25,361.42
2632,98,7,155,8,4031.05,374.27,71.13,37.0,11.81,322.46
2633,74,39,183,7,1245.02,473.8,189.82,9.38,95.86,403.31
2634,7,43,75,2,2055.45,259.6,218.6,86.64,50.07,470.26
2635,57,40,156,7,3222.29,654.06,137.03,36.56,58.45,341.3
2636,9,15,60,9,4439.07,372.45,145.5,10.02,11.78,401.69
2637,89,39,46,2,4396.45,214.88,70.45,6.23,70.84,75.78
2638,9,27,150,7,359.04,65.03,27.54,46.71,39.59,115.78
2639,35,33,148,10,388.48,792.67,128.8,61.11,89.71,214.54
2640,43,10,129,1,4901.12,797.25,23.06,64.61,93.92,416.59
2641,97,14,138,9,3869.89,872.2,292.74,95.0,59.9,110.0
2642,56,6,95,1,3054.59,535.31,286.67,12.34,61.97,419.62
2643,83,29,94,7,3590.4,151.66,138.31,21.29,58.91,204.44
2644,79,12,19,4,4872.97,376.7,272.2,41.79,28.3,447.18
2645,92,22,87,4,3434.99,430.76,151.38,4.52,41.04,113.52
2646,23,18,107,7,3152.43,512.46,20.66,40.19,39.7,180.21
2647,33,5,128,10,652.9,513.62,189.56,84.27,80.93,269.38
2648,89,3,81,8,3618.73,73.53,27.52,76.17,84.85,309.83
2649,25,33,194,3,2755.5,865.59,150.01,82.98,49.22,493.75
2650,79,7,79,5,4136.5,151.08,212.97,16.31,70.77,88.88
2651,12,11,188,6,4462.34,315.73,246.61,37.42,61.59,237.68
2652,2,31,200,9,152.88,908.29,132.36,3.7,21.49,465.39
2653,77,7,119,3,4672.48,645.41,286.06,42.23,2.43,254.22
2654,50,2,174,6,3140.44,761.68,232.07,92.17,43.67,375.12
2655,19,50,81,1,1576.28,427.01,153.41,27.64,82.56,73.69
2656,81,8,100,7,1629.5,279.25,65.47,10.58,14.35,134.37
2657,80,49,153,8,200.82,539.25,122.56,85.31,59.02,67.37
2658,47,2,130,10,4973.99,569.31,254.43,37.26,35.88,202.01
2659,95,30,68,1,3848.24,85.7,141.48,29.82,57.92,337.99
2660,52,48,52,7,4878.76,661.17,22.37,64.21,25.22,76.31
2661,22,1,159,1,4312.4,492.1,188.4,31.25,86.3,462.05
2662,70,5,38,1,3491.05,739.5,125.24,17.39,82.72,378.84
2663,1,30,33,9,350.08,198.44,71.82,82.01,70.08,455.19
2664,74,5,89,9,4961.12,139.72,72.22,62.94,79.66,44.94
2665,89,38,46,9,421.62,385.03,112.88,95.9,34.0,162.34
2666,89,48,54,7,2190.68,884.8,121.29,51.33,86.29,102.66
2667,60,18,11,1,3201.15,288.41,64.89,69.68,62.05,390.63
2668,43,11,63,7,3687.28,95.15,42.43,72.89,88.71,72.92
2669,11,48,21,3,2847.81,615.32,232.11,37.39,92.58,273.68
2670,98,33,138,10,1364.03,144.45,203.24,60.39,60.2,246.99
2671,62,38,59,10,2181.12,848.81,147.4,69.96,12.97,435.55
2672,11,10,64,2,1982.89,681.89,143.45,32.83,37.53,326.81
2673,62,37,200,8,2779.83,715.69,166.22,29.32,78.99,126.39
2674,36,27,108,1,4104.49,805.16,17.14,54.9,67.75,474.2
2675,18,3,1,9,3214.47,936.84,65.1,90.99,15.97,314.15
2676,25,19,52,4,4174.42,711.98,287.95,65.93,1.3,353.67
2677,29,21,12,10,4433.13,832.4,159.81,57.87,3.43,108.83
2678,42,47,193,7,957.15,387.82,80.41,88.21,21.34,445.93
2679,93,24,121,7,2252.91,802.92,54.67,31.93,28.66,21.67
2680,58,1,47,8,4202.88,269.79,63.41,75.96,58.31,280.23
2681,48,12,62,4,3500.81,763.11,295.49,80.65,58.42,56.18
2682,91,46,9,9,1836.46,655.52,40.34,30.35,10.41,135.24
2683,63,34,168,5,1901.52,851.11,121.37,34.69,85.73,63.14
2684,8,19,164,1,3085.13,408.13,49.07,59.43,5.21,389.88
2685,2,35,80,7,2947.55,378.68,165.63,99.52,34.7,36.56
2686,26,45,74,5,1992.2,316.85,90.29,6.47,63.73,484.27
2687,4,29,96,8,3602.95,942.43,146.86,18.51,32.39,468.25
2688,63,28,40,3,2638.29,459.15,110.51,85.09,44.33,118.18
2689,30,30,184,10,1081.54,930.85,239.77,34.3,77.57,215.03
2690,27,29,12,2,1421.88,689.98,245.74,39.95,10.41,460.55
2691,9,6,37,3,863.0,263.41,236.03,45.16,81.12,54.27
2692,38,26,155,3,1178.02,301.51,213.91,54.9,31.04,468.08
2693,29,17,158,9,885.19,80.89,211.12,63.56,70.5,87.87
2694,98,6,140,4,2280.51,872.45,208.23,26.17,72.33,357.14
2695,39,33,184,3,1586.04,236.68,45.5,21.78,68.46,298.15
2696,63,24,28,9,2653.57,832.57,247.91,57.01,92.47,414.96
2697,40,41,65,6,3824.32,634.87,206.41,50.15,42.05,335.51
2698,78,2,101,1,3487.95,371.69,254.55,68.48,46.21,190.09
2699,96,37,4,8,2635.55,212.98,65.81,65.24,23.41,134.24
2700,84,12,184,7,1950.44,767.75,162.36,37.56,11.84,219.87
2701,48,25,65,9,121.97,909.55,197.28,38.42,71.41,384.49
2702,89,21,50,1,3161.39,798.08,273.01,94.6,75.02,385.65
2703,88,18,121,7,2819.04,712.88,180.96,51.04,60.95,457.43
2704,50,15,36,5,4436.63,703.8,71.63,87.74,61.15,112.16
2705,91,15,43,1,3191.34,665.24,273.87,61.78,98.81,335.6
2706,30,8,178,8,4645.61,872.11,53.28,72.01,63.28,169.51
2707,38,1,38,6,3664.57,923.86,34.68,33.58,84.3,311.42
2708,58,20,141,1,332.31,363.7,62.18,65.34,16.55,415.55
2709,57,19,39,6,4539.61,999.86,207.04,73.82,17.33,290.49
2710,57,13,95,2,1639.31,629.13,57.33,91.32,2.67,313.89
2711,52,11,91,6,3103.39,852.95,278.95,13.4,21.9,417.11
2712,94,1,90,10,4014.13,677.6,267.67,17.25,95.03,134.73
2713,29,18,27,3,4111.88,138.97,139.99,84.73,24.03,203.45
2714,10,10,79,7,1823.74,182.71,55.0,18.65,92.55,114.87
2715,22,45,41,3,4613.2,854.27,272.83,74.23,30.47,357.63
2716,82,8,172,5,2237.76,272.22,184.95,24.95,7.36,471.11
2717,40,31,65,1,1751.88,131.66,168.34,69.41,23.6,77.77
2718,71,33,125,7,3256.2,917.21,265.21,60.45,32.84,448.67
2719,87,46,195,8,2560.76,446.27,93.79,51.49,21.59,148.07
2720,60,20,102,7,2849.11,331.99,202.85,55.51,19.2,71.24
2721,5,16,53,6,4373.36,347.0,233.2,77.24,9.04,439.67
2722,34,36,33,4,1236.36,504.09,146.86,14.85,3.02,386.0
2723,91,14,116,8,4344.58,705.98,261.12,31.06,67.41,89.27
2724,15,20,139,5,802.32,300.0,136.04,5.9,13.64,284.24
2725,86,1,43,8,2086.43,720.4,221.08,18.51,16.02,458.7
2726,72,7,157,2,3676.36,411.53,268.01,74.99,89.12,454.49
2727,76,49,11,10,3636.86,933.51,283.04,78.57,85.71,497.07
2728,3,29,101,1,1426.43,638.83,109.54,77.49,1.73,466.24
2729,88,17,141,8,1148.1,352.08,33.87,48.76,83.02,417.74
2730,66,48,175,10,2139.7,201.77,143.47,31.03,75.6,198.08
2731,91,14,56,10,1501.42,530.18,208.19,27.63,63.21,201.27
2732,68,33,172,7,3052.66,539.77,267.09,51.26,83.88,83.61
2733,18,22,82,1,4945.58,657.61,234.96,31.9,55.99,455.07
2734,79,39,93,9,2677.16,518.63,122.48,28.05,95.27,254.25
2735,88,26,40,10,4093.35,541.59,298.46,21.03,48.95,442.08
2736,2,11,72,10,1363.94,284.85,71.0,0.5,95.37,30.07
2737,38,13,194,8,1473.03,191.97,223.29,83.55,27.59,203.18
2738,16,30,178,9,1409.68,356.61,64.36,17.95,7.82,152.92
2739,45,32,150,1,4692.84,515.51,82.55,27.72,38.23,314.16
2740,12,8,125,8,383.74,162.62,221.64,42.14,31.25,320.06
2741,16,8,68,6,2107.53,113.27,266.0,43.39,33.7,257.15
2742,99,35,180,10,4733.03,100.97,191.77,71.51,65.98,88.57
2743,22,38,26,5,3846.02,858.67,293.49,92.71,11.64,97.01
2744,84,31,159,3,2708.76,584.17,79.34,0.0,58.64,81.5
2745,92,26,1,10,1700.9,749.79,182.08,63.36,95.9,198.02
2746,43,8,32,2,2659.69,880.2,148.56,35.91,60.89,96.29
2747,11,49,87,4,801.68,503.16,292.66,67.88,62.15,236.97
2748,60,50,145,7,3090.27,321.87,190.64,13.54,68.08,349.89
2749,56,27,188,2,2351.67,280.38,42.51,72.52,89.01,360.03
2750,87,2,41,3,3103.21,334.44,185.81,88.22,15.61,268.87
2751,54,17,18,5,257.62,881.39,77.24,13.15,93.1,431.9
2752,37,40,188,2,3609.93,380.52,144.4,57.26,39.94,135.17
2753,2,40,107,4,4376.75,631.15,122.93,68.24,95.28,80.39
2754,79,41,28,3,4866.98,814.72,11.34,54.96,93.91,105.73
2755,34,34,168,3,1457.28,445.31,13.95,16.54,4.56,338.82
2756,14,10,89,7,3462.22,424.37,168.88,18.37,91.21,191.47
2757,65,32,6,6,4613.49,801.97,106.82,18.52,1.79,22.9
2758,4,6,57,3,3299.36,969.44,84.52,13.51,18.08,240.15
2759,8,4,190,10,2767.75,318.95,113.58,64.81,3.01,217.99
2760,6,22,65,6,1041.36,614.68,74.24,34.51,18.75,317.19
2761,63,46,61,9,726.1,280.58,29.42,44.41,42.59,377.8
2762,72,18,167,5,4702.84,180.47,248.78,20.99,36.62,84.19
2763,77,23,38,4,305.53,186.57,193.6,42.76,50.93,358.36
2764,35,17,79,2,283.64,667.18,225.22,17.97,24.42,175.79
2765,56,23,152,4,119.93,59.72,179.03,97.76,71.57,463.76
2766,27,35,83,3,2660.57,109.32,171.41,48.24,54.35,48.14
2767,37,23,138,4,1173.32,880.98,298.34,10.07,26.3,283.11
2768,47,29,9,5,646.11,173.78,123.83,83.98,21.42,190.67
2769,36,37,81,2,4966.66,78.45,162.04,10.61,29.66,418.71
2770,86,17,153,1,2185.18,938.44,234.78,53.84,31.72,30.68
2771,58,19,188,9,4420.88,575.33,236.7,61.01,64.87,92.31
2772,79,33,185,1,2063.87,874.3,37.85,20.83,62.4,349.76
2773,19,6,24,4,4062.07,758.23,171.65,69.87,78.27,302.17
2774,36,21,92,6,4327.93,373.21,234.39,87.56,89.24,146.0
2775,81,19,122,8,1965.7,362.95,278.2,18.1,20.23,26.07
2776,79,42,15,9,3910.5,114.43,134.58,11.67,64.3,481.86
2777,17,40,24,9,2631.09,751.5,132.82,55.67,17.38,260.57
2778,90,19,28,5,2179.98,608.85,228.62,52.5,38.61,251.73
2779,47,2,185,9,4715.03,988.17,157.17,64.89,3.34,69.55
2780,99,4,43,4,3168.94,983.24,233.77,78.15,84.3,248.17
2781,34,17,120,6,2949.53,596.69,128.88,77.52,21.6,87.8
2782,41,14,3,6,4956.95,327.26,57.74,95.15,88.17,91.45
2783,38,22,192,5,1128.95,897.18,217.92,47.76,42.95,491.28
2784,97,15,74,8,826.12,851.51,43.74,26.37,94.64,42.68
2785,87,9,189,10,131.36,469.04,209.54,24.17,90.55,444.8
2786,49,21,119,9,2196.56,597.34,165.53,92.36,84.6,56.31
2787,48,34,198,3,3912.7,968.78,119.09,99.84,72.02,281.62
2788,75,12,71,4,243.12,115.08,76.45,90.04,70.01,442.46
2789,92,10,88,6,910.95,678.46,167.97,67.43,17.82,192.78
2790,68,24,81,5,2269.34,54.3,250.58,8.19,16.16,103.23
2791,72,38,33,8,4170.02,226.44,159.73,14.35,49.56,104.42
2792,9,10,56,4,2514.67,223.58,184.94,88.42,48.54,346.53
2793,33,27,71,1,1335.73,635.43,263.61,27.99,74.55,244.96
2794,86,3,170,4,273.39,742.36,30.03,45.06,5.41,102.38
2795,33,13,196,4,4430.19,515.26,204.9,30.76,25.36,221.47
2796,55,2,133,6,936.96,499.04,208.04,68.71,11.61,380.09
