Veille_id,Date_id,Source_id,Projet_id,type_veille_id,Nb_alerte,Nb_source_pertinente,Nb_verification_fact_checking,Nb_rapport_produit,NB_production_enrichie,Score_Fiabilité,Tendance_detectée,Taux_bruit
2983,60,15,8,17,50,4,11,4,6,94.84,Incertitude,22.97
2984,49,42,54,1,5,16,10,1,3,62.37,Déclin,25.24
2985,73,7,20,10,5,20,6,5,7,79.6,Croissance,25.83
2986,25,21,1,1,0,8,7,2,4,81.46,Croissance,1.48
2987,27,26,86,13,32,8,4,10,1,84.41,Stable,26.96
2988,18,22,52,14,30,3,9,2,8,64.69,Transformation,3.46
2989,20,31,40,2,38,14,6,8,5,90.27,Croissance,2.12
2990,24,6,6,19,0,18,11,7,8,70.96,Transformation,5.67
2991,59,39,91,8,24,19,7,1,5,61.63,Stable,10.35
2992,3,16,35,9,43,17,13,1,7,86.83,Stable,20.78
2993,20,23,26,19,0,19,0,2,6,92.43,Stable,20.49
2994,4,21,73,20,40,8,14,9,4,95.69,Transformation,6.89
2995,22,12,58,3,29,15,5,5,7,94.97,Stable,12.01
2996,58,26,59,17,11,2,12,9,0,93.78,Stable,24.89
2997,64,50,52,13,23,10,7,8,3,98.68,Stable,18.07
2998,8,44,37,7,5,4,9,6,8,80.51,Transformation,18.51
2999,80,45,73,2,13,18,9,4,3,65.06,Stable,19.19
3000,58,6,29,5,31,11,15,0,8,75.68,Déclin,24.85
3001,56,17,39,1,42,16,11,10,1,80.74,Croissance,15.95
3002,15,46,40,17,21,6,12,2,6,91.2,Déclin,22.88
3003,91,4,76,3,7,12,13,4,6,98.78,Incertitude,5.46
3004,13,22,56,20,36,12,12,6,2,64.57,Transformation,20.62
3005,85,32,96,17,9,7,7,8,5,95.42,Déclin,18.28
3006,18,40,29,1,39,5,6,0,1,82.0,Croissance,28.33
3007,40,29,70,8,16,20,10,6,2,80.33,Stable,15.74
3008,54,27,93,3,16,4,15,1,0,80.58,Stable,12.84
3009,5,12,29,15,9,2,15,9,8,87.96,Transformation,28.47
3010,91,8,50,16,2,18,12,2,7,75.25,Stable,4.0
3011,2,13,88,8,44,8,8,4,7,99.11,Transformation,21.15
3012,83,40,62,8,50,4,14,8,1,91.53,Transformation,9.33
3013,52,8,90,14,8,12,9,3,8,95.53,Incertitude,19.07
3014,61,18,91,17,38,15,12,8,3,74.11,Transformation,22.27
3015,46,37,51,2,1,9,15,8,7,77.18,Croissance,4.91
3016,20,21,20,20,35,15,0,3,5,80.02,Transformation,23.99
3017,97,22,70,15,29,17,9,0,5,73.32,Transformation,4.6
3018,88,15,13,5,6,1,3,5,8,88.8,Stable,23.64
3019,92,12,27,8,1,9,3,6,6,79.29,Stable,7.62
3020,47,50,74,4,8,17,13,1,6,68.08,Déclin,6.08
3021,58,44,48,8,9,18,15,6,7,94.57,Déclin,20.14
3022,64,31,3,12,8,2,6,8,2,86.87,Transformation,4.82
3023,59,49,40,14,1,12,5,8,6,79.15,Stable,23.94
3024,31,3,71,5,48,14,9,9,8,95.55,Transformation,12.65
3025,33,1,18,17,38,18,14,0,1,78.05,Croissance,10.32
3026,38,24,42,19,41,12,13,8,0,88.63,Transformation,7.21
3027,47,29,60,19,37,12,10,0,1,96.64,Incertitude,6.32
3028,58,35,63,5,41,19,10,7,6,85.86,Stable,1.72
3029,92,33,93,12,15,16,1,0,5,77.96,Stable,28.93
3030,29,50,3,2,39,5,2,2,1,72.35,Déclin,8.37
3031,79,28,66,8,21,3,6,7,8,72.23,Déclin,26.24
3032,65,21,37,2,9,16,14,9,1,95.54,Transformation,29.7
3033,18,33,41,15,21,18,14,4,7,71.64,Stable,2.19
3034,90,28,58,7,50,7,12,6,6,95.96,Stable,4.77
3035,13,44,22,6,11,2,3,4,2,74.74,Déclin,22.33
3036,81,6,91,3,5,14,6,4,7,91.8,Stable,4.74
3037,81,13,31,14,19,12,15,4,5,92.43,Stable,8.53
3038,28,18,16,5,7,16,4,4,3,63.31,Déclin,5.18
3039,39,17,17,4,17,14,10,3,1,68.59,Incertitude,18.0
3040,51,39,94,15,46,9,14,4,2,73.52,Déclin,23.05
3041,57,35,81,10,17,9,6,4,5,96.37,Incertitude,16.16
3042,32,8,77,9,14,1,3,0,4,70.3,Incertitude,5.95
3043,67,9,8,1,7,15,12,8,6,82.23,Incertitude,23.08
3044,65,13,74,20,16,19,2,5,4,98.91,Transformation,8.17
3045,5,41,87,10,35,13,5,9,5,67.57,Stable,23.6
3046,80,34,30,13,8,8,8,6,6,75.82,Stable,18.71
3047,14,7,24,18,36,7,8,5,7,82.0,Incertitude,9.66
3048,9,29,65,13,26,5,7,9,4,81.79,Transformation,15.66
3049,42,1,80,17,27,2,7,3,6,79.47,Déclin,13.11
3050,75,12,50,10,37,9,1,3,4,95.9,Déclin,1.83
3051,86,36,9,10,41,12,8,9,4,73.51,Incertitude,27.03
3052,31,39,35,18,32,10,8,6,6,79.5,Stable,2.09
3053,2,34,28,14,27,19,12,10,3,73.83,Déclin,18.56
3054,81,39,19,12,48,12,9,4,7,95.42,Croissance,5.56
3055,96,6,22,4,4,10,13,5,7,96.27,Incertitude,0.7
3056,6,39,18,20,11,8,13,2,6,74.99,Croissance,28.88
3057,16,13,81,10,28,20,0,3,5,62.97,Transformation,10.98
3058,86,10,59,6,17,11,10,7,7,73.26,Stable,26.34
3059,68,33,59,17,8,5,13,10,4,68.88,Transformation,12.36
3060,53,6,30,1,38,1,11,10,3,76.67,Stable,0.0
3061,80,33,89,13,44,19,3,4,0,67.43,Stable,26.22
3062,2,46,39,12,16,14,1,3,4,66.08,Transformation,4.68
3063,62,33,83,14,9,5,1,2,2,87.54,Croissance,12.79
3064,8,14,58,19,43,20,15,2,8,72.06,Incertitude,23.3
3065,53,33,30,3,50,8,1,1,6,63.61,Croissance,3.48
3066,12,18,30,4,18,19,7,5,4,85.11,Incertitude,23.5
3067,31,45,48,19,30,5,8,4,3,97.51,Transformation,28.33
3068,63,23,24,18,11,5,4,4,6,60.56,Stable,11.73
3069,94,45,20,17,22,17,10,2,5,97.7,Transformation,13.91
3070,23,34,5,8,40,4,9,9,8,76.94,Croissance,10.83
3071,51,18,99,7,20,3,12,8,8,75.14,Incertitude,27.51
3072,54,33,11,20,21,3,9,1,8,70.06,Incertitude,7.73
3073,32,10,20,10,1,12,8,0,8,94.92,Transformation,12.47
3074,50,22,51,16,16,2,1,8,4,74.17,Stable,8.23
3075,93,6,45,11,20,10,14,9,3,91.69,Incertitude,24.67
3076,48,39,29,16,20,13,5,9,0,86.54,Incertitude,4.91
3077,68,23,65,9,33,7,1,3,3,75.7,Incertitude,7.01
3078,80,26,97,9,0,11,4,3,1,73.61,Stable,14.21
3079,62,21,47,4,1,10,6,2,1,66.38,Transformation,18.83
3080,65,50,98,6,42,11,11,8,4,92.08,Incertitude,15.3
3081,60,45,32,19,8,5,12,7,6,87.33,Incertitude,22.36
3082,76,6,58,4,16,1,6,8,8,72.03,Déclin,25.29
3083,80,22,56,5,28,5,7,9,0,87.74,Croissance,5.56
3084,75,25,33,4,47,2,10,3,7,62.94,Déclin,8.43
3085,91,35,14,4,16,1,6,4,3,87.81,Croissance,26.71
3086,52,49,31,13,31,7,13,2,3,75.14,Stable,3.19
3087,85,39,57,17,6,18,1,3,4,91.4,Croissance,2.07
3088,88,14,5,2,2,6,14,10,3,80.22,Stable,19.69
3089,88,20,35,4,25,13,4,7,7,67.2,Stable,13.07
3090,39,16,88,4,16,1,1,5,7,76.28,Transformation,0.43
3091,13,24,50,11,27,15,15,7,0,60.68,Transformation,7.58
3092,38,38,20,17,50,2,15,7,6,72.61,Incertitude,11.56
3093,17,21,75,4,38,18,7,10,2,69.55,Déclin,17.72
3094,20,47,100,2,34,2,1,8,3,91.13,Stable,3.32
3095,56,38,97,11,14,6,2,2,7,82.68,Croissance,12.7
3096,88,37,84,6,17,14,3,3,4,87.56,Croissance,24.17
3097,2,48,64,17,17,11,13,9,3,96.95,Croissance,21.54
3098,33,39,36,14,16,9,15,0,6,88.32,Croissance,13.1
3099,26,21,20,12,41,2,8,9,3,99.58,Stable,2.1
3100,15,23,42,19,4,16,5,0,7,87.12,Incertitude,20.67
3101,6,13,5,10,6,20,7,4,2,62.79,Déclin,25.48
3102,93,5,10,19,26,16,12,9,3,86.97,Stable,28.04
3103,66,6,68,19,39,6,5,0,6,61.13,Déclin,9.45
3104,19,32,99,20,29,1,11,2,2,66.18,Croissance,29.98
3105,74,6,100,6,6,13,11,3,8,85.8,Incertitude,23.53
3106,14,15,94,14,39,18,3,9,4,91.05,Déclin,14.82
3107,85,28,23,3,39,2,1,9,1,98.56,Incertitude,17.99
3108,50,46,14,17,12,11,11,7,7,88.55,Stable,7.82
3109,92,37,48,6,38,8,0,7,4,83.88,Stable,21.73
3110,32,20,27,4,47,19,12,3,8,87.68,Déclin,20.23
3111,44,6,52,12,26,3,12,2,0,98.87,Déclin,2.4
3112,87,15,10,7,31,14,13,9,8,80.92,Transformation,27.79
3113,81,26,12,18,31,16,13,9,4,97.1,Croissance,21.11
3114,100,11,53,14,30,1,9,2,4,62.13,Stable,10.65
3115,53,41,19,8,16,4,13,4,6,73.8,Transformation,6.56
3116,23,8,45,7,25,15,15,5,3,79.54,Transformation,7.86
3117,95,23,72,9,48,12,7,9,4,73.63,Déclin,8.74
3118,50,28,20,16,40,13,8,2,4,67.62,Déclin,25.05
3119,54,49,51,7,12,5,14,9,8,95.05,Stable,4.02
3120,74,18,95,10,24,14,5,9,6,60.75,Transformation,18.27
3121,54,18,61,7,28,12,14,9,8,78.54,Transformation,5.38
3122,74,15,95,16,47,12,15,3,4,79.92,Déclin,14.96
3123,14,49,48,9,32,18,12,4,1,67.32,Déclin,0.86
3124,19,10,62,12,36,5,10,7,5,72.41,Transformation,19.59
3125,58,22,9,3,29,5,11,3,0,84.62,Déclin,23.87
3126,55,24,98,15,17,18,12,5,4,75.98,Déclin,21.85
3127,42,47,65,18,2,1,12,8,5,62.47,Croissance,1.22
3128,26,31,9,2,24,17,2,3,0,96.01,Croissance,20.37
3129,66,7,77,1,37,16,8,9,8,76.96,Déclin,3.69
3130,59,34,84,19,7,3,1,5,3,87.59,Incertitude,15.53
3131,97,10,79,8,38,6,12,3,5,62.62,Déclin,11.58
3132,48,34,62,4,10,8,5,0,6,96.41,Déclin,23.35
3133,45,4,30,18,18,9,9,5,7,97.76,Stable,18.48
3134,98,48,21,7,15,20,11,10,6,75.29,Stable,25.23
3135,66,8,93,2,10,8,7,3,8,94.92,Incertitude,17.84
3136,92,10,26,8,0,16,10,6,2,86.22,Transformation,6.81
3137,61,45,12,13,22,14,7,5,4,62.12,Croissance,27.2
3138,76,14,84,4,11,16,6,0,6,71.71,Incertitude,24.95
3139,97,18,70,19,36,6,3,7,0,84.91,Croissance,5.62
3140,2,25,11,9,9,13,15,5,5,85.62,Stable,10.85
3141,86,7,96,3,21,20,11,8,8,88.14,Transformation,9.4
3142,80,31,54,2,39,18,13,9,3,86.26,Transformation,6.16
3143,100,28,14,14,40,18,9,2,3,88.75,Incertitude,17.93
3144,85,32,91,16,34,3,9,5,0,88.49,Croissance,29.41
3145,83,8,85,13,38,20,2,2,4,66.16,Transformation,22.81
3146,99,27,29,6,3,3,1,5,8,87.72,Croissance,1.56
3147,8,4,5,6,31,11,8,4,3,64.63,Stable,19.67
3148,43,37,75,10,22,2,10,6,0,68.97,Déclin,8.31
3149,72,15,27,17,50,5,5,8,6,85.08,Stable,3.11
3150,38,44,21,4,33,9,6,10,4,76.46,Incertitude,11.21
3151,75,44,41,3,0,5,11,4,2,81.41,Croissance,28.28
3152,98,41,80,15,42,7,15,6,4,79.13,Transformation,5.36
3153,49,41,88,10,18,20,12,0,3,60.46,Croissance,16.64
3154,52,21,36,3,18,10,15,3,0,98.79,Déclin,13.35
3155,39,44,91,15,10,15,8,5,3,60.58,Incertitude,9.64
3156,50,6,94,15,8,19,9,6,6,80.28,Incertitude,3.12
3157,32,40,62,18,6,11,3,10,0,65.62,Incertitude,11.91
3158,11,50,50,9,50,1,3,7,7,91.94,Déclin,19.45
3159,45,38,21,14,31,20,3,4,0,71.85,Stable,14.38
3160,91,32,36,17,9,4,6,3,3,66.75,Incertitude,12.05
3161,10,7,14,1,18,10,2,3,6,73.73,Stable,1.97
3162,11,6,96,12,29,15,7,8,5,78.47,Transformation,9.6
3163,93,6,92,14,38,20,2,2,6,70.82,Stable,1.61
3164,28,5,15,12,39,10,0,6,2,76.76,Croissance,21.57
3165,39,47,28,2,40,1,0,5,0,78.55,Stable,19.86
3166,74,36,31,3,17,2,1,8,5,88.96,Stable,22.08
3167,48,8,53,8,10,15,6,4,2,89.49,Stable,0.24
3168,65,22,83,13,24,15,13,6,8,84.78,Stable,9.91
3169,53,46,51,3,18,1,12,0,6,93.89,Croissance,0.5
3170,73,46,87,16,1,12,3,3,7,61.03,Stable,24.49
3171,89,10,92,16,1,13,9,3,4,73.4,Stable,17.25
3172,97,38,21,4,2,2,14,3,1,94.11,Incertitude,13.19
3173,94,21,24,16,25,19,8,0,1,63.05,Croissance,22.45
3174,84,14,28,13,25,5,5,9,0,81.69,Incertitude,2.89
3175,80,8,48,9,23,16,1,2,0,60.18,Croissance,22.83
3176,49,33,55,2,19,5,11,10,4,64.73,Stable,1.25
3177,97,48,78,5,49,14,9,0,4,81.57,Déclin,3.61
3178,21,24,11,12,18,5,1,1,3,76.8,Stable,6.79
3179,88,41,54,18,12,18,14,1,4,97.14,Transformation,14.08
3180,29,21,32,1,29,4,15,5,0,72.18,Stable,4.27
3181,62,40,63,1,45,3,0,2,8,88.56,Transformation,5.09
3182,45,13,21,4,41,8,5,2,2,68.05,Transformation,5.92
3183,61,1,84,7,38,9,13,9,5,76.6,Incertitude,27.0
3184,75,3,95,8,11,20,12,6,8,86.85,Incertitude,13.7
3185,85,41,53,10,35,12,6,7,3,68.75,Transformation,3.55
3186,65,50,27,11,32,2,7,2,4,91.48,Incertitude,4.16
3187,49,4,33,6,44,11,12,5,4,70.82,Stable,10.7
3188,21,48,49,7,41,6,11,10,2,85.11,Déclin,24.18
3189,52,20,30,5,7,2,13,5,8,63.13,Incertitude,21.55
3190,23,46,40,17,47,20,0,9,5,98.78,Déclin,11.43
3191,49,34,100,13,7,2,8,5,2,87.96,Croissance,9.76
3192,66,36,27,12,40,13,12,7,6,82.09,Croissance,17.7
3193,18,13,100,10,6,11,5,4,4,90.93,Déclin,21.64
3194,3,5,67,7,49,6,11,3,5,84.01,Déclin,22.82
3195,32,39,96,1,35,8,12,7,6,99.71,Stable,13.29
3196,45,6,83,12,21,17,0,7,5,87.07,Incertitude,21.93
3197,100,1,37,1,3,8,14,9,8,80.05,Déclin,16.86
3198,34,40,21,13,32,18,12,6,2,94.86,Croissance,0.15
3199,62,7,16,20,43,16,7,10,0,97.83,Transformation,0.31
3200,18,8,56,16,12,18,1,6,8,74.27,Incertitude,16.49
3201,85,45,86,12,8,16,0,7,4,69.97,Stable,15.78
3202,45,47,76,16,11,2,8,4,8,90.3,Croissance,20.16
3203,86,34,38,12,39,7,15,9,5,78.09,Déclin,3.69
3204,16,7,48,10,4,10,14,1,4,81.21,Stable,1.92
3205,45,4,49,3,20,2,7,10,5,81.54,Transformation,12.44
3206,13,29,19,14,23,18,0,9,7,98.97,Transformation,23.55
3207,8,9,51,17,10,7,14,5,1,99.2,Croissance,8.1
3208,60,8,67,12,45,18,5,3,5,81.13,Stable,6.68
3209,43,19,99,8,19,16,7,10,5,86.76,Croissance,6.41
3210,46,6,70,8,44,3,1,7,3,64.14,Croissance,24.16
3211,71,12,9,12,15,1,4,5,1,90.5,Transformation,17.56
3212,82,30,82,15,21,18,8,1,8,79.52,Stable,18.74
3213,50,34,70,9,2,15,5,9,2,64.1,Transformation,8.34
3214,50,20,54,7,47,13,4,4,5,94.57,Stable,24.5
3215,67,25,22,14,44,20,6,8,1,89.04,Croissance,2.51
3216,73,47,5,8,38,6,1,9,7,78.51,Stable,18.67
3217,82,28,45,7,29,11,8,6,3,93.32,Stable,14.03
3218,18,48,4,5,24,20,15,1,1,74.02,Incertitude,14.43
3219,68,11,28,12,28,4,4,1,4,69.05,Déclin,12.53
3220,47,10,52,9,33,17,11,7,7,87.72,Transformation,18.35
3221,31,25,89,15,8,19,12,3,0,94.89,Stable,27.18
3222,47,31,51,4,21,11,5,8,6,70.36,Stable,13.67
3223,90,41,26,9,19,4,6,0,8,77.57,Croissance,18.96
3224,81,14,27,15,42,9,11,10,5,93.1,Déclin,19.26
3225,21,34,1,4,20,13,6,4,2,96.69,Stable,0.76
3226,83,5,27,16,2,17,13,10,2,89.48,Transformation,8.66
3227,68,26,27,10,37,13,11,1,8,84.72,Croissance,6.21
3228,60,14,79,20,40,14,9,7,4,70.6,Stable,10.73
3229,92,38,55,4,36,14,11,7,1,74.37,Transformation,28.11
3230,79,27,53,1,32,7,12,3,0,93.07,Déclin,7.7
3231,88,20,50,4,17,5,14,6,0,63.87,Stable,29.46
3232,97,43,84,14,16,10,13,8,4,72.05,Transformation,19.3
3233,99,6,29,1,39,14,15,2,0,63.03,Déclin,24.45
3234,38,4,1,5,44,12,5,7,7,83.59,Stable,16.29
3235,99,39,12,5,42,5,7,6,0,83.2,Croissance,21.53
3236,37,28,86,8,34,15,3,0,1,62.33,Incertitude,4.69
3237,87,42,93,16,34,14,2,2,7,63.46,Croissance,7.36
3238,85,30,10,11,49,6,10,5,4,89.9,Incertitude,9.11
3239,53,45,83,5,25,11,5,10,1,80.3,Transformation,5.26
3240,6,34,21,7,9,12,14,3,7,87.4,Déclin,16.14
3241,82,49,90,19,2,14,10,1,6,60.99,Transformation,19.53
3242,15,47,42,6,41,5,10,2,4,73.42,Stable,1.05
3243,69,49,54,18,37,3,10,6,5,99.22,Transformation,18.25
3244,66,31,9,18,12,12,0,7,6,76.4,Stable,6.28
3245,38,29,10,15,4,6,4,10,8,91.14,Déclin,26.15
3246,16,40,4,18,5,11,8,3,8,98.9,Transformation,23.35
3247,94,18,5,19,44,6,0,7,2,60.43,Incertitude,23.88
3248,59,32,23,14,15,7,0,3,4,74.32,Stable,1.24
3249,14,33,21,12,9,20,2,3,5,90.95,Stable,7.75
3250,100,19,51,6,8,13,12,0,0,65.5,Stable,2.28
3251,47,45,40,12,44,6,0,4,7,80.92,Croissance,2.73
3252,29,36,18,10,47,7,8,4,8,94.11,Déclin,9.43
3253,62,13,83,6,25,10,8,0,3,98.27,Croissance,10.77
3254,44,28,52,4,24,1,8,6,5,82.03,Croissance,4.06
3255,5,3,59,14,48,6,1,6,6,93.23,Croissance,29.43
3256,29,14,38,17,34,8,5,6,6,83.17,Stable,12.18
3257,61,9,12,10,18,13,10,4,6,77.36,Transformation,28.53
3258,3,23,90,3,24,17,9,1,4,76.36,Incertitude,23.9
3259,61,4,93,15,33,18,1,6,8,85.17,Transformation,24.26
3260,42,14,79,1,39,13,6,3,6,72.96,Croissance,21.13
3261,84,10,4,6,27,12,6,2,3,60.6,Stable,26.87
3262,3,50,5,5,37,10,11,1,3,92.06,Incertitude,28.2
3263,52,26,42,8,44,11,9,1,2,63.8,Déclin,28.18
3264,66,19,52,7,21,17,7,8,5,67.47,Déclin,5.16
3265,29,25,19,14,34,20,4,6,7,82.92,Croissance,12.35
3266,12,45,1,13,17,2,7,8,0,85.36,Déclin,13.32
3267,10,19,51,12,15,9,5,9,3,75.9,Déclin,22.56
3268,99,40,72,6,23,13,3,7,4,71.85,Stable,23.9
3269,83,41,60,2,48,5,6,8,0,64.41,Incertitude,13.39
3270,18,5,33,15,39,17,2,6,1,72.88,Croissance,14.34
3271,10,48,70,4,1,2,11,8,0,89.94,Déclin,3.89
3272,2,9,57,18,32,2,4,0,7,96.38,Stable,29.08
3273,97,39,24,10,1,9,5,9,1,99.19,Transformation,10.94
3274,59,17,44,19,5,4,2,1,2,82.25,Croissance,23.73
3275,51,50,13,20,30,20,7,3,2,66.62,Incertitude,3.57
3276,22,24,87,4,9,13,13,7,5,70.7,Stable,3.28
3277,61,50,32,19,23,11,3,8,6,62.67,Transformation,12.99
3278,58,30,89,1,34,1,2,3,4,94.47,Stable,24.64
3279,10,26,40,2,2,5,6,9,8,86.11,Transformation,12.55
3280,82,42,87,7,39,20,9,8,0,85.73,Déclin,4.11
3281,32,18,19,17,31,1,12,7,1,64.69,Incertitude,7.66
3282,58,39,73,11,27,9,14,3,2,60.48,Croissance,1.47
3283,70,34,75,8,12,10,5,0,3,72.65,Transformation,21.69
3284,64,27,97,8,35,1,1,5,0,86.81,Incertitude,6.06
3285,47,21,27,19,46,14,9,9,2,72.89,Transformation,13.0
3286,52,42,62,8,3,12,1,3,6,90.98,Stable,7.53
3287,39,33,82,15,0,7,9,9,2,70.35,Croissance,14.83
3288,38,50,96,18,33,17,6,7,2,71.22,Incertitude,11.32
3289,14,14,74,17,42,10,6,9,6,87.76,Stable,28.76
3290,36,39,23,3,27,11,2,4,0,71.26,Croissance,23.99
3291,91,22,63,8,2,19,4,8,4,89.42,Stable,0.02
3292,73,45,76,7,8,20,12,9,2,70.86,Déclin,0.15
3293,53,35,54,18,19,2,13,10,6,84.92,Croissance,14.93
3294,49,47,78,17,18,5,3,4,8,81.38,Stable,13.67
3295,27,22,67,3,21,8,12,4,3,70.55,Stable,20.04
3296,78,23,15,2,43,5,2,2,5,72.06,Transformation,4.19
3297,78,2,23,1,10,16,4,9,1,70.87,Stable,10.39
3298,46,1,15,4,41,10,6,6,2,67.93,Incertitude,25.47
3299,44,28,33,19,3,20,15,6,3,61.65,Croissance,6.47
3300,1,39,49,15,6,8,12,8,5,60.69,Transformation,5.97
3301,77,34,99,5,13,9,6,1,0,83.35,Stable,25.61
3302,7,35,38,1,13,1,9,3,5,80.87,Transformation,13.09
3303,8,27,95,20,6,11,1,4,3,62.74,Croissance,2.23
3304,19,47,5,4,36,15,11,9,6,77.37,Transformation,9.65
3305,37,11,35,16,10,17,5,5,3,80.34,Stable,5.94
3306,31,15,53,6,1,4,11,6,3,78.72,Transformation,23.1
3307,15,20,88,17,10,14,6,4,6,83.25,Déclin,13.08
3308,70,10,26,3,33,15,7,6,2,88.64,Stable,0.6
3309,35,37,3,4,13,14,7,8,2,78.4,Déclin,21.44
3310,9,1,30,7,13,18,10,3,2,81.83,Incertitude,2.34
3311,51,33,84,14,21,8,2,0,1,78.57,Déclin,6.07
3312,61,4,38,10,16,6,3,2,1,91.24,Déclin,18.7
3313,60,50,46,17,41,14,15,1,1,60.57,Stable,11.75
3314,65,41,87,17,18,11,0,2,1,71.71,Incertitude,5.7
3315,38,15,4,11,48,6,4,8,4,79.95,Déclin,10.14
3316,32,15,72,13,1,15,1,5,5,70.2,Transformation,6.83
3317,61,34,90,16,15,12,5,9,6,82.85,Incertitude,11.72
3318,100,30,93,13,24,17,10,9,7,67.56,Transformation,8.09
3319,46,38,74,17,50,19,5,4,6,93.42,Déclin,28.61
3320,71,45,47,11,36,18,13,7,2,96.37,Stable,13.35
3321,34,17,71,12,40,15,8,4,3,60.4,Déclin,11.86
3322,54,31,97,18,34,15,5,3,2,70.5,Transformation,25.56
3323,99,23,81,7,23,9,14,5,3,84.08,Déclin,13.72
3324,36,43,33,3,46,5,2,5,2,96.32,Déclin,4.06
3325,67,41,77,16,36,5,13,3,0,62.52,Stable,7.75
3326,48,22,93,5,31,2,6,4,8,97.73,Déclin,14.65
3327,71,44,39,8,7,17,8,6,6,89.9,Incertitude,4.93
3328,67,41,24,8,17,17,5,10,5,60.36,Incertitude,10.71
3329,5,1,84,3,25,2,7,8,0,86.92,Incertitude,13.7
3330,10,41,94,16,39,5,5,9,8,97.24,Déclin,17.13
3331,43,20,58,15,41,12,15,2,3,66.2,Transformation,6.02
3332,39,40,7,3,34,19,15,0,2,87.85,Incertitude,4.98
3333,68,15,47,16,12,4,13,3,6,82.88,Transformation,21.0
3334,85,10,47,5,16,9,7,2,4,87.56,Stable,17.43
3335,85,50,17,1,31,19,11,0,3,77.97,Stable,25.7
3336,78,28,75,18,13,18,5,5,2,98.0,Déclin,10.04
3337,1,34,80,5,2,12,10,4,8,67.04,Croissance,21.92
3338,24,35,72,7,28,2,13,0,7,84.51,Croissance,12.03
3339,39,46,87,19,4,14,11,4,1,94.96,Stable,1.01
3340,59,46,55,2,22,14,12,8,8,61.17,Croissance,10.44
3341,50,37,85,15,43,15,2,1,4,68.9,Déclin,4.34
3342,70,40,36,7,23,16,3,5,0,88.66,Stable,14.83
3343,98,24,100,13,7,11,1,3,0,61.57,Incertitude,1.11
3344,2,28,20,15,28,6,1,0,5,98.83,Déclin,2.02
3345,83,36,100,16,50,19,12,1,8,96.43,Stable,15.37
3346,16,15,69,14,29,20,8,7,0,74.66,Transformation,25.55
3347,100,31,20,9,31,2,15,5,3,60.19,Incertitude,4.22
3348,90,31,20,3,40,17,11,5,4,96.51,Déclin,6.06
3349,68,8,4,4,3,17,11,3,0,69.72,Déclin,19.05
3350,46,50,68,1,15,19,14,1,2,78.6,Incertitude,9.19
3351,42,41,8,2,23,9,10,1,4,62.74,Croissance,12.73
3352,53,50,57,11,49,12,0,0,3,81.33,Croissance,21.36
3353,90,41,42,4,4,6,7,8,4,74.39,Transformation,25.0
3354,100,25,5,16,7,5,2,0,5,63.28,Transformation,5.64
3355,38,44,43,10,15,6,6,1,8,74.2,Incertitude,17.92
3356,9,42,52,11,34,11,8,0,8,75.3,Incertitude,8.42
3357,1,50,82,17,47,18,0,0,2,69.8,Croissance,6.98
3358,82,36,45,15,25,15,11,7,6,96.95,Incertitude,1.59
3359,90,36,34,4,35,19,7,3,7,88.03,Stable,15.24
3360,95,7,98,13,2,14,7,9,1,66.08,Incertitude,24.81
3361,7,8,4,19,15,16,8,6,0,83.64,Croissance,15.41
3362,42,9,58,5,42,10,7,3,3,65.16,Déclin,29.14
3363,33,13,44,13,42,7,12,6,3,88.75,Stable,26.52
3364,36,19,60,1,24,10,4,9,5,62.11,Transformation,10.25
3365,6,44,21,7,7,2,9,8,0,87.49,Incertitude,14.77
3366,65,3,67,16,46,3,14,8,4,62.18,Déclin,15.14
3367,86,3,44,13,25,11,2,6,6,69.37,Croissance,14.65
3368,35,13,65,16,40,15,5,2,6,99.13,Déclin,17.74
3369,49,37,2,17,2,11,5,5,5,84.12,Incertitude,20.45
3370,38,6,37,13,48,15,15,8,7,89.82,Stable,13.03
3371,32,14,20,20,0,4,12,6,7,99.03,Croissance,15.97
3372,78,30,22,18,7,14,14,10,6,86.4,Transformation,9.01
3373,92,35,9,12,25,16,15,1,5,98.94,Stable,2.46
3374,85,24,86,16,10,1,4,4,8,93.28,Incertitude,0.92
3375,98,30,17,5,19,6,10,5,3,73.65,Déclin,16.86
3376,22,23,37,2,13,12,15,3,3,77.38,Incertitude,28.99
3377,52,21,81,10,32,12,0,6,7,77.91,Déclin,0.91
3378,42,22,5,7,19,6,7,2,1,89.63,Incertitude,26.19
3379,9,50,92,20,12,20,1,4,1,90.36,Stable,9.38
3380,94,20,65,4,18,15,8,4,2,88.89,Stable,20.28
3381,6,28,46,4,48,5,14,5,1,90.35,Stable,13.33
3382,6,34,87,6,13,9,1,7,4,74.53,Déclin,6.62
3383,74,6,5,13,43,13,7,6,1,88.27,Incertitude,22.47
3384,11,25,9,15,39,7,8,4,6,97.76,Stable,13.35
3385,73,18,57,18,38,7,12,4,7,99.0,Stable,20.83
3386,66,19,80,18,49,1,15,1,5,62.84,Stable,29.59
3387,41,20,4,12,41,6,6,0,5,64.89,Stable,12.19
3388,83,41,9,4,36,11,3,9,2,83.73,Transformation,27.2
3389,77,13,94,20,27,1,2,9,2,94.37,Déclin,7.98
3390,71,41,11,11,13,13,1,10,4,87.95,Incertitude,26.21
3391,57,48,68,18,31,19,11,8,0,67.65,Incertitude,17.56
