Finance_id,Date_id,Budget_id,Fournisseur_id,Budget_consommé_vs_engagé,Délai_paiement_fournisseurs,Taux_fiabilité_prévisions
2466,17,28,38,87975.51,32,78.42
2467,24,1,39,91371.05,56,80.91
2468,22,24,17,63057.32,28,96.59
2469,87,10,21,91890.3,81,70.79
2470,58,10,36,10459.61,55,96.83
2471,74,29,20,23461.86,9,89.57
2472,48,17,37,94655.84,58,80.19
2473,52,8,41,63753.77,19,83.43
2474,6,1,1,77623.59,48,75.04
2475,80,25,21,83626.33,7,96.17
2476,11,2,17,43646.87,37,76.67
2477,23,21,28,45283.82,8,99.21
2478,13,1,24,99233.8,32,73.17
2479,98,9,14,40199.14,88,72.08
2480,58,11,40,61136.9,55,84.9
2481,79,12,4,90359.62,60,82.53
2482,94,13,44,42033.45,50,71.96
2483,68,29,50,54879.38,27,77.83
2484,30,17,30,17811.43,31,81.03
2485,22,4,41,58517.08,69,85.78
2486,8,25,27,31110.29,48,95.88
2487,17,21,43,92806.76,5,79.82
2488,51,11,5,77141.4,58,92.06
2489,17,18,20,52317.54,15,86.7
2490,13,4,22,15335.95,40,81.22
2491,49,22,28,22316.59,38,76.59
2492,52,3,47,56629.72,12,73.44
2493,36,6,37,59329.4,14,92.4
2494,4,27,35,70516.97,80,70.17
2495,39,16,9,13420.49,81,92.04
2496,50,7,20,43981.53,80,71.82
2497,53,20,4,18826.29,86,86.02
2498,48,13,47,80943.14,27,87.33
2499,79,24,1,8820.47,90,96.53
2500,71,9,34,40050.68,53,73.98
2501,40,23,45,19889.38,50,85.07
2502,75,19,38,37289.81,46,95.48
2503,41,6,25,51493.06,15,99.51
2504,39,11,15,37738.11,32,80.62
2505,82,17,41,14500.45,14,77.12
2506,23,25,22,46279.76,86,97.52
2507,18,9,21,24649.42,51,82.95
2508,70,15,45,23346.13,59,85.66
2509,4,14,4,51972.2,35,97.16
2510,29,4,16,90992.48,37,88.74
2511,92,6,46,48570.64,27,81.57
2512,48,4,39,74504.12,73,89.08
2513,82,6,7,6560.1,85,88.89
2514,77,13,31,20982.89,80,72.66
2515,78,17,22,35974.98,52,80.68
2516,77,8,48,51290.02,25,96.76
2517,89,10,19,28306.75,9,79.55
2518,27,22,10,29306.36,64,82.64
2519,42,6,19,86287.76,26,91.0
2520,12,3,49,39528.28,79,91.49
2521,40,11,45,19785.69,67,75.43
2522,13,25,10,34598.33,82,91.94
2523,19,7,7,13219.45,37,71.06
2524,88,19,25,87067.64,60,90.31
2525,19,19,39,29557.75,87,91.99
2526,56,21,17,83763.45,87,84.1
2527,20,26,6,84019.03,90,86.96
2528,9,28,23,49673.34,46,98.59
2529,13,18,14,24947.56,34,91.25
2530,16,18,40,33820.2,40,87.25
2531,95,12,40,16657.96,69,82.01
2532,42,17,29,61250.79,55,79.02
2533,7,14,7,54531.0,62,98.64
2534,33,13,27,96437.39,51,71.18
2535,76,29,38,38248.7,44,87.32
2536,36,7,32,92949.0,79,74.13
2537,10,12,6,28048.0,23,70.27
2538,12,18,38,60757.32,21,77.36
2539,1,22,4,62769.09,73,83.61
2540,68,24,6,8035.72,76,99.51
2541,32,19,27,91477.92,90,78.22
2542,97,16,24,7619.63,82,92.57
2543,54,13,27,42072.78,80,91.78
2544,61,22,40,90992.03,12,73.94
2545,36,3,15,30426.12,68,88.76
2546,21,11,26,76066.9,70,91.43
2547,50,18,29,37085.76,50,72.33
2548,16,25,9,33070.89,47,73.85
2549,54,13,25,16141.86,73,94.72
2550,88,6,43,16144.37,23,85.93
2551,9,2,43,21943.94,47,97.19
2552,15,6,11,19372.45,83,94.86
2553,35,5,11,76770.72,29,87.66
2554,2,4,14,19333.98,64,84.93
2555,15,6,33,13933.4,35,70.3
2556,64,17,25,47494.53,56,77.87
2557,82,20,18,34960.34,25,87.3
2558,1,27,24,22911.14,20,80.85
2559,55,29,27,33472.31,16,96.54
2560,100,4,11,18325.16,81,86.16
2561,8,15,17,79530.95,23,79.19
2562,80,20,42,29467.39,75,74.49
2563,21,7,4,25294.0,52,92.14
2564,32,20,42,93164.98,12,70.13
2565,44,6,13,57406.72,20,81.66
2566,53,28,43,29718.28,21,80.7
2567,22,5,27,9229.45,79,94.39
2568,32,1,4,31089.85,51,77.52
2569,2,18,24,90017.62,29,84.23
2570,100,6,43,89558.38,52,83.77
2571,88,14,14,70951.67,20,91.35
2572,15,14,3,36243.78,65,80.22
2573,77,18,33,99701.3,22,86.5
2574,71,10,43,53086.37,36,75.51
2575,53,6,32,27289.01,80,96.48
2576,13,3,40,17648.2,57,81.26
2577,4,16,41,27805.86,72,74.76
2578,48,15,33,64275.05,32,98.57
2579,64,19,22,81805.65,82,97.95
2580,12,19,7,39759.51,34,83.55
2581,92,16,28,76340.84,12,96.29
2582,7,9,15,44631.65,11,99.17
2583,80,22,33,98549.59,62,70.05
2584,32,2,33,74901.21,22,93.39
2585,69,25,45,55334.11,40,88.06
2586,19,17,18,55917.76,74,87.94
2587,2,21,30,61854.12,55,79.94
2588,33,15,39,13877.33,85,88.07
2589,77,16,30,28822.42,5,76.96
2590,10,28,47,25553.29,19,77.11
2591,55,11,2,54902.32,8,94.94
2592,84,17,39,59418.43,36,70.07
2593,46,13,10,45185.56,66,81.32
2594,55,25,29,89615.82,56,84.02
2595,72,25,37,11113.7,54,84.93
2596,89,6,33,8653.28,34,83.42
2597,5,24,41,17548.18,27,91.82
2598,26,11,15,55743.66,53,80.45
2599,72,1,2,23099.51,23,96.58
2600,23,24,31,50507.7,84,73.64
2601,43,26,29,46057.15,38,95.83
2602,15,7,25,21861.23,87,97.73
2603,40,6,9,39620.0,22,94.95
2604,88,17,12,9348.0,75,74.72
2605,71,13,45,88783.9,66,97.13
2606,42,11,37,24763.49,58,94.04
2607,97,13,3,92850.05,73,84.93
2608,96,12,7,36882.8,65,96.5
2609,53,5,26,47319.03,24,72.66
2610,28,18,47,73179.33,19,82.07
2611,37,10,46,12522.62,6,71.83
2612,10,27,45,68079.67,53,79.06
2613,82,21,32,12038.66,12,99.13
2614,51,26,23,92979.3,53,78.28
2615,8,30,24,73478.09,90,72.84
2616,43,26,46,33281.86,88,72.12
2617,56,29,44,5907.73,18,71.68
2618,45,12,41,94677.81,14,93.54
2619,58,11,34,91655.3,76,99.79
2620,81,11,26,66578.68,62,92.53
2621,77,26,9,15202.76,67,76.58
2622,9,27,10,55566.43,89,90.3
2623,67,28,26,50744.26,16,93.72
2624,55,15,7,82559.24,74,94.79
2625,30,16,36,51279.12,39,78.19
2626,12,9,19,40199.69,87,74.51
2627,44,12,49,45813.69,80,83.07
2628,95,17,9,12296.96,73,92.37
2629,6,4,15,41467.96,76,97.4
2630,96,17,8,70152.59,75,78.85
2631,54,17,49,40167.36,63,95.81
2632,15,18,11,79184.07,77,77.01
2633,100,16,6,21895.28,64,85.79
2634,85,18,27,28284.82,15,86.25
2635,28,21,31,36725.29,68,99.61
2636,64,29,15,50447.87,40,75.27
2637,68,22,27,91831.83,15,82.93
2638,78,3,9,60972.89,58,80.65
2639,24,26,20,24098.54,30,85.48
2640,62,4,30,64027.87,34,76.02
2641,70,14,46,27588.72,63,84.46
2642,61,5,7,49601.68,86,91.32
2643,78,4,29,84866.56,70,84.7
2644,92,15,16,94404.0,35,90.53
2645,4,9,12,41780.87,53,98.29
2646,66,20,30,34869.72,18,87.79
2647,76,5,46,25507.55,5,72.43
2648,62,3,6,73012.9,27,98.29
2649,67,8,33,40861.22,84,93.07
2650,27,11,16,35529.83,27,75.18
2651,21,27,31,99774.98,54,72.0
2652,82,29,39,9183.66,88,84.39
2653,96,8,6,79398.73,75,70.28
2654,36,12,30,8617.4,35,91.21
2655,45,26,41,81720.9,28,74.53
2656,64,4,26,12620.61,52,93.57
2657,28,6,38,92469.44,64,77.3
2658,81,10,42,68868.29,72,96.16
2659,81,22,2,18121.83,51,97.92
2660,85,28,26,63783.56,50,73.49
2661,12,7,46,74104.64,44,70.79
2662,65,26,18,63921.65,8,85.29
2663,20,18,5,26028.63,30,98.32
2664,20,20,14,68598.06,69,81.63
2665,60,2,29,97176.45,38,85.17
2666,67,23,24,86525.28,90,88.3
2667,44,8,16,60736.72,64,99.6
2668,1,26,1,39689.38,32,83.81
2669,84,2,21,6141.99,10,90.7
2670,6,10,32,75100.82,56,70.3
2671,55,20,41,12997.27,12,96.22
2672,43,17,35,50988.84,20,90.72
2673,95,24,45,5884.62,42,89.48
2674,62,21,8,14454.65,54,94.84
2675,40,6,40,7997.52,32,87.67
2676,30,20,27,73687.92,69,97.35
2677,40,7,43,30851.5,79,92.56
2678,9,1,32,40312.57,68,86.59
2679,37,17,8,12772.09,65,93.83
2680,30,16,45,33572.4,79,92.27
2681,74,17,25,24315.17,70,90.43
2682,68,24,34,20934.89,11,97.88
2683,20,6,6,91062.83,15,93.97
2684,42,1,32,79319.39,76,84.93
2685,43,24,18,41520.11,72,83.92
2686,83,21,2,66931.77,37,96.88
2687,81,28,18,44628.62,10,70.45
2688,33,13,2,16136.49,10,92.98
2689,77,3,30,64806.97,47,75.67
2690,20,25,27,80596.97,23,73.96
2691,56,29,18,20925.29,23,99.76
2692,38,24,17,5050.02,14,79.27
2693,47,13,48,72231.34,30,95.67
2694,55,7,8,12265.64,19,84.13
2695,32,25,44,73582.0,52,74.56
2696,55,20,28,53428.96,90,89.68
2697,37,29,28,98695.97,82,77.24
2698,30,9,35,63700.96,48,70.39
2699,36,3,48,15598.6,80,85.59
2700,7,6,17,80845.62,66,89.63
2701,55,24,32,87463.16,66,97.54
2702,88,22,30,22792.69,19,70.03
2703,45,27,33,34098.44,16,81.51
2704,12,16,44,66319.09,84,95.16
2705,89,11,19,23156.77,17,78.45
2706,50,7,50,68459.61,89,86.34
2707,35,26,2,85509.01,73,88.48
2708,81,10,34,13409.32,21,85.3
2709,46,2,47,31848.93,71,94.04
2710,6,25,7,35737.35,27,95.52
2711,54,10,36,74342.05,6,90.16
2712,37,28,6,68836.75,67,87.48
2713,8,9,44,46866.0,25,76.42
2714,4,16,26,88842.54,46,73.52
2715,53,13,4,48076.88,67,94.04
2716,83,29,28,86003.09,63,71.71
2717,74,10,2,10036.06,52,79.83
2718,56,17,40,98560.56,22,79.41
2719,78,25,12,73982.9,14,73.53
2720,91,1,17,91046.3,42,94.84
2721,77,23,13,63065.56,9,77.8
2722,46,13,26,37355.09,19,82.64
2723,57,17,10,41042.36,70,93.34
2724,9,26,14,49398.88,89,95.44
2725,19,8,42,56435.77,34,91.43
2726,14,19,15,76833.25,68,78.04
2727,95,25,42,87815.72,87,93.3
2728,8,15,46,70303.94,64,97.01
2729,89,30,1,75447.34,57,91.18
2730,43,27,15,29792.51,80,72.2
2731,45,18,26,20854.89,5,97.76
2732,72,16,28,76916.88,51,92.18
2733,73,26,31,88617.16,8,86.7
2734,86,11,22,14348.94,85,91.48
2735,33,15,34,15755.65,65,95.08
2736,75,2,22,66295.97,23,78.38
2737,25,9,28,39213.21,83,71.02
2738,42,12,11,84016.77,12,96.45
2739,12,5,7,69146.8,75,97.3
2740,44,2,12,7488.45,35,71.31
2741,96,27,46,43266.78,67,99.83
2742,80,23,28,13566.3,19,86.27
2743,5,3,32,72354.72,59,98.87
2744,55,19,25,43323.76,30,98.25
2745,22,16,38,63208.59,70,88.43
2746,37,10,8,28359.42,18,85.28
2747,93,21,47,32658.22,79,83.27
2748,54,8,25,20725.38,68,73.51
2749,48,29,30,45952.31,66,82.18
2750,34,15,46,31726.85,5,87.27
2751,34,13,33,35247.87,9,79.52
2752,60,28,34,96196.44,30,96.44
2753,49,11,3,79959.28,26,95.39
2754,77,9,21,63095.57,29,95.48
2755,70,18,34,16448.43,54,96.99
2756,34,6,42,78657.34,75,72.93
2757,13,24,47,85095.28,39,93.13
2758,82,23,46,8289.59,85,80.86
2759,77,28,35,37164.75,45,81.34
2760,73,3,13,72647.08,22,89.84
2761,80,6,26,31323.47,13,98.43
2762,32,22,8,41141.92,53,92.61
2763,91,3,28,77723.58,24,75.69
2764,77,27,14,62226.84,10,80.66
2765,20,13,11,75967.9,64,98.55
2766,34,13,1,21420.96,26,99.36
2767,21,29,19,5438.03,61,85.88
2768,74,24,34,37742.65,89,76.77
2769,95,22,29,33573.82,59,94.95
2770,76,8,47,79522.81,60,98.32
2771,59,24,16,61178.37,45,84.88
2772,90,4,4,28503.4,39,93.75
2773,11,3,13,23202.16,87,82.38
2774,20,12,3,57669.88,26,70.54
2775,27,3,19,23535.94,63,84.55
2776,14,10,17,59288.87,62,99.69
2777,32,22,28,9818.97,29,88.01
2778,85,30,22,53871.56,90,83.9
2779,52,8,20,53016.8,70,77.04
2780,6,19,6,13691.8,29,99.87
2781,19,16,34,20852.66,57,75.27
2782,63,18,31,24568.99,67,79.09
2783,82,3,28,38532.51,72,73.71
2784,78,1,49,94843.46,79,94.85
2785,44,28,32,52169.26,25,73.48
2786,79,5,10,28798.54,41,83.61
2787,77,2,38,10631.75,15,71.69
2788,75,2,41,20884.67,28,72.09
2789,70,25,26,69365.61,88,70.06
2790,76,23,36,94119.57,84,92.96
2791,21,23,6,57381.37,8,85.62
2792,1,30,42,19225.14,47,97.47
2793,1,3,7,7384.31,40,93.09
2794,26,18,18,57482.26,19,88.93
2795,68,25,45,32392.09,43,79.66
2796,23,13,15,99037.42,87,71.11
2797,15,7,48,22312.63,53,81.33
2798,96,10,42,56252.69,72,72.93
2799,52,18,20,51210.8,78,73.37
2800,93,29,7,72578.43,28,87.35
2801,15,29,30,96293.5,55,70.68
2802,53,20,5,9886.97,9,76.81
2803,38,26,39,77013.7,32,76.97
2804,93,12,39,47802.62,78,88.46
2805,43,8,32,81046.89,7,80.68
2806,81,17,45,70133.57,70,96.35
2807,91,26,19,31147.13,9,82.59
2808,61,20,29,23826.66,35,74.33
2809,70,30,15,76504.12,57,99.54
2810,8,29,25,61845.42,28,89.31
2811,68,4,24,20396.01,72,95.65
2812,29,3,41,72589.79,7,79.92
2813,36,12,13,30928.08,11,80.66
2814,90,21,47,79297.26,82,72.39
2815,63,8,33,74741.68,74,98.15
2816,22,19,6,6650.86,27,73.62
2817,87,15,4,47713.46,29,94.58
2818,54,26,1,28603.56,63,73.92
2819,23,3,1,69565.26,77,90.5
2820,82,18,10,56215.82,62,90.79
2821,93,22,35,56837.06,84,81.85
2822,95,8,23,43548.62,51,97.85
2823,3,23,31,46366.52,24,91.29
2824,14,4,16,12423.38,11,78.08
2825,58,22,48,93526.57,56,88.59
2826,68,28,23,25628.97,18,74.0
2827,68,28,16,45483.52,21,99.26
2828,21,1,35,68525.53,89,82.07
2829,64,1,40,78072.97,85,84.9
2830,93,22,19,92910.71,26,88.73
2831,47,11,28,11033.47,86,76.12
2832,47,24,30,16825.48,58,92.22
2833,22,8,21,30036.91,70,94.46
2834,45,4,6,25268.88,41,88.36
2835,82,1,37,58447.96,77,86.83
2836,49,21,29,97808.19,74,97.29
2837,74,10,29,63527.9,47,97.13
2838,79,30,47,86396.95,55,96.85
2839,36,29,48,13118.04,45,77.46
2840,67,18,6,53536.57,69,87.34
2841,75,9,32,50751.08,84,84.92
2842,49,20,34,43277.63,42,91.96
2843,67,25,10,21700.8,11,78.87
2844,29,1,14,7436.36,10,90.31
2845,95,6,28,93034.33,25,88.44
2846,77,27,43,27796.98,57,91.07
2847,52,7,7,61999.33,49,99.41
2848,66,27,30,28255.45,38,89.22
2849,54,10,2,60741.16,35,75.37
2850,65,9,14,81195.35,21,94.02
2851,24,18,17,80123.55,80,96.79
2852,97,14,35,17965.56,76,95.52
2853,59,10,25,30823.0,27,98.66
2854,76,22,36,98136.95,85,74.9
2855,9,19,23,19103.4,5,92.5
2856,13,7,35,71049.91,73,84.26
2857,39,18,29,25667.87,31,75.58
2858,1,20,50,74258.34,67,80.3
2859,80,10,33,86744.61,51,70.65
2860,96,5,26,8297.66,40,93.7
2861,55,3,12,25450.17,15,72.88
2862,89,15,44,15643.41,62,77.32
2863,66,15,9,9014.99,74,94.98
2864,43,29,44,21027.93,81,82.37
2865,68,14,31,41818.8,16,74.91
2866,75,26,50,75279.26,40,78.1
2867,49,14,4,44624.45,69,86.32
2868,8,13,49,34857.65,10,71.92
2869,89,26,34,23569.99,55,85.48
2870,10,14,43,30147.95,43,98.68
2871,24,2,36,87089.29,73,74.11
2872,64,17,16,95554.56,10,76.75
2873,51,6,11,60951.55,51,82.96
2874,88,15,49,21667.46,87,99.17
2875,60,11,39,11322.8,74,91.89
2876,72,24,49,29355.76,67,78.91
2877,87,27,26,29358.65,56,99.45
2878,94,1,7,86702.86,12,70.41
2879,64,17,49,49261.54,27,74.22
2880,30,22,45,93997.77,26,83.78
2881,37,22,19,72242.12,66,88.88
2882,19,15,8,60502.11,6,74.97
2883,19,7,14,43396.71,88,90.12
2884,91,30,17,82945.37,45,93.34
2885,42,15,30,83603.04,48,89.02
2886,17,4,16,89982.06,15,97.58
2887,26,19,33,72479.61,78,88.55
2888,35,27,27,41685.77,86,89.59
2889,38,5,35,15907.1,86,99.2
2890,44,22,18,73877.94,73,79.86
2891,38,27,23,75179.82,89,87.28
2892,10,8,46,25953.35,85,70.94
2893,59,25,45,6140.93,67,89.79
2894,69,1,23,22152.62,76,87.13
2895,46,7,44,46143.64,65,76.27
2896,33,27,3,16225.84,64,93.49
2897,71,17,49,17431.59,30,99.95
2898,89,24,36,90342.86,5,82.45
2899,78,25,5,41663.28,55,74.78
2900,86,2,12,85568.73,45,95.71
2901,41,15,30,65126.1,55,70.07
2902,91,1,7,98315.89,87,91.19
2903,47,26,43,50335.56,85,92.41
2904,89,20,31,47501.19,26,76.56
2905,50,9,40,69634.08,76,84.4
2906,9,2,41,37515.4,44,72.14
2907,98,12,3,79570.49,60,74.29
2908,17,22,24,19526.66,7,85.87
2909,83,29,33,87541.01,82,80.11
2910,89,24,32,80475.12,30,80.23
2911,9,18,31,68845.36,65,84.74
2912,15,26,27,22049.97,66,92.22
2913,85,20,5,91310.54,50,85.05
2914,23,9,13,67344.01,7,79.59
2915,66,12,12,99257.79,58,79.09
2916,27,28,47,80794.56,77,90.56
2917,17,24,4,98915.58,38,80.56
2918,91,2,7,53659.45,5,96.09
2919,98,17,3,46172.24,39,94.77
2920,81,11,42,62042.35,26,97.26
2921,20,1,49,79942.45,75,74.7
2922,64,13,3,85395.31,21,73.12
2923,45,1,28,56980.93,27,80.59
2924,58,8,27,74195.46,30,78.6
2925,69,3,8,81045.02,13,93.08
2926,53,25,33,65252.35,62,76.73
2927,57,4,50,51091.33,34,83.86
2928,42,18,2,69791.56,46,78.7
2929,62,26,50,15542.4,26,88.21
2930,11,18,47,71269.65,8,98.12
2931,90,12,28,9170.48,65,77.94
2932,20,18,22,72621.61,31,85.75
2933,76,12,7,22134.91,61,81.45
2934,81,22,24,80640.43,54,87.07
2935,40,23,25,31755.03,70,99.66
2936,24,17,36,64295.95,12,88.97
2937,24,29,28,93895.51,26,74.01
2938,37,29,24,82738.12,12,84.61
2939,91,24,15,93467.43,13,94.67
2940,8,30,46,89605.31,18,94.36
2941,81,14,40,74518.14,80,74.66
2942,25,18,39,13004.19,40,87.88
2943,87,8,28,50669.18,65,82.61
2944,63,22,44,65662.96,63,98.93
2945,95,19,48,70560.36,57,86.22
2946,53,5,12,31399.08,90,94.85
2947,88,17,18,20532.07,32,84.27
2948,37,15,24,75971.46,36,71.3
2949,33,20,25,14766.22,11,85.87
2950,47,10,7,29563.17,43,78.73
2951,29,18,32,58471.67,60,96.05
2952,23,14,33,64633.59,56,95.38
2953,83,12,13,59954.56,83,95.96
2954,18,26,44,39512.1,79,70.19
2955,16,17,14,90041.92,42,93.1
2956,47,8,1,26521.08,15,92.78
2957,57,17,50,14961.15,13,94.75
2958,28,17,8,84616.66,45,90.28
2959,2,6,25,22702.78,35,81.28
2960,25,20,28,42306.41,69,78.38
2961,56,14,28,51054.65,33,71.63
2962,28,7,33,19924.17,80,92.57
2963,73,17,9,73667.94,6,75.01
2964,35,3,47,61649.4,23,83.9
2965,55,29,10,83936.08,88,96.66
2966,26,23,25,57616.0,60,89.15
2967,66,12,43,27268.31,25,77.04
2968,49,29,2,59592.91,59,76.69
2969,62,27,15,22312.61,41,92.61
2970,15,4,13,7676.1,27,96.72
2971,35,1,4,30890.05,54,91.99
2972,16,10,7,57958.39,77,95.99
2973,40,15,17,33366.53,73,84.31
2974,6,27,16,67275.91,45,95.26
2975,27,15,29,50005.57,87,94.33
2976,44,9,20,10850.69,22,86.23
2977,11,14,38,85816.62,8,71.38
2978,13,17,6,40610.67,37,99.01
2979,66,17,18,82305.04,84,99.6
2980,11,12,50,56080.05,68,91.65
2981,23,27,30,46610.33,80,70.46
2982,67,20,19,7610.73,69,95.7
2983,5,21,15,74411.34,17,96.42
2984,70,6,46,79539.98,45,75.55
2985,85,1,25,52935.78,82,95.29
2986,85,11,50,10757.64,35,95.88
2987,59,19,47,31642.62,86,82.8
2988,31,23,12,76845.84,38,73.67
2989,12,8,34,46369.71,78,73.24
2990,8,21,47,40376.48,28,84.29
2991,89,28,13,42785.36,52,84.54
2992,42,1,22,64371.7,61,93.81
2993,48,24,28,35366.25,46,77.6
2994,35,8,35,73967.91,32,82.43
2995,91,28,22,52717.55,85,86.98
2996,60,2,18,27542.53,14,81.32
2997,41,27,40,16252.84,11,83.87
2998,60,4,12,87443.85,63,77.2
2999,25,23,26,81952.89,51,78.55
3000,7,10,22,61222.09,20,85.69
3001,68,8,33,38448.96,23,83.04
3002,10,20,11,16155.76,65,82.44
3003,6,27,48,39517.11,49,75.47
3004,100,29,37,60578.84,19,90.02
3005,66,17,12,66663.15,72,90.86
3006,63,2,30,28745.55,74,77.79
3007,90,20,23,10752.98,5,88.97
3008,83,24,15,29492.11,28,97.42
3009,100,12,46,92465.3,51,79.17
3010,46,25,36,5594.78,56,87.77
3011,35,20,13,74488.5,50,92.14
3012,62,3,49,58128.13,86,74.79
3013,58,8,32,84309.95,15,78.9
3014,90,5,40,56235.31,44,97.44
3015,1,26,15,41132.79,70,87.64
3016,53,13,12,69528.13,86,74.1
3017,8,15,9,39981.88,74,75.36
3018,81,2,9,47323.72,41,80.23
3019,22,20,10,81946.31,65,78.26
3020,30,30,13,99332.46,11,91.13
3021,22,6,40,63768.58,7,87.18
3022,82,13,3,31802.48,12,91.35
3023,84,5,15,57086.72,23,77.35
3024,38,2,18,29040.3,73,95.75
3025,29,5,26,75094.71,88,82.22
3026,31,5,33,19301.8,90,70.52
3027,87,8,2,11356.93,58,95.54
3028,52,29,21,64151.08,56,81.27
3029,47,1,18,32151.53,45,94.21
3030,18,3,30,26522.54,57,78.32
3031,60,5,40,39275.8,17,77.31
3032,5,20,25,6799.79,12,72.4
3033,3,18,34,37022.24,17,73.84
3034,19,21,44,18420.29,79,88.16
3035,94,13,28,37048.75,7,76.76
3036,62,26,32,23393.33,64,78.42
3037,93,23,39,26130.66,5,88.67
3038,5,3,23,18704.73,79,86.51
3039,82,23,25,80617.24,80,98.34
3040,55,6,11,26589.26,19,74.25
3041,27,27,4,69818.18,46,75.94
3042,33,20,39,55571.27,31,75.49
3043,42,9,13,97511.92,60,95.78
3044,94,9,50,87012.27,8,99.64
3045,23,8,40,71748.0,66,72.15
3046,19,10,20,29041.1,40,83.64
3047,20,24,43,43721.4,5,89.21
3048,18,5,13,49668.58,50,72.14
3049,14,8,50,85967.76,30,84.73
3050,83,3,16,41023.75,70,82.72
3051,43,19,9,70221.55,28,78.59
3052,3,30,9,89053.51,36,82.89
3053,97,14,21,6784.1,30,76.97
3054,44,6,40,40949.24,74,70.21
3055,70,22,15,94305.21,10,87.65
3056,73,14,11,25955.98,73,72.95
3057,50,29,27,11201.17,5,95.39
3058,46,2,30,64530.97,54,82.95
3059,93,1,30,10471.83,35,90.81
3060,4,10,10,80318.49,52,85.34
3061,59,3,42,71663.76,61,79.23
3062,54,15,10,63408.56,28,91.57
3063,19,7,26,73066.48,84,89.42
3064,56,20,24,7294.27,79,77.38
3065,27,24,47,83863.88,49,91.59
3066,83,16,17,50404.11,12,86.3
3067,61,1,13,29580.87,86,93.02
3068,37,25,6,53230.39,36,97.6
3069,34,2,21,75640.69,77,99.18
3070,40,6,48,92980.5,26,78.15
3071,32,20,11,16806.11,40,81.92
3072,49,10,8,49014.76,62,88.57
3073,35,19,35,16283.45,74,75.74
3074,96,20,33,60294.77,46,78.99
3075,79,17,41,67273.31,44,99.05
3076,10,27,4,37134.36,25,99.03
3077,40,19,42,48113.08,86,92.94
3078,22,24,12,87019.1,36,90.35
3079,81,20,19,24712.85,73,86.0
3080,48,17,17,80408.45,5,72.92
3081,60,22,26,13948.58,86,84.65
3082,4,13,44,70895.45,55,98.03
3083,40,20,48,66399.47,76,98.55
3084,39,10,1,73899.91,64,85.25
3085,56,5,2,17800.05,90,94.98
3086,93,19,42,87065.44,5,98.02
3087,87,22,27,97310.78,17,75.71
3088,68,12,43,14380.87,83,78.53
3089,60,15,44,11063.57,9,81.57
3090,38,29,34,29617.39,49,96.47
3091,94,22,40,45323.34,40,80.75
3092,48,10,42,67909.25,41,79.65
3093,79,29,29,26785.2,34,72.95
3094,58,30,9,19014.33,30,91.46
3095,29,23,47,99609.5,18,74.34
3096,79,1,34,17977.13,85,77.05
3097,60,6,38,13481.14,51,73.87
3098,31,17,14,12071.49,56,84.08
3099,73,24,32,85770.14,71,76.15
3100,65,8,7,45380.49,32,91.63
3101,71,20,35,64748.98,78,99.32
3102,31,10,29,10748.76,55,94.26
3103,18,26,34,90079.16,43,82.08
3104,19,15,10,53761.39,7,93.72
3105,1,26,30,62254.11,28,95.4
3106,45,24,16,75640.82,7,95.47
3107,85,2,32,76150.93,22,91.08
3108,11,12,45,80957.69,29,75.5
3109,46,30,16,58891.46,30,86.58
3110,68,12,32,61350.38,28,80.62
3111,26,19,8,31355.31,73,70.86
3112,20,15,44,95342.12,71,76.26
3113,82,4,49,65426.69,84,87.05
3114,99,23,13,56293.9,23,91.44
3115,71,3,23,78485.81,88,85.46
3116,86,16,23,91178.18,55,74.52
3117,88,11,18,97036.78,81,97.56
3118,74,18,3,16867.21,19,85.45
3119,53,10,47,16285.62,29,89.39
3120,17,24,24,29114.55,13,99.6
3121,1,5,36,97115.73,14,71.88
3122,21,15,33,94022.88,59,92.57
3123,5,18,37,60345.79,86,97.21
3124,85,23,30,33300.04,86,75.41
3125,80,7,11,94990.28,47,93.59
3126,97,2,1,66076.76,89,98.29
3127,72,17,24,43088.81,49,82.31
3128,71,7,46,73786.14,29,73.44
3129,45,24,6,59435.69,79,90.55
3130,82,15,9,6212.05,80,93.79
3131,61,6,32,82963.43,26,91.59
3132,77,13,38,91901.1,64,72.43
3133,8,3,4,10535.22,22,85.7
3134,91,29,23,81220.37,31,93.38
3135,24,30,45,17747.7,76,80.42
3136,12,19,41,7803.04,36,75.65
3137,42,28,25,52060.4,72,94.08
3138,93,22,16,40015.39,68,78.44
3139,31,15,8,84385.25,47,83.04
3140,84,2,15,57896.81,54,92.5
3141,99,26,19,40998.9,28,73.48
3142,2,10,34,9955.31,19,75.17
3143,78,18,34,35884.04,84,85.76
3144,26,22,38,99740.24,86,85.93
3145,31,30,47,73047.5,82,86.18
3146,65,2,19,21240.28,35,71.53
3147,19,6,32,54146.91,34,78.29
3148,31,28,14,56323.88,67,71.2
3149,48,7,28,83001.85,43,98.46
3150,71,16,19,35892.64,16,73.6
3151,21,22,3,17961.72,17,74.36
3152,97,6,14,86430.13,51,79.51
3153,4,8,23,71634.78,10,78.9
3154,93,24,28,87438.71,29,98.15
3155,64,23,49,64034.18,18,82.4
3156,76,3,48,51160.59,22,91.73
3157,98,4,3,19645.29,41,75.01
3158,83,2,12,57016.26,20,98.58
3159,100,28,44,35802.56,50,83.06
3160,99,27,10,20503.83,44,80.83
3161,15,16,34,58897.62,31,79.94
