Audience_id,Date_id,Canal_id,Plateforme_id,campagne_id,Nb_visiteurs_uniques,Nb_pages_vues,Taux_rebond,Nb_abonnes_reseaux_sociaux,Taux_interaction_RS,Nb_abandons_lecture,Duree_session
2484,17,5,3,9,100,14817,75.43,904,2.76,266,4.26
2485,16,1,5,2,2579,12962,82.23,3388,5.16,166,9.09
2486,73,5,4,1,1862,17147,63.92,605,2.03,484,9.99
2487,21,1,2,3,8289,6062,26.34,2444,2.48,477,7.64
2488,28,2,4,5,9086,3910,73.04,1503,7.86,19,2.33
2489,60,4,2,5,8889,1956,54.49,2552,9.9,158,6.02
2490,88,5,3,3,9594,5648,43.95,187,2.39,251,9.08
2491,10,1,4,9,4014,5093,48.29,2778,6.55,20,2.97
2492,10,4,3,10,6739,8016,50.69,3214,2.65,111,7.08
2493,4,5,1,10,9740,18562,71.64,1083,9.92,250,8.08
2494,37,4,3,10,1005,9022,35.04,3664,1.66,346,6.34
2495,73,3,4,8,9422,1904,65.11,971,6.87,264,0.58
2496,89,3,2,3,7535,7934,44.27,4466,8.42,447,6.41
2497,87,5,1,10,4968,19311,39.77,2946,5.82,230,4.02
2498,48,5,3,2,6341,5499,85.64,1936,8.78,186,8.08
2499,22,2,3,9,8841,3679,71.36,1885,1.21,194,3.41
2500,85,4,1,1,9656,4797,29.45,2560,2.86,483,3.67
2501,63,3,2,6,8339,19939,38.63,2353,7.87,189,2.44
2502,19,2,2,6,1854,16844,40.56,663,5.79,332,4.75
2503,13,5,3,4,2117,19439,15.21,3563,5.67,486,3.92
2504,25,3,5,5,4954,4851,37.17,655,9.71,190,7.88
2505,83,2,5,1,6334,19837,77.58,4535,3.62,205,3.82
2506,43,2,3,2,5546,4359,31.28,2009,3.89,128,8.94
2507,43,2,5,9,134,5572,21.62,1199,0.57,405,2.8
2508,46,4,1,5,8896,3174,57.18,1944,1.62,401,4.69
2509,90,5,3,2,8068,16058,75.04,2900,8.08,183,8.37
2510,93,3,3,5,262,947,39.58,1817,4.69,213,3.43
2511,98,5,4,10,8883,5341,84.53,633,8.03,283,7.64
2512,52,3,3,6,6218,9825,73.94,3249,4.16,154,9.36
2513,21,1,2,3,2634,19943,81.01,2775,9.3,495,5.08
2514,73,5,3,8,9321,13535,12.85,4778,4.31,474,6.41
2515,21,5,5,1,1549,12469,85.02,4335,9.69,4,4.3
2516,78,4,4,4,6377,18525,34.29,1240,2.25,231,3.38
2517,72,1,2,9,7104,14861,47.86,4697,6.79,221,3.04
2518,78,2,2,5,669,10723,40.17,4473,0.47,32,6.3
2519,66,5,5,1,354,3279,36.9,3656,1.04,466,3.52
2520,63,4,5,7,7690,11994,13.89,171,2.1,290,8.9
2521,8,3,5,9,6987,10067,75.65,53,7.89,490,9.11
2522,68,1,3,2,7688,19542,66.59,4058,7.32,274,9.92
2523,83,1,5,10,2234,4440,71.76,4105,2.16,386,1.77
2524,32,2,3,5,968,17708,71.01,3068,5.6,452,9.98
2525,98,1,5,7,5000,18922,65.8,4065,4.45,193,2.79
2526,18,1,4,4,6859,18230,83.71,3338,1.92,235,0.78
2527,48,5,1,2,4021,17583,46.86,851,0.69,145,6.99
2528,10,5,2,3,4917,19855,23.83,4720,8.72,50,3.53
2529,49,5,3,9,4740,14247,39.5,1615,1.55,113,1.83
2530,21,5,4,4,9003,13943,64.33,1452,1.13,150,9.1
2531,24,1,1,2,7255,201,43.98,3427,4.93,100,8.35
2532,65,3,4,1,5388,14599,34.8,2664,1.59,340,4.92
2533,56,1,4,2,6613,14314,66.7,4867,7.27,201,5.4
2534,27,3,1,10,5468,1537,65.0,3503,4.15,184,5.19
2535,8,4,1,4,9360,18220,56.21,1211,2.85,498,9.44
2536,2,1,4,8,4309,18246,66.73,3185,5.1,312,5.19
2537,95,1,2,10,2706,10552,57.75,3740,3.04,255,7.14
2538,48,3,1,1,3994,10344,10.54,4830,5.12,161,9.62
2539,85,1,4,10,1308,10861,17.12,3981,2.58,483,0.93
2540,62,3,3,2,6591,5859,67.95,282,0.62,134,4.08
2541,81,4,1,7,9924,4056,38.64,3380,3.44,151,7.64
2542,43,4,1,7,7644,5220,64.85,3003,5.0,155,7.16
2543,71,5,4,3,6025,15079,73.18,2361,0.75,148,3.29
2544,56,2,2,6,5708,5912,18.32,392,6.68,290,4.01
2545,85,5,1,9,1357,19977,54.78,4620,9.29,295,0.81
2546,5,4,5,7,4365,7613,86.53,2680,3.01,419,5.5
2547,90,4,1,7,233,15863,30.97,4065,9.45,220,4.24
2548,94,5,2,8,1387,9258,69.06,1771,7.33,17,2.39
2549,90,1,1,9,2430,4997,84.03,4536,2.36,347,7.9
2550,32,4,3,9,2043,5595,42.73,1032,0.45,368,1.39
2551,33,2,4,1,476,15527,75.02,1380,1.85,382,7.23
2552,49,3,1,4,4743,15661,65.88,4311,8.47,112,3.34
2553,78,3,3,2,3352,10304,69.52,1922,6.61,38,1.52
2554,44,2,2,7,7386,11130,30.04,2962,7.19,100,4.07
2555,71,1,5,9,3440,17604,48.99,2588,1.88,500,1.94
2556,95,3,3,1,8153,7270,72.43,2881,2.67,335,8.25
2557,71,2,1,8,6945,19474,23.45,4287,4.03,473,1.11
2558,8,1,4,1,2509,8917,26.32,3062,5.82,112,3.61
2559,62,1,3,3,7398,5035,32.56,2199,1.13,89,3.63
2560,68,2,3,5,7403,4371,19.22,3914,4.1,363,4.44
2561,91,1,5,1,8376,3399,89.62,1018,2.01,119,6.41
2562,47,3,4,8,2607,6061,40.12,2297,3.78,44,7.89
2563,37,5,3,4,7570,1474,26.97,2459,1.55,469,1.21
2564,71,1,3,6,6090,15595,30.84,4555,9.8,350,6.56
2565,40,4,3,9,202,19354,75.29,2505,6.36,350,3.7
2566,5,4,5,9,5597,12808,48.45,724,0.14,260,6.18
2567,11,4,5,5,5505,5995,40.47,2167,6.46,95,2.43
2568,91,4,1,5,838,8369,37.92,4792,3.55,468,6.51
2569,63,2,4,2,3321,3413,84.17,4356,8.05,8,6.85
2570,47,3,2,2,450,5541,59.11,1798,8.73,224,0.88
2571,30,5,3,4,6951,1388,36.78,2971,0.87,237,4.71
2572,17,4,1,6,2985,1776,36.23,4405,4.31,353,7.51
2573,35,1,3,2,4659,16880,29.85,1471,2.21,360,4.26
2574,95,1,3,4,996,7442,88.64,2913,3.73,113,7.58
2575,37,2,1,6,810,7428,57.53,116,4.86,202,2.7
2576,9,5,3,4,9137,11195,46.88,889,7.69,187,5.6
2577,94,1,1,7,1091,13830,89.32,1306,1.68,383,3.6
2578,59,5,2,2,1257,13732,26.17,4703,2.68,448,5.26
2579,38,4,1,3,5964,314,71.89,3907,4.32,213,4.05
2580,23,2,4,10,7049,12181,12.91,3372,4.98,451,5.47
2581,3,3,3,9,8904,12649,85.96,3626,1.71,6,4.15
2582,14,2,4,9,2428,19302,21.3,987,6.05,41,8.27
2583,86,1,2,2,852,7990,15.51,4777,2.39,35,1.39
2584,20,3,4,10,7807,9796,52.79,1250,7.22,306,1.42
2585,97,3,3,5,9307,17173,21.94,2580,7.31,271,6.86
2586,7,5,4,5,4376,19346,41.49,4980,3.21,118,0.66
2587,88,2,2,4,5624,18449,54.69,3371,9.33,232,5.93
2588,43,4,3,9,8254,713,36.37,2922,3.06,412,0.8
2589,12,1,5,9,6866,618,11.08,3796,6.72,48,4.63
2590,27,2,4,3,2848,17977,74.68,1713,6.62,277,7.05
2591,60,5,1,7,908,4263,16.01,3038,1.35,165,7.72
2592,94,3,1,10,7116,16106,17.27,1156,0.25,180,5.58
2593,36,2,1,8,7537,10804,50.81,3488,5.56,296,9.97
2594,88,4,2,3,1190,5009,33.55,1354,5.09,260,5.84
2595,54,4,3,8,8862,15690,51.62,2072,5.1,65,9.87
2596,45,3,4,6,2671,3268,36.28,1697,6.91,300,9.38
2597,70,2,4,6,4783,17532,80.76,3180,0.37,462,1.94
2598,5,4,2,7,3332,9386,40.36,529,9.09,26,2.18
2599,45,1,2,5,9349,12789,58.57,1155,9.17,74,2.77
2600,100,2,1,3,6291,6905,84.51,1278,5.63,324,8.15
2601,77,5,5,1,796,9042,29.06,2361,8.45,407,4.75
2602,63,2,1,7,304,6851,10.59,3162,7.08,167,4.84
2603,86,4,4,1,5467,3905,88.72,2753,9.56,158,2.12
2604,66,4,4,9,6408,18542,46.36,2399,5.1,118,9.14
2605,33,4,4,6,9499,16247,28.96,96,6.55,320,8.83
2606,6,3,5,1,909,3018,14.02,2159,1.93,57,9.49
2607,71,2,5,5,1096,10424,47.74,170,6.76,454,3.0
2608,55,5,3,2,9523,9568,76.42,2623,8.19,375,7.58
2609,2,1,1,10,1241,1058,30.03,4365,8.12,82,0.99
2610,13,5,5,8,8095,6969,56.63,3288,1.81,131,8.93
2611,70,4,5,2,2702,14071,19.56,2612,3.52,454,5.06
2612,65,4,5,5,972,2453,33.65,4036,2.84,149,2.18
2613,53,1,2,3,8595,8384,87.74,3519,2.6,125,4.42
2614,81,3,2,1,530,10586,14.06,2451,8.54,205,1.23
2615,97,5,3,2,6801,16351,84.86,4884,7.0,55,3.9
2616,75,1,5,3,3589,9775,54.72,3121,8.74,363,2.72
2617,44,2,4,5,9875,1490,70.51,322,3.11,480,9.47
2618,65,2,2,6,873,6040,24.05,4352,2.3,253,6.61
2619,12,3,2,4,9684,13626,44.91,1051,8.62,323,1.23
2620,92,2,2,2,8166,11686,81.9,2241,9.37,84,5.92
2621,4,2,1,6,4713,10049,57.31,2923,8.7,340,2.23
2622,26,1,3,5,4725,5624,70.32,3824,9.72,359,5.52
2623,22,4,1,4,9726,18314,57.03,4241,7.55,90,7.59
2624,88,4,2,5,4090,11053,75.55,345,6.42,46,4.74
2625,49,1,4,9,910,11280,65.27,1828,4.74,446,5.08
2626,12,1,1,2,1700,4673,85.48,2546,9.76,73,7.43
2627,86,1,5,3,3715,8095,23.71,1804,0.95,497,7.31
2628,91,5,1,3,1596,4963,37.9,738,6.69,48,1.32
2629,31,3,3,8,8380,18259,32.2,1026,6.03,370,0.6
2630,95,5,5,1,6531,2253,26.63,3823,7.95,164,4.19
2631,42,2,5,1,602,12864,84.1,2332,7.06,167,6.28
2632,7,3,1,1,4702,11695,66.12,4422,8.55,310,7.36
2633,69,5,1,4,1915,1290,30.21,3696,8.97,80,8.61
2634,91,3,1,8,3687,8506,48.24,2287,2.09,345,4.79
2635,28,1,2,8,7033,5800,19.78,4413,9.02,288,5.56
2636,90,1,5,1,6194,11544,35.79,2018,4.37,357,8.96
2637,60,4,1,2,3474,6469,55.22,636,0.55,331,8.93
2638,86,1,3,6,9120,3864,69.36,3026,9.55,131,9.38
2639,53,3,3,10,9147,13250,27.1,4608,4.33,394,4.25
2640,96,1,1,3,9154,2910,17.42,3762,5.19,395,0.87
2641,16,2,1,9,5727,19056,29.98,4717,6.31,376,3.46
2642,81,2,5,4,5639,10901,20.47,442,1.86,428,9.18
2643,82,3,4,8,3534,7264,56.5,435,0.62,183,3.61
2644,14,4,2,4,688,7164,24.83,4604,9.52,30,1.43
2645,47,4,4,10,1769,5580,82.24,4118,3.69,215,4.42
2646,91,3,1,2,8664,3620,11.4,3876,8.81,491,9.31
2647,66,4,1,8,819,14326,45.46,3996,2.06,121,6.78
2648,73,4,1,10,6654,16517,49.2,2668,9.9,299,7.44
2649,41,5,5,1,7052,9708,27.4,4793,6.65,369,4.8
2650,38,5,1,5,5908,17561,79.56,3007,4.51,448,6.55
2651,59,3,2,3,3728,599,52.43,1806,8.38,294,8.37
2652,32,5,1,8,7134,7935,54.23,3392,1.94,297,7.43
2653,35,5,2,5,3462,2916,73.05,1174,0.58,291,8.02
2654,97,1,5,10,335,6068,61.61,3400,6.67,181,1.58
2655,21,5,1,9,1558,17786,58.19,3689,4.52,383,6.28
2656,32,3,3,1,8724,3656,11.04,3979,3.37,293,8.4
2657,12,2,5,6,8896,10514,47.97,2104,2.27,16,2.84
2658,92,5,2,7,5444,17532,87.82,1628,2.99,268,6.32
2659,3,5,1,8,7047,14737,33.84,864,7.13,105,2.25
2660,7,3,1,6,9932,16322,45.2,3239,5.38,116,9.49
2661,9,3,4,3,3889,1982,36.6,3943,6.27,238,8.6
2662,77,4,2,10,6570,896,84.22,3315,4.99,298,6.86
2663,93,1,5,3,6701,12965,71.45,166,3.57,2,1.03
2664,48,5,2,8,8281,19480,40.38,3714,1.61,345,3.45
2665,54,2,4,10,7311,3470,61.89,2739,5.52,449,4.39
2666,66,4,4,1,979,11732,68.6,1408,3.16,495,5.75
2667,98,4,4,10,7756,5914,38.6,3723,9.0,124,9.89
2668,76,5,4,9,2867,7154,75.71,1653,6.73,57,4.21
2669,12,5,1,9,1209,11283,48.39,4196,2.63,395,0.8
2670,27,5,4,8,3051,14339,36.45,1861,8.31,309,1.23
2671,34,1,1,1,9462,2955,58.98,2258,7.43,336,3.6
2672,6,1,4,10,5140,19570,74.89,1226,0.64,349,9.22
2673,41,2,2,8,9585,4341,75.53,16,7.05,3,8.43
2674,11,1,5,7,7666,5663,26.5,3467,1.96,126,9.92
2675,20,1,5,10,1258,6084,27.71,3385,9.87,103,5.52
2676,37,1,1,3,5894,13209,41.53,4012,3.73,407,4.46
2677,10,3,5,6,297,12460,52.09,649,3.96,277,6.17
2678,82,4,3,9,1259,12667,18.64,2854,2.97,367,6.72
2679,72,4,5,7,241,5123,89.78,622,5.0,311,8.42
2680,82,3,5,5,1932,6152,62.04,1664,8.46,140,6.8
2681,61,5,4,10,986,18219,59.84,3056,5.7,34,3.19
2682,69,1,3,2,7215,15225,69.52,4372,0.01,99,9.98
2683,90,1,5,4,3646,10658,48.29,1097,8.87,64,1.35
2684,51,1,4,6,4436,7100,64.19,1861,2.8,396,5.29
2685,9,5,2,3,9886,13558,69.24,1275,9.31,485,4.68
2686,61,1,3,6,2303,15386,31.74,2760,5.8,457,6.65
2687,19,3,4,1,4478,3007,38.88,1995,3.5,344,4.98
2688,28,4,5,1,9726,11068,27.35,1875,5.55,127,3.78
2689,52,4,4,4,4402,9661,19.81,4788,9.79,197,7.72
2690,43,3,4,8,3555,4760,73.06,824,7.89,355,9.66
2691,76,4,1,1,3408,3904,11.48,1951,7.47,131,5.68
2692,44,5,5,4,4929,5687,21.57,2826,0.72,398,6.31
2693,72,4,3,5,8736,16904,13.3,4163,6.22,160,0.73
2694,4,2,3,3,3877,14918,56.96,2214,1.49,348,1.62
2695,54,4,2,2,1247,11874,14.92,2298,3.08,89,5.52
2696,25,2,4,4,4818,19059,59.37,406,3.05,213,9.89
2697,70,1,1,8,1876,8442,85.59,2345,9.47,132,5.5
2698,48,4,4,1,1775,19268,49.66,3491,6.81,136,6.58
2699,85,5,3,3,2083,3150,51.91,1773,8.41,306,4.31
2700,61,2,5,5,706,10134,80.51,2432,9.98,430,8.5
2701,58,5,5,7,1032,9161,70.54,3220,5.17,52,0.96
2702,95,4,5,5,765,1870,64.28,927,4.7,279,7.39
2703,46,5,4,4,2791,11127,70.63,3571,4.99,277,1.85
2704,44,1,2,6,3325,1677,59.83,4488,4.49,45,6.59
2705,99,4,5,2,8768,16040,56.29,3634,3.2,13,2.49
2706,82,5,3,9,7966,18154,58.41,305,1.55,469,3.01
2707,21,5,5,6,412,5988,69.95,573,9.33,235,4.42
2708,75,2,5,7,3819,8848,19.63,4793,5.18,481,5.97
2709,12,1,3,3,4781,12475,64.6,2058,5.19,284,0.68
2710,92,1,4,3,403,11834,63.49,1278,5.17,11,4.11
2711,85,5,5,7,1443,14619,33.55,2240,3.53,60,9.14
2712,31,2,4,10,5794,17506,67.21,3665,5.68,304,0.98
2713,79,5,3,8,1605,13132,51.89,82,2.45,125,1.6
2714,99,4,3,2,8661,13173,30.21,4337,2.92,15,4.76
2715,50,3,5,9,4448,15344,33.6,453,6.44,2,9.64
2716,65,1,5,3,5312,4640,44.64,2882,2.18,228,3.38
2717,54,2,2,1,4802,4011,22.72,1457,9.64,267,5.41
2718,36,3,1,10,5105,5536,18.73,3929,9.86,440,4.13
2719,74,3,2,4,5490,7920,44.17,2544,0.2,313,1.84
2720,47,1,5,10,7967,5680,38.35,2461,7.03,47,1.55
2721,22,2,5,2,7236,5687,71.38,4431,1.62,24,4.63
2722,99,3,1,6,7220,11467,63.02,4443,5.6,28,9.25
2723,89,1,5,2,749,786,20.19,1402,8.19,62,1.28
2724,93,1,4,9,4193,2001,31.0,695,2.14,227,0.75
2725,77,2,5,3,269,6609,45.76,3471,7.73,476,7.29
2726,83,2,2,7,7184,6367,12.83,2694,8.73,465,1.23
2727,41,5,2,6,1175,7692,21.07,3784,1.68,3,8.38
2728,100,2,2,9,985,15592,62.44,2178,1.21,88,8.5
2729,39,3,5,9,7294,15672,85.14,3747,4.66,188,5.61
2730,23,3,4,10,6044,9867,14.78,4528,7.14,364,7.08
2731,22,4,4,2,455,12483,73.6,2939,8.42,56,8.39
2732,8,5,5,2,3075,18538,37.75,4580,0.26,25,7.1
2733,4,4,5,7,9053,6346,21.78,4500,4.91,495,0.56
2734,2,5,4,4,8864,16242,71.9,2789,7.13,233,9.18
2735,95,3,1,3,8478,4387,39.55,316,7.68,467,7.14
2736,84,1,2,5,9047,5809,68.58,710,2.02,139,8.36
2737,1,5,5,1,4022,10478,43.11,79,8.95,28,5.27
2738,89,4,1,4,7734,10402,63.0,2127,7.16,259,8.46
2739,89,4,1,3,5825,4748,35.84,2982,8.38,59,6.47
2740,67,1,2,5,9869,12268,87.37,2538,6.11,217,3.48
2741,84,4,1,6,6261,4864,32.61,4769,7.26,225,9.45
2742,3,2,3,3,6068,12007,47.97,78,3.88,279,0.91
2743,44,1,1,4,6923,11614,86.0,2354,2.21,185,3.17
2744,29,4,3,10,6384,4994,48.22,3436,9.89,428,2.96
2745,41,5,3,10,6685,18014,10.78,997,3.88,218,3.39
2746,16,3,1,5,9713,5507,51.23,4526,3.05,497,2.31
2747,62,5,5,1,470,15921,39.41,1680,9.44,60,9.83
2748,1,3,5,7,6274,19571,81.05,1323,2.07,248,0.63
2749,67,1,3,2,6267,18071,71.38,3224,7.13,223,6.23
2750,2,5,3,7,8872,2007,74.86,668,8.06,136,2.05
2751,72,3,5,6,1920,9576,22.03,309,9.13,163,9.19
2752,67,3,4,2,9622,10443,54.48,1463,9.4,235,6.42
2753,62,1,1,9,2676,7972,19.66,518,0.27,171,7.86
2754,87,4,2,10,269,3527,68.6,1326,5.6,417,7.64
2755,65,2,5,10,9642,11588,68.31,3799,9.13,182,5.19
2756,70,4,5,10,7368,708,73.07,2419,0.84,404,3.65
2757,59,1,2,9,2711,2263,58.91,456,5.5,300,4.51
2758,50,4,4,4,9490,419,21.47,2627,3.34,252,6.62
2759,58,3,1,5,635,17467,44.01,630,6.68,137,3.85
2760,72,1,1,4,455,18297,49.15,2193,0.09,380,2.18
2761,44,4,4,1,5562,1947,46.88,2239,8.48,24,4.98
2762,15,2,1,5,332,10800,73.63,4089,2.85,348,7.22
2763,19,2,2,1,8295,16551,14.0,1632,8.88,305,9.69
2764,12,5,5,1,4037,4412,45.79,227,9.04,464,2.9
2765,11,4,4,6,9667,8785,82.06,4894,0.55,61,4.25
2766,50,2,1,7,8006,17800,43.66,1826,3.08,100,8.58
2767,81,3,5,1,924,5658,55.47,3617,3.78,245,4.5
2768,1,5,2,2,7813,5909,69.08,3008,3.15,163,6.19
2769,66,2,3,6,4106,5391,10.03,1309,6.02,436,1.1
2770,100,3,5,9,10000,10007,31.61,1554,9.79,280,9.74
2771,33,3,1,2,3757,11294,78.39,89,2.08,407,4.7
2772,76,3,5,5,1129,17462,17.08,2596,5.97,38,1.05
2773,15,1,4,8,9370,14065,24.0,2991,4.94,228,8.23
2774,42,4,4,1,503,13287,55.85,2580,1.93,298,5.86
2775,27,5,1,6,1065,12155,40.96,1982,1.79,47,9.33
2776,87,4,2,2,767,3141,74.31,2579,6.24,60,3.64
2777,89,3,5,2,5483,5142,81.28,1274,3.51,257,7.45
2778,62,5,5,6,1031,18795,19.89,4187,1.07,486,4.47
2779,32,5,5,5,2986,17136,74.26,2728,2.92,37,9.29
2780,97,2,3,7,1509,6199,26.63,3725,3.23,482,4.49
2781,64,4,5,5,538,7540,61.67,4497,1.78,176,3.0
2782,75,5,1,10,7253,8205,41.85,695,9.7,27,4.64
2783,27,3,2,9,6968,10595,38.18,1361,2.39,432,8.41
2784,68,4,3,2,7923,5867,87.38,1916,4.6,485,9.61
2785,95,3,1,3,2607,4683,36.86,3131,7.93,145,9.56
2786,37,5,2,1,1447,11545,46.97,816,4.86,136,6.57
2787,40,3,1,7,4926,18170,54.57,556,8.76,72,7.37
2788,26,5,4,5,3080,7978,70.28,4572,9.03,156,7.35
2789,44,1,1,10,488,6136,52.35,1643,6.91,138,6.83
2790,57,4,1,1,5802,5336,38.54,4691,2.83,330,7.71
2791,45,1,1,2,4841,13914,89.45,1361,6.16,324,8.48
2792,62,1,1,3,281,10481,55.26,421,8.15,42,6.94
2793,66,1,4,1,5531,11571,36.28,1674,8.2,55,8.07
2794,65,4,4,10,9865,15418,24.05,770,6.08,1,2.49
2795,8,4,2,8,9890,12797,52.97,1746,7.21,132,8.15
2796,48,3,4,8,2546,1308,37.04,213,7.73,302,4.17
2797,59,4,3,9,3201,6658,73.83,3283,2.25,300,6.03
2798,88,3,1,1,2568,15901,34.48,709,9.94,390,6.42
2799,3,3,3,5,5000,3731,89.66,4689,9.88,456,1.3
2800,99,3,5,8,3377,6698,12.12,4580,2.02,471,4.62
2801,49,5,1,7,7599,10562,72.83,4287,7.5,278,7.55
2802,13,1,1,8,7532,16747,42.38,719,3.43,2,1.48
2803,66,4,1,4,2625,6101,78.66,3249,6.06,8,3.14
2804,14,5,1,5,5382,1192,21.16,2731,3.18,426,2.36
2805,7,3,1,10,6357,159,52.41,632,3.02,93,10.0
2806,87,1,5,8,1664,15902,22.99,3032,8.4,98,2.62
2807,47,3,3,2,3189,11472,60.46,2525,4.28,356,6.93
2808,63,4,5,5,5814,16992,89.51,3636,5.65,65,5.9
2809,1,1,5,10,5384,14235,68.02,496,2.88,38,1.74
2810,92,4,2,9,9619,9945,40.71,65,5.36,406,4.94
2811,44,2,4,4,1139,117,67.1,925,6.48,477,6.44
2812,67,2,2,10,3027,11067,58.62,608,2.99,325,7.28
2813,93,3,3,3,6428,9243,34.14,65,4.55,195,6.58
2814,80,5,4,2,654,11396,81.03,3117,4.07,115,6.66
2815,80,4,1,10,1905,18796,18.12,3408,8.96,34,5.68
2816,80,4,5,5,714,7612,55.38,702,8.74,144,8.5
2817,78,4,2,7,2529,16743,87.07,1496,0.28,209,6.71
2818,2,2,4,8,3123,326,81.72,889,5.78,284,7.25
2819,69,4,4,4,6935,12221,54.22,464,0.86,385,3.52
2820,64,4,4,4,8160,14291,60.54,2741,4.94,421,1.89
2821,92,1,5,6,8592,10342,55.83,1065,8.95,307,9.79
2822,86,4,1,5,6822,3175,75.94,83,8.68,85,8.34
2823,50,4,5,6,258,19126,57.23,2487,7.21,90,8.83
2824,33,2,3,1,7156,1686,78.4,1544,2.38,173,4.52
2825,9,2,3,5,2171,10074,11.46,4919,4.82,1,6.44
2826,1,1,4,3,8291,19187,47.48,1934,4.8,38,5.18
2827,81,3,1,10,3234,652,48.83,426,4.58,10,5.35
2828,10,2,4,3,9950,14293,50.57,399,6.22,86,1.67
2829,74,2,1,3,5024,14865,22.76,2222,8.41,170,1.48
2830,47,4,5,6,7200,5786,10.34,537,3.91,354,7.22
2831,77,1,3,8,3317,16241,41.66,2984,9.35,340,6.42
2832,31,2,4,7,3952,17704,63.55,1160,3.84,398,7.14
2833,92,4,3,10,3077,8726,79.65,3700,0.59,485,5.6
2834,56,1,3,2,5476,5127,41.87,1824,0.49,386,8.34
2835,69,2,2,3,347,6677,33.23,3072,2.12,293,6.07
2836,11,2,1,5,7758,2946,35.23,544,4.03,66,8.65
2837,19,4,5,7,983,16499,10.54,3065,6.29,68,7.89
2838,72,1,2,9,3360,5442,87.3,3784,4.41,270,2.11
2839,32,3,1,5,1776,15151,84.1,1286,2.96,135,4.52
2840,72,5,1,6,2626,13221,59.04,3146,4.88,93,2.1
2841,92,2,4,5,4013,7785,55.33,4471,2.13,348,3.95
2842,18,2,5,5,7308,5233,32.22,2383,2.18,252,3.32
2843,14,4,1,5,3601,9091,23.11,3270,5.81,86,2.87
2844,72,3,1,6,5481,12742,15.73,3192,2.14,389,4.64
2845,64,1,3,5,6461,12849,81.86,3850,6.72,253,8.71
2846,82,4,5,3,9790,16549,83.62,4527,7.58,210,6.57
2847,63,4,1,9,1313,16777,66.59,4333,8.68,19,6.64
2848,25,3,4,6,6713,9894,83.09,2806,3.26,137,0.72
2849,24,4,3,2,3499,7479,32.08,538,3.14,241,3.14
2850,31,2,5,2,1403,19035,71.3,2540,8.27,424,3.7
2851,54,3,3,10,264,8636,37.22,4076,1.2,45,6.29
2852,51,2,5,10,787,15096,76.55,2342,5.43,284,2.69
2853,66,3,4,8,8368,11718,84.48,2292,0.46,157,6.42
2854,35,5,3,1,3177,12387,51.9,4426,2.67,62,7.27
2855,74,3,3,10,1657,18167,24.24,3561,8.51,314,6.68
2856,2,4,3,1,6035,13485,11.87,2959,9.67,407,3.74
2857,51,1,2,2,4585,4367,72.09,4021,1.17,174,8.42
2858,60,3,5,2,2003,11468,57.67,1623,2.02,447,6.39
2859,17,4,1,10,9996,13706,56.37,3192,4.38,197,8.83
2860,23,4,1,4,2661,8454,11.16,1432,6.34,180,0.93
2861,97,3,4,8,5860,11570,33.46,1364,2.32,377,3.27
2862,3,5,5,7,2711,17041,75.26,2724,6.02,368,1.67
2863,75,3,4,9,5254,14458,65.81,415,7.03,127,0.82
2864,14,2,4,6,3322,1392,73.21,826,6.67,187,0.55
2865,97,2,1,2,4211,16758,36.63,1993,0.9,69,4.71
2866,7,5,3,4,3918,11246,70.3,1004,7.15,76,5.5
2867,37,1,2,4,1588,14795,11.68,4254,8.2,226,0.81
2868,56,1,1,4,1772,10253,68.06,520,4.59,153,0.72
2869,3,1,1,10,1362,14856,17.33,1952,6.45,472,9.88
2870,14,5,4,10,2856,18516,53.06,446,1.5,242,4.12
2871,29,4,1,8,3871,6197,41.73,4973,6.12,59,2.76
2872,39,2,2,5,8570,18524,89.5,1346,9.59,265,4.47
2873,66,3,2,7,1553,18089,20.98,4150,9.31,113,3.51
2874,53,1,4,10,3871,11280,78.12,4773,3.24,235,0.7
2875,27,1,2,4,6338,10055,49.33,3940,1.18,410,4.75
2876,12,1,3,9,5169,10229,17.25,790,3.12,27,6.79
2877,2,5,5,1,7879,9905,77.3,4811,3.69,97,2.79
2878,95,3,3,5,1801,18940,15.43,3670,1.9,115,6.37
2879,5,5,4,9,1481,2519,72.28,4271,7.32,430,3.23
2880,65,3,4,9,8016,2697,63.71,4352,6.21,476,5.84
2881,54,1,3,5,969,16393,70.73,3572,6.16,436,3.74
2882,40,3,5,3,6428,16944,50.27,3934,1.31,301,8.15
2883,2,4,1,5,3675,6903,43.34,3982,1.49,19,3.79
2884,30,5,3,4,5724,9233,45.06,1455,6.14,141,6.63
2885,97,3,5,10,6382,14971,31.44,2717,5.6,330,6.23
2886,47,5,1,7,217,3977,73.59,3952,9.6,30,9.65
2887,6,5,2,3,8555,9802,12.82,4873,2.59,272,4.41
2888,30,5,3,7,8807,15994,77.38,2420,1.18,336,3.26
2889,13,2,4,6,9550,17256,73.51,3971,8.04,334,7.88
2890,33,2,4,2,6728,17273,87.7,4203,1.65,274,7.31
2891,33,4,3,7,1492,4426,54.66,2922,0.67,207,6.51
2892,51,4,1,9,3443,7360,20.09,4161,3.34,418,6.3
2893,6,4,1,7,8055,12336,29.07,3572,9.19,381,8.01
2894,50,1,3,5,8755,16785,82.05,1004,2.7,334,6.13
2895,50,1,2,5,7449,13497,41.45,554,5.69,165,8.35
