Gouvernance_id,Date_id,Direction_id,Employe_id,Systeme_id,Projet_id,Nb_projets_strategiques,Taux_utilisation_BI,Balanced_scorecard,Dashboards_exploités
2572,79,1,128,15,43,6,93.77,52,49
2573,87,4,290,39,47,7,93.82,25,11
2574,83,4,250,42,80,9,81.27,83,42
2575,73,8,140,26,52,5,51.07,94,47
2576,94,8,227,41,44,7,83.98,51,49
2577,81,9,205,45,78,0,81.39,64,13
2578,85,10,120,24,92,5,65.54,49,26
2579,57,7,160,29,92,2,63.76,23,17
2580,40,8,228,29,40,8,66.66,18,13
2581,95,5,136,15,90,9,78.49,91,47
2582,3,3,171,2,80,1,98.72,34,50
2583,39,9,36,28,87,4,96.68,97,35
2584,83,6,215,47,2,4,65.3,45,34
2585,99,8,3,23,53,1,76.4,17,4
2586,19,6,154,43,47,8,73.23,72,20
2587,26,5,29,19,75,7,98.1,59,6
2588,30,4,43,24,38,0,85.1,40,38
2589,48,5,279,23,59,6,76.66,20,23
2590,21,6,269,12,36,0,99.12,79,37
2591,21,9,300,48,92,8,60.07,75,2
2592,98,3,108,11,6,5,73.33,31,27
2593,24,4,92,7,23,2,88.73,69,44
2594,84,3,125,23,68,1,62.26,52,38
2595,41,1,214,21,36,9,82.39,66,43
2596,28,2,40,14,25,8,50.99,5,4
2597,41,7,183,10,30,5,82.66,89,17
2598,55,1,146,34,72,0,64.64,49,34
2599,21,1,22,2,74,3,78.68,28,17
2600,1,2,63,26,25,8,63.52,85,13
2601,91,4,201,42,1,6,74.46,47,14
2602,79,7,229,1,84,10,93.27,35,46
2603,97,2,129,40,5,2,88.35,85,9
2604,3,3,213,17,32,6,94.42,20,37
2605,15,1,78,12,1,0,56.13,31,48
2606,72,9,168,23,45,7,50.8,73,6
2607,9,4,58,43,5,6,67.96,64,46
2608,17,9,131,17,10,4,71.89,4,7
2609,87,1,92,31,56,4,92.3,55,5
2610,15,1,244,8,47,4,78.35,59,34
2611,9,2,23,36,67,7,95.27,49,21
2612,8,5,283,4,25,9,63.54,60,32
2613,18,6,172,50,78,4,92.42,65,10
2614,13,3,286,32,41,10,83.1,62,36
2615,99,5,97,7,22,4,93.46,98,45
2616,62,9,277,8,100,8,79.5,98,20
2617,68,1,20,9,92,5,59.49,99,9
2618,21,8,153,27,28,8,92.94,63,36
2619,32,5,245,20,56,10,64.48,51,0
2620,92,4,230,18,35,10,79.82,27,26
2621,78,9,99,40,33,5,83.64,55,48
2622,91,8,266,6,48,6,80.33,32,10
2623,78,6,46,40,32,3,98.96,90,22
2624,29,9,265,42,24,2,60.89,65,42
2625,32,6,214,28,53,6,94.76,72,18
2626,28,6,51,9,23,7,64.28,91,6
2627,5,5,292,17,23,3,71.05,9,8
2628,14,4,69,36,87,4,89.99,21,41
2629,3,6,104,28,46,10,80.43,64,46
2630,49,9,52,7,63,7,67.59,5,4
2631,70,9,112,45,33,4,76.0,1,7
2632,34,7,62,35,7,9,61.64,23,5
2633,36,2,159,9,36,10,52.26,63,43
2634,40,7,211,20,44,8,66.37,32,29
2635,48,10,73,16,92,6,94.14,43,48
2636,20,7,228,42,23,2,74.6,6,36
2637,14,4,226,35,78,7,97.23,35,30
2638,16,4,181,10,54,4,70.47,69,43
2639,42,2,207,36,27,9,98.97,46,14
2640,49,3,269,27,79,7,63.78,1,45
2641,57,5,208,14,91,2,95.75,84,6
2642,49,1,127,40,24,4,63.56,47,4
2643,67,2,54,41,8,8,96.97,67,30
2644,96,5,193,45,21,10,82.24,86,44
2645,46,6,93,21,99,10,64.71,100,26
2646,98,8,75,49,25,7,61.79,15,39
2647,8,6,71,23,32,7,63.21,17,0
2648,44,4,3,32,66,8,81.79,66,40
2649,38,8,96,33,17,2,96.03,34,2
2650,79,9,148,41,6,9,70.46,7,9
2651,87,9,216,22,59,5,54.92,78,28
2652,62,10,146,40,38,0,85.06,9,2
2653,35,4,277,16,16,2,74.64,73,22
2654,15,2,231,45,100,2,57.88,48,28
2655,47,1,138,16,58,7,81.81,20,49
2656,16,8,125,35,15,8,59.86,78,38
2657,32,3,27,31,40,3,67.02,63,40
2658,68,5,254,9,61,10,70.77,52,34
2659,53,1,120,1,23,1,96.5,30,5
2660,24,1,98,2,90,8,78.48,30,4
2661,44,6,191,50,99,4,51.37,30,44
2662,2,2,155,32,23,9,72.21,79,17
2663,33,1,159,39,56,0,58.64,20,47
2664,48,10,69,9,56,10,75.28,9,36
2665,95,9,254,18,59,1,51.71,47,21
2666,98,6,207,8,6,6,69.51,16,20
2667,44,2,227,29,55,4,71.78,40,17
2668,60,9,182,22,43,4,74.8,72,21
2669,34,9,87,9,95,9,57.78,63,22
2670,48,6,161,41,98,9,60.13,100,46
2671,8,8,69,44,59,6,89.67,42,46
2672,11,1,99,15,86,9,52.34,93,3
2673,23,2,200,31,1,3,66.14,27,44
2674,15,4,225,19,30,3,98.51,17,2
2675,16,6,64,29,62,5,91.55,74,47
2676,27,2,253,31,98,8,91.41,11,35
2677,63,6,52,4,92,0,71.54,8,48
2678,43,10,257,38,89,5,90.7,66,30
2679,23,10,90,38,49,8,60.66,37,27
2680,18,9,153,24,56,2,62.03,93,45
2681,56,7,127,15,18,4,87.59,55,29
2682,47,3,153,47,2,5,94.95,16,42
2683,7,9,164,49,41,6,99.29,11,8
2684,73,6,96,35,85,7,69.18,20,37
2685,6,5,221,35,44,2,55.98,76,27
2686,90,9,237,11,94,9,99.45,27,44
2687,65,8,234,29,88,4,56.94,2,43
2688,73,8,269,6,24,2,92.7,8,31
2689,5,9,116,40,28,4,81.2,99,40
2690,54,5,281,5,30,2,68.06,90,10
2691,98,1,152,22,74,1,67.64,99,18
2692,69,9,165,24,22,5,97.4,28,24
2693,54,8,199,7,82,1,63.54,82,6
2694,77,9,137,7,84,9,91.96,73,47
2695,63,8,20,38,65,4,60.11,12,1
2696,16,2,120,23,15,2,78.48,78,31
2697,47,9,11,32,79,3,89.74,100,13
2698,15,2,23,43,23,0,79.35,29,46
2699,81,3,41,11,13,2,62.56,67,6
2700,33,9,77,50,8,8,84.34,16,11
2701,60,7,238,45,26,4,82.01,6,23
2702,47,5,106,13,72,9,68.26,94,5
2703,84,6,123,15,17,1,82.39,91,19
2704,85,9,277,12,82,6,90.69,76,32
2705,22,2,186,14,19,10,79.96,41,47
2706,11,3,234,22,74,1,92.77,49,22
2707,52,4,130,36,33,8,59.14,74,40
2708,38,3,274,35,50,4,96.81,73,15
2709,91,5,161,16,9,7,72.27,11,41
2710,37,4,279,29,15,9,78.83,35,39
2711,86,6,117,17,9,7,95.18,28,27
2712,90,10,248,13,94,6,65.08,38,4
2713,99,7,111,24,51,4,70.35,38,37
2714,56,7,149,2,34,7,86.84,64,8
2715,43,5,120,28,30,3,56.84,8,15
2716,90,5,96,40,49,7,52.04,16,49
2717,17,8,195,38,20,4,85.23,59,36
2718,60,10,38,40,77,5,69.43,41,0
2719,18,4,51,12,76,2,91.29,84,24
2720,95,9,177,31,23,8,68.84,3,24
2721,35,10,277,22,89,6,99.04,61,5
2722,16,9,83,15,64,9,82.62,3,19
2723,34,4,269,13,67,8,69.07,19,22
2724,32,9,26,21,13,10,95.59,23,27
2725,65,2,29,22,67,5,71.6,51,11
2726,30,3,98,5,83,7,92.17,10,39
2727,53,1,21,31,50,5,78.97,96,4
2728,2,4,61,6,53,2,57.2,0,42
2729,66,10,166,33,16,6,90.49,37,4
2730,99,9,248,20,11,10,93.01,23,4
2731,25,5,23,12,94,4,60.9,30,19
2732,30,2,281,30,44,9,94.57,67,12
2733,82,1,270,9,86,4,77.39,73,30
2734,46,9,208,11,91,5,85.43,86,7
2735,22,1,210,22,47,8,58.47,88,27
2736,48,3,261,37,74,5,78.52,87,31
2737,26,2,38,28,76,7,92.31,87,23
2738,49,3,276,4,41,4,53.49,17,1
2739,97,5,206,28,29,2,60.72,74,26
2740,66,10,33,11,33,1,92.9,48,5
2741,55,7,54,14,46,8,73.04,21,49
2742,79,3,130,25,44,3,59.28,13,13
2743,65,8,266,20,83,3,85.83,8,36
2744,89,7,290,23,15,6,93.21,88,44
2745,78,7,233,19,35,7,60.42,90,22
2746,21,8,202,17,38,7,99.12,1,48
2747,100,9,120,23,71,4,96.04,52,27
2748,17,2,75,41,93,6,66.91,19,33
2749,100,5,165,23,71,1,90.76,72,11
2750,78,7,283,34,59,5,53.61,47,33
2751,60,8,242,23,95,8,64.59,90,9
2752,37,6,55,42,13,3,93.7,35,4
2753,88,5,104,17,10,10,78.47,60,15
2754,13,1,43,2,99,5,78.41,47,29
2755,41,2,248,24,69,1,95.21,32,43
2756,76,5,271,34,47,7,91.67,77,5
2757,86,1,129,16,10,6,63.3,22,3
2758,41,4,140,48,12,5,96.77,18,50
2759,90,7,170,21,63,1,80.89,100,6
2760,27,6,247,47,62,7,76.97,65,44
2761,12,9,161,26,29,7,71.55,67,26
2762,17,1,234,26,37,9,83.83,52,48
2763,89,8,71,5,97,10,78.01,95,39
2764,28,4,136,9,51,8,54.22,5,44
2765,29,10,219,37,32,7,71.78,62,45
2766,31,9,64,30,27,8,70.99,13,19
2767,66,7,129,18,39,3,68.64,23,13
2768,7,7,12,17,7,3,83.37,6,41
2769,93,2,46,24,35,6,85.27,9,39
2770,75,9,191,26,60,3,82.83,17,45
2771,29,2,33,38,74,1,94.83,79,10
2772,15,4,187,14,26,8,73.0,10,45
2773,27,5,63,24,68,8,53.9,33,44
2774,3,6,168,5,22,4,57.02,61,37
2775,11,1,176,10,56,3,56.17,11,9
2776,71,3,54,38,62,0,60.86,26,0
2777,45,10,184,49,40,7,58.98,46,35
2778,74,4,296,46,19,2,55.11,77,31
2779,16,3,32,2,73,1,66.95,91,45
2780,79,4,203,35,22,2,98.58,94,45
2781,43,2,67,3,63,7,99.05,66,2
2782,46,8,199,48,57,0,90.24,91,35
2783,77,3,255,4,92,0,70.97,21,34
2784,65,5,179,28,72,5,55.97,100,8
2785,78,9,251,24,40,10,50.8,72,50
2786,96,6,152,24,84,0,57.85,56,35
2787,53,1,67,10,11,6,99.01,15,37
2788,91,5,143,16,5,1,97.76,93,24
2789,98,6,172,2,51,8,54.89,0,48
2790,39,9,184,32,71,3,89.78,46,30
2791,35,9,185,24,50,4,57.53,100,13
2792,42,9,271,12,31,8,82.01,43,7
2793,65,1,180,46,68,0,72.73,58,24
2794,8,10,270,12,49,9,83.59,60,3
2795,37,8,240,36,53,1,62.02,38,22
2796,47,1,169,20,77,5,88.27,66,38
2797,82,9,130,26,19,3,70.5,45,0
2798,18,7,70,14,54,1,91.5,39,46
2799,82,10,102,35,33,3,57.79,11,40
2800,84,6,280,36,91,10,71.19,97,49
2801,42,10,252,45,66,5,99.36,56,43
2802,24,6,263,32,47,8,59.95,59,35
2803,37,3,270,40,87,2,65.81,76,12
2804,61,1,234,8,35,7,79.98,70,37
2805,49,9,74,4,65,0,64.23,88,48
2806,22,6,153,34,28,10,82.8,85,42
2807,58,5,104,41,41,8,50.98,28,27
2808,10,9,59,17,95,2,63.23,84,38
2809,7,6,146,31,95,0,98.02,75,7
2810,96,9,134,39,51,3,90.18,76,48
2811,33,6,120,25,2,0,89.57,68,7
2812,68,1,274,45,70,7,95.62,62,2
2813,56,2,196,27,7,9,95.67,50,5
2814,60,1,33,15,36,6,54.76,50,28
2815,19,3,137,6,24,8,95.95,84,50
2816,4,1,69,28,86,5,50.95,31,33
2817,97,5,267,1,16,1,88.75,38,4
2818,86,6,76,35,43,6,59.68,61,46
2819,87,1,242,8,11,4,58.76,13,31
2820,53,2,283,43,90,1,87.35,68,27
2821,34,3,71,47,2,6,76.45,46,7
2822,68,1,248,14,97,2,54.26,74,34
2823,42,3,221,26,43,1,66.93,73,24
2824,72,7,183,35,24,5,96.72,91,24
2825,46,2,61,47,100,4,82.0,29,15
2826,61,4,174,25,94,2,78.86,95,30
2827,3,10,235,5,34,10,94.08,51,11
2828,96,9,173,12,18,9,91.66,28,16
2829,4,8,57,43,56,2,87.73,33,47
2830,98,3,177,32,73,3,72.73,90,11
2831,48,4,38,24,47,6,69.43,19,16
2832,86,4,108,29,30,0,61.89,89,12
2833,72,2,71,46,55,1,65.34,12,14
2834,20,5,195,41,6,8,75.89,90,49
2835,39,6,265,32,72,10,99.48,11,47
2836,86,4,280,36,39,2,92.54,33,0
2837,49,10,254,10,16,10,72.11,18,40
2838,91,4,40,15,34,1,77.37,3,19
2839,75,4,263,26,17,3,61.73,15,37
2840,63,4,12,47,89,3,90.65,23,23
2841,63,5,14,4,73,7,87.86,98,4
2842,12,2,222,17,35,3,66.62,65,8
2843,89,1,146,28,2,5,85.36,43,12
2844,13,9,86,31,21,10,86.32,29,37
2845,5,1,94,29,9,4,68.82,9,47
2846,5,10,203,34,95,3,94.99,88,20
2847,4,9,189,40,25,8,50.02,93,49
2848,82,7,146,7,22,7,98.87,70,49
2849,32,4,159,23,80,3,90.23,15,6
2850,51,1,221,5,69,10,63.65,65,12
2851,69,7,105,30,76,2,67.88,2,2
2852,97,4,203,34,58,7,64.94,53,4
2853,56,4,81,11,7,5,78.72,63,42
2854,36,1,87,47,84,8,82.5,26,48
2855,28,10,274,27,73,8,84.03,49,33
2856,38,1,113,26,63,5,74.84,80,49
2857,93,2,228,42,86,8,51.53,68,29
2858,94,3,44,23,25,1,56.38,75,39
2859,7,2,269,30,74,10,96.45,59,38
2860,22,6,184,21,13,5,80.03,1,45
2861,81,10,19,48,65,8,87.93,93,48
2862,16,6,57,32,83,5,67.55,71,7
2863,47,5,250,30,33,9,82.83,50,47
2864,20,7,131,22,85,7,76.85,40,34
2865,72,9,77,22,10,10,82.94,47,36
2866,14,7,18,4,20,7,72.47,2,30
2867,52,1,216,18,73,9,89.38,80,6
2868,85,4,139,41,40,5,91.32,67,10
2869,100,2,295,11,41,2,75.93,46,13
2870,76,4,265,40,9,3,72.95,97,4
2871,49,4,215,43,96,7,81.49,55,9
2872,26,5,128,35,93,9,95.07,91,29
2873,17,4,233,42,31,4,74.04,48,43
2874,58,6,192,49,47,3,87.61,14,10
2875,99,5,25,16,6,0,61.46,68,23
2876,34,3,210,2,63,7,58.44,29,32
2877,73,1,295,41,93,10,81.39,11,35
2878,31,4,219,28,96,5,53.83,14,50
2879,86,5,222,14,80,9,90.22,7,36
2880,92,7,152,13,5,4,87.75,96,46
2881,5,4,130,6,48,7,77.25,10,12
2882,44,5,55,38,10,0,93.34,32,31
2883,45,9,3,6,37,0,54.76,53,45
2884,77,7,124,35,47,6,51.43,53,43
2885,42,5,274,27,36,4,98.65,92,2
2886,48,10,202,14,22,8,53.49,82,9
2887,68,6,79,30,75,5,59.15,38,14
2888,4,9,169,1,61,6,54.99,54,10
2889,99,5,286,28,96,4,55.59,53,18
2890,81,3,13,16,83,7,98.23,95,42
2891,25,2,298,18,26,2,63.5,46,40
2892,90,9,148,32,86,7,72.1,44,24
2893,85,3,66,45,99,6,66.76,98,39
2894,32,7,93,46,36,9,84.47,8,31
2895,79,5,107,24,55,6,59.15,13,10
2896,16,2,220,18,24,3,68.81,67,1
2897,36,4,195,15,76,5,64.3,87,20
2898,27,9,16,6,5,8,58.82,45,41
2899,83,8,63,44,45,5,95.97,65,47
2900,42,7,142,9,30,9,63.93,95,45
2901,11,1,78,47,9,2,89.82,25,2
2902,82,5,230,44,44,8,66.04,4,6
2903,24,1,28,18,27,1,95.4,3,10
2904,68,9,189,13,8,7,86.85,70,48
2905,50,5,234,28,95,9,92.16,78,41
2906,51,9,113,11,58,6,58.61,91,1
2907,18,3,193,9,52,1,66.6,74,37
2908,8,3,63,4,56,9,50.42,9,41
2909,23,5,146,44,20,3,83.76,90,27
2910,40,6,250,27,87,9,57.37,36,42
2911,94,2,125,3,17,9,75.4,94,34
2912,45,3,40,17,95,7,94.13,76,30
2913,11,6,208,24,40,6,67.0,8,33
2914,10,8,196,25,75,6,97.42,16,48
2915,23,9,149,23,77,8,89.05,63,8
2916,99,6,78,13,87,9,99.64,11,8
2917,62,1,267,16,56,1,94.7,83,50
2918,20,10,274,26,61,5,58.75,92,25
2919,93,8,17,32,18,3,72.71,86,34
2920,78,5,65,47,8,2,88.77,63,37
2921,96,8,6,45,35,2,54.24,81,49
2922,75,1,39,11,13,3,57.02,12,48
2923,24,6,127,24,26,4,61.98,6,6
2924,43,4,201,10,11,8,51.03,21,41
2925,46,5,197,15,25,2,65.67,61,49
2926,15,2,269,18,47,8,81.25,92,32
2927,7,7,150,23,46,3,71.85,7,8
2928,12,10,195,21,60,3,53.76,51,21
2929,3,8,176,17,55,9,57.52,63,5
2930,24,2,278,31,9,8,79.26,54,15
2931,27,9,22,46,22,1,53.97,2,34
2932,91,9,14,7,13,8,74.55,59,37
2933,26,5,46,47,52,8,77.21,73,42
2934,45,5,120,15,38,5,64.48,86,24
2935,39,5,208,34,54,4,69.94,42,36
2936,8,7,235,32,12,5,91.66,90,49
2937,98,4,159,39,56,5,78.59,4,37
2938,16,1,155,50,85,5,57.76,41,7
2939,16,6,115,39,40,7,58.45,23,30
2940,94,2,116,50,99,3,75.27,97,18
2941,8,10,13,34,84,9,79.65,30,49
2942,43,9,257,41,7,5,99.06,58,37
2943,41,1,294,50,26,9,86.25,7,13
2944,29,7,5,17,58,0,97.62,65,29
2945,76,2,120,4,96,3,61.23,36,6
2946,33,2,22,40,56,3,77.27,77,44
2947,55,3,55,13,98,0,79.98,4,11
2948,71,8,162,13,12,8,51.69,7,7
2949,3,8,278,37,26,5,98.69,6,35
2950,12,8,102,37,93,3,66.19,48,24
2951,31,5,234,18,64,1,51.12,26,47
2952,91,1,163,7,80,0,53.9,69,18
2953,67,7,235,20,15,7,79.75,59,16
2954,75,9,156,27,37,10,71.92,66,48
2955,49,3,274,23,69,0,72.15,76,43
2956,60,4,60,49,23,0,63.32,84,15
2957,80,8,257,38,18,0,94.91,3,49
2958,95,7,259,10,2,4,66.79,53,23
2959,53,3,239,3,40,2,70.29,66,2
2960,84,7,223,39,62,7,68.01,94,14
2961,30,1,281,14,50,0,99.96,9,40
2962,70,2,267,42,55,1,65.78,7,6
2963,89,3,88,14,1,10,85.07,29,31
2964,89,6,7,40,79,9,65.86,91,35
2965,6,2,268,35,67,5,66.79,70,32
2966,13,5,62,12,42,6,68.21,45,44
2967,22,1,164,43,65,10,62.29,63,12
2968,87,5,109,30,96,8,93.75,27,14
2969,22,6,225,49,97,1,75.82,63,26
2970,71,6,32,47,87,9,78.25,53,27
2971,88,10,92,23,96,4,56.88,100,12
2972,27,6,261,31,7,10,50.73,70,2
2973,90,7,271,20,29,8,51.71,74,22
2974,92,4,176,49,7,3,89.31,98,26
2975,68,1,64,50,93,6,86.23,43,10
2976,35,1,27,4,72,8,89.07,3,8
2977,34,2,262,45,7,0,78.45,80,15
2978,33,6,258,9,60,4,52.43,2,47
2979,20,5,266,39,7,7,71.05,45,33
2980,59,10,275,33,48,2,59.46,7,17
2981,13,9,33,25,70,10,62.03,53,50
2982,79,3,46,38,49,6,68.34,97,44
2983,16,3,66,43,26,10,72.8,73,18
2984,98,8,63,48,100,4,91.38,36,18
2985,67,4,39,22,46,3,60.76,3,4
2986,5,9,157,41,97,4,85.14,37,22
2987,65,8,30,37,12,3,84.65,50,48
2988,52,6,111,19,60,7,89.62,7,5
2989,17,4,87,45,64,10,80.45,90,29
2990,3,1,221,40,30,10,61.63,91,18
2991,43,2,203,45,52,8,69.82,29,9
2992,66,5,262,29,8,0,57.68,63,50
2993,41,10,26,9,100,2,76.38,13,6
2994,19,9,211,9,64,10,90.08,27,4
2995,16,10,133,41,10,7,96.98,14,17
2996,56,1,155,38,90,8,50.84,73,24
2997,12,8,44,26,37,4,80.84,54,25
2998,100,7,125,44,55,3,51.82,31,38
2999,92,1,269,9,11,7,67.22,12,47
3000,7,7,201,11,71,0,95.84,82,0
3001,65,3,39,33,91,7,54.4,54,36
3002,88,7,246,1,59,6,66.11,68,11
3003,66,2,213,26,4,3,57.74,54,15
3004,44,2,145,23,23,5,71.19,87,47
3005,38,8,268,16,95,3,80.55,32,29
3006,24,6,93,25,83,9,87.61,29,2
3007,32,1,198,5,24,3,76.73,71,48
3008,85,5,103,38,87,0,78.21,83,8
3009,69,9,292,47,61,5,69.42,88,39
3010,70,6,274,7,95,9,69.28,51,8
3011,97,9,191,50,7,10,88.08,59,36
3012,5,4,38,17,39,3,99.28,8,4
3013,61,10,290,20,38,7,81.52,46,34
3014,42,3,207,13,85,3,67.69,27,43
3015,35,7,279,50,48,4,52.69,10,22
3016,59,4,262,21,50,8,67.22,60,43
3017,94,1,243,27,65,8,79.95,13,25
3018,6,9,240,46,99,0,60.49,75,24
3019,51,9,66,19,79,0,85.62,44,33
3020,86,4,284,9,3,5,90.34,18,12
3021,38,4,41,26,12,1,53.84,84,18
3022,10,4,38,44,27,4,81.57,29,10
3023,35,10,116,36,7,4,65.08,53,31
3024,65,1,141,4,46,9,72.44,5,4
3025,7,4,110,27,89,8,63.68,51,6
3026,85,4,68,43,99,7,76.92,7,19
3027,25,4,46,37,42,5,55.5,12,8
3028,56,9,118,43,7,0,94.49,32,36
3029,18,9,257,11,85,7,64.02,48,27
3030,33,1,105,20,4,8,55.59,32,40
3031,44,8,123,39,42,5,86.64,23,28
3032,52,6,219,8,74,3,62.98,29,13
3033,64,3,16,7,93,3,58.44,75,46
3034,46,8,183,10,94,8,64.4,89,19
3035,92,6,264,15,5,8,70.52,3,9
3036,27,10,35,35,75,6,81.12,96,6
3037,81,5,192,32,82,2,63.45,13,7
3038,98,6,215,12,46,7,88.51,9,24
3039,55,7,297,49,70,7,57.08,39,38
3040,15,6,228,9,48,6,73.06,24,50
3041,35,10,178,24,28,6,70.05,71,10
3042,35,6,91,14,23,3,97.62,77,26
3043,34,8,48,8,82,6,62.92,77,31
3044,65,5,203,15,44,8,66.85,89,15
3045,60,5,70,28,53,5,62.82,62,16
3046,36,8,22,44,15,4,91.07,65,11
3047,23,9,96,5,2,0,75.41,22,39
3048,52,3,219,17,48,8,76.03,35,23
3049,87,10,20,1,44,8,72.7,63,8
3050,91,8,131,38,25,9,98.32,53,22
3051,21,2,173,31,9,0,53.16,62,17
3052,79,7,233,22,12,6,58.69,24,36
3053,74,7,226,35,17,9,57.36,18,30
3054,90,1,218,26,3,5,89.43,30,26
3055,10,8,123,22,86,0,86.57,20,23
3056,11,3,248,5,90,2,56.7,79,33
3057,20,8,60,29,59,5,61.21,44,38
3058,70,1,268,25,98,5,77.38,89,47
3059,74,6,287,13,52,9,90.84,44,0
3060,4,8,36,6,68,9,66.88,13,34
3061,87,2,252,7,5,1,84.69,25,35
3062,54,1,167,45,55,8,86.99,9,22
3063,51,9,256,12,88,6,50.84,72,40
3064,62,2,277,31,58,10,52.07,46,30
3065,30,10,269,47,64,3,88.88,60,2
3066,34,3,58,3,21,10,66.52,82,11
3067,90,5,202,2,15,3,67.0,42,5
3068,8,9,235,29,82,10,66.44,24,17
3069,17,7,188,15,4,8,53.08,7,26
3070,83,8,177,35,67,5,79.75,39,5
3071,66,1,218,43,49,6,55.76,61,10
3072,5,1,147,34,35,3,74.53,80,17
3073,56,10,7,40,18,1,72.43,45,14
3074,53,8,295,38,68,4,73.59,44,14
3075,34,9,230,20,89,5,98.96,97,4
3076,61,5,87,19,21,2,64.34,29,11
3077,45,8,259,6,80,9,54.09,3,1
3078,33,6,59,30,20,2,54.63,17,40
3079,16,8,25,37,34,0,61.52,79,33
3080,9,5,245,7,18,9,80.54,61,40
3081,28,2,61,18,27,5,55.97,71,28
3082,57,6,75,45,50,1,93.17,60,2
3083,77,1,62,18,26,2,75.33,6,14
3084,77,5,15,22,39,8,91.49,4,0
3085,95,5,254,39,75,8,93.03,1,26
3086,12,10,102,2,96,2,91.46,2,18
3087,86,6,138,38,5,5,53.11,29,15
3088,33,3,104,34,18,0,77.04,54,0
3089,36,5,60,21,75,8,80.8,87,9
3090,10,9,295,11,41,7,70.57,92,8
3091,77,6,267,33,70,1,67.38,49,20
3092,28,8,231,22,21,6,82.26,70,33
3093,62,3,10,33,79,3,93.93,95,50
3094,89,10,193,41,45,2,69.67,1,32
3095,15,3,90,24,30,5,58.59,82,32
3096,51,2,280,26,24,5,77.66,40,17
3097,49,6,54,25,25,8,90.74,73,18
3098,22,5,3,9,35,4,55.4,55,37
3099,4,7,98,15,22,4,76.46,32,1
3100,72,7,26,29,69,10,71.99,41,28
3101,37,8,173,1,62,4,92.13,18,3
3102,80,5,50,33,77,5,78.11,4,7
3103,59,8,217,44,70,7,54.79,83,43
3104,15,3,288,43,75,5,68.66,50,5
3105,64,10,284,34,52,9,74.54,80,41
3106,50,4,173,22,91,7,90.51,66,37
3107,89,10,196,31,67,8,94.83,74,38
3108,78,10,221,37,32,7,79.74,4,45
3109,70,7,49,34,98,1,80.26,78,9
3110,84,9,184,18,8,1,51.57,61,11
3111,75,8,96,12,76,6,75.41,68,26
3112,88,8,207,2,8,9,66.18,58,28
3113,95,4,220,15,37,1,80.0,60,3
3114,95,8,33,3,84,7,59.94,27,38
3115,15,5,299,36,19,6,82.06,1,45
3116,40,1,27,1,2,4,64.59,79,9
3117,58,3,29,45,51,9,72.62,39,42
3118,63,10,130,12,4,6,89.48,16,26
3119,15,9,119,15,40,8,65.16,48,21
3120,55,3,231,37,30,0,86.83,65,12
3121,42,5,251,8,57,3,84.78,61,24
3122,3,1,132,5,87,10,94.38,6,1
3123,65,5,28,5,74,2,69.63,26,9
3124,30,4,62,4,67,6,78.26,24,27
3125,78,9,244,35,42,5,96.71,4,9
3126,26,3,6,21,79,1,74.76,55,30
3127,98,8,26,29,3,5,59.69,85,13
3128,22,3,204,47,10,10,69.42,0,40
3129,49,1,227,38,25,7,68.81,41,14
3130,58,9,226,27,100,9,86.64,88,32
3131,27,7,149,49,34,9,82.51,49,8
3132,42,4,50,24,88,8,50.03,54,29
3133,12,5,109,40,71,10,97.6,97,33
3134,70,7,160,40,69,10,87.58,9,22
3135,66,1,153,38,48,7,94.32,35,8
3136,68,2,19,33,37,8,77.64,67,47
3137,31,8,2,26,14,8,81.97,13,45
3138,50,10,179,46,78,9,72.64,95,11
3139,37,10,98,28,62,5,69.37,34,29
3140,31,3,282,14,91,1,72.4,32,41
3141,25,6,22,21,74,0,89.54,56,41
3142,9,4,80,49,73,7,90.66,40,46
3143,90,6,210,2,35,1,81.44,8,22
3144,11,10,151,17,11,3,64.62,48,33
3145,62,1,61,31,27,5,75.31,50,30
3146,50,2,76,6,88,10,72.56,64,8
3147,18,1,225,13,58,9,74.26,1,18
3148,82,10,52,2,51,9,59.17,26,10
3149,81,2,208,36,99,2,72.33,57,46
3150,9,3,223,45,66,3,94.64,100,8
3151,24,2,148,19,95,9,96.88,58,21
3152,12,8,110,17,15,0,78.1,37,34
3153,6,8,169,31,75,6,85.04,2,40
3154,30,5,107,24,95,1,99.98,40,26
3155,44,1,116,20,5,2,70.54,30,2
3156,10,1,196,30,38,10,93.46,75,26
3157,75,9,192,46,88,9,77.74,31,33
3158,52,7,29,26,53,10,96.09,42,0
3159,41,6,43,16,40,8,97.65,73,13
3160,33,2,62,31,45,8,91.06,8,16
3161,3,7,219,8,3,7,79.47,41,38
3162,59,9,273,8,16,1,96.57,97,25
3163,71,2,2,8,91,8,65.21,42,1
3164,7,9,139,28,99,7,53.07,91,28
3165,50,4,94,6,99,0,55.5,10,11
3166,23,2,192,12,9,10,64.01,11,6
3167,98,6,60,32,97,8,81.96,80,7
3168,63,4,244,8,54,10,86.11,70,44
3169,74,5,133,8,37,6,74.96,13,31
3170,85,5,119,45,17,3,63.62,61,33
3171,44,3,17,28,57,3,53.02,24,49
3172,49,5,232,16,35,9,74.54,76,18
3173,56,5,113,33,59,4,99.62,91,1
3174,85,6,215,36,67,8,73.09,57,7
3175,49,4,57,39,95,6,65.52,73,42
3176,18,5,291,16,26,9,68.16,94,27
