Capital_id,Date_id,Employe_id,Service_id,Formation_id,Contrat_id,Effectif_total,Taux_turnover,Nb_recrutements,Taux_satisfaction_agent,Taux_absenteisme,Nb_formation
2276,97,41,5,50,4,330,0.37,4,70.41,10.64,0
2277,56,22,3,9,4,222,7.23,7,66.67,7.01,10
2278,11,205,1,39,3,454,4.37,13,67.67,6.54,9
2279,16,90,4,15,4,294,8.18,1,78.55,6.91,3
2280,26,21,5,9,2,399,8.83,19,89.08,13.46,4
2281,53,203,4,14,5,316,6.82,14,96.35,14.29,6
2282,57,25,3,7,5,59,18.11,1,64.63,13.29,6
2283,3,162,3,36,2,270,19.98,9,97.39,14.73,6
2284,85,174,4,45,5,418,16.33,16,80.66,6.01,7
2285,43,128,2,2,4,276,13.8,18,97.07,14.88,9
2286,8,158,1,16,2,189,5.66,18,63.51,14.34,6
2287,96,13,4,43,1,130,14.07,4,76.94,5.08,5
2288,52,56,5,42,5,482,3.01,5,72.94,3.87,6
2289,39,155,4,1,1,481,17.04,20,69.75,12.83,8
2290,64,48,5,15,4,90,2.68,9,98.63,5.66,2
2291,6,282,5,40,3,392,8.45,16,74.2,13.08,2
2292,21,61,3,19,4,287,19.89,2,90.34,3.41,6
2293,23,127,4,33,3,179,10.05,17,69.47,13.8,5
2294,29,19,2,19,4,377,15.67,8,66.57,10.98,2
2295,54,217,1,46,5,314,0.87,2,60.93,9.59,9
2296,90,145,1,22,3,117,11.69,8,67.55,7.21,1
2297,83,165,5,30,4,375,6.64,19,67.6,14.12,10
2298,11,183,5,1,4,158,19.53,14,67.42,14.78,8
2299,41,29,3,21,5,323,11.74,12,97.36,6.01,1
2300,59,79,2,17,1,197,17.28,17,84.35,3.77,1
2301,20,217,3,13,3,258,14.73,17,99.56,6.17,7
2302,81,183,2,39,3,387,3.0,13,79.06,9.35,3
2303,1,195,3,8,2,325,16.64,11,82.83,11.8,7
2304,55,186,4,26,3,278,18.27,4,64.91,2.24,7
2305,70,259,2,38,4,163,10.32,1,85.42,1.54,5
2306,59,199,4,46,4,258,12.17,20,68.45,4.95,4
2307,28,250,2,32,2,389,6.95,19,91.51,8.27,9
2308,54,9,5,10,5,311,18.57,20,96.52,10.8,10
2309,58,278,5,38,2,193,5.64,12,89.18,3.75,5
2310,84,155,4,10,2,326,3.32,20,89.49,5.26,0
2311,74,21,5,49,1,382,7.42,8,64.1,7.12,9
2312,30,86,1,40,5,296,4.37,11,90.55,3.85,9
2313,72,92,4,47,1,339,13.72,13,97.22,8.25,5
2314,38,1,4,23,3,166,15.62,17,74.33,8.26,8
2315,80,134,1,22,1,417,18.63,0,93.29,6.96,10
2316,6,294,1,29,4,278,15.33,14,90.17,3.44,0
2317,23,220,3,16,2,110,11.95,14,87.61,2.06,3
2318,14,221,3,10,2,260,12.66,0,95.4,8.2,6
2319,69,274,3,14,4,110,1.33,7,63.57,5.9,5
2320,87,239,5,2,4,307,6.84,2,93.39,1.14,9
2321,70,153,4,18,2,449,6.24,1,92.1,4.27,3
2322,97,202,2,6,4,279,10.23,3,76.31,4.85,1
2323,22,296,2,22,1,74,10.13,17,91.25,5.59,1
2324,34,264,4,1,4,113,12.04,5,93.86,8.82,10
2325,94,284,4,33,3,394,17.08,1,87.0,0.33,2
2326,54,171,5,24,2,314,0.98,15,71.0,13.06,8
2327,69,252,5,30,3,479,14.43,10,94.96,9.66,0
2328,32,113,3,18,4,339,5.12,17,81.88,10.15,1
2329,84,207,5,44,5,244,9.7,17,95.9,11.0,0
2330,15,27,5,13,5,83,7.41,2,95.05,12.79,2
2331,59,30,2,16,5,320,2.74,6,62.1,13.52,5
2332,50,281,5,44,3,170,3.68,17,81.4,14.19,4
2333,7,270,4,12,1,340,14.61,4,73.35,0.44,3
2334,22,183,1,30,5,410,15.51,20,99.09,10.58,6
2335,10,285,1,18,1,362,9.47,8,87.26,13.09,1
2336,37,300,1,18,1,290,14.28,13,98.02,2.31,7
2337,26,69,1,37,5,240,10.48,4,76.11,13.28,8
2338,82,150,3,34,2,168,8.28,15,80.84,11.72,2
2339,53,141,4,11,1,92,1.48,20,75.55,8.04,6
2340,46,227,5,36,4,180,4.51,11,67.18,11.6,6
2341,57,148,4,20,2,325,6.45,4,84.66,6.02,9
2342,98,31,4,33,4,465,11.83,9,75.36,10.24,3
2343,28,236,4,15,4,337,5.82,15,91.05,4.97,1
2344,86,293,4,43,4,336,18.91,8,99.39,1.9,10
2345,85,114,1,20,5,435,12.19,10,72.67,6.18,3
2346,58,122,2,33,4,392,10.15,13,90.52,12.26,6
2347,29,18,5,48,2,150,18.85,0,82.73,3.2,4
2348,39,165,3,35,2,78,6.08,12,84.86,10.5,8
2349,52,260,4,36,1,164,12.66,10,83.71,3.0,2
2350,72,284,4,33,3,491,0.45,0,71.48,12.06,1
2351,98,178,4,47,2,490,17.84,11,70.07,12.85,6
2352,8,285,5,42,4,144,6.64,0,99.8,13.25,8
2353,88,76,2,12,5,445,9.36,7,79.76,0.78,1
2354,72,298,2,38,4,364,7.07,15,66.46,10.09,7
2355,62,92,4,19,1,100,4.08,4,71.54,6.58,3
2356,17,228,1,16,1,172,1.92,7,89.47,9.11,8
2357,62,29,1,16,3,340,8.45,13,68.17,10.62,8
2358,14,81,4,4,3,282,6.06,1,75.08,1.49,5
2359,32,168,2,46,4,176,10.24,3,89.33,5.47,10
2360,25,253,3,33,2,59,19.41,15,76.52,5.0,7
2361,15,3,2,11,3,477,5.17,7,86.51,12.68,8
2362,18,126,4,36,4,345,18.1,2,71.36,9.85,4
2363,10,129,1,38,4,72,1.84,0,92.84,11.26,8
2364,100,30,5,47,5,225,1.27,4,90.11,10.77,6
2365,74,58,4,20,1,451,12.8,0,62.04,3.92,9
2366,11,88,1,10,4,101,10.68,13,82.56,2.42,2
2367,49,4,3,42,3,219,9.59,4,81.07,11.84,2
2368,98,64,1,30,2,449,0.18,18,87.98,4.55,3
2369,85,143,3,35,5,114,4.95,5,95.43,6.67,8
2370,79,240,4,16,3,338,0.13,6,94.68,13.99,2
2371,42,152,3,1,2,355,15.79,1,72.22,12.04,3
2372,56,265,1,4,3,241,10.9,6,79.26,7.08,10
2373,48,276,2,41,2,249,12.95,11,92.58,1.52,5
2374,37,278,5,43,5,59,7.88,3,93.47,13.92,3
2375,25,123,1,43,4,223,5.5,17,71.74,12.8,5
2376,57,199,4,26,3,72,11.88,8,80.48,3.06,3
2377,79,227,4,48,3,226,17.17,11,84.6,5.89,2
2378,32,79,4,19,3,275,11.31,14,79.1,7.73,9
2379,47,38,3,39,3,390,3.35,0,68.13,10.82,5
2380,45,50,4,43,5,446,14.57,2,73.21,1.87,4
2381,60,168,3,9,5,194,3.54,7,70.99,8.65,2
2382,34,243,1,31,3,181,9.42,0,82.82,14.01,5
2383,17,73,5,20,3,349,9.49,7,99.95,4.13,10
2384,68,76,3,1,3,351,3.95,0,98.7,3.99,0
2385,5,52,4,26,4,263,8.7,12,86.15,7.88,0
2386,48,30,2,9,2,335,9.81,14,72.41,12.66,5
2387,75,250,1,9,4,241,16.11,4,79.14,4.89,3
2388,52,1,2,34,3,265,14.43,11,71.19,2.38,4
2389,92,262,2,33,3,114,2.37,12,98.05,7.72,8
2390,20,113,1,41,5,231,10.05,19,96.46,12.61,0
2391,90,99,5,16,3,115,5.81,5,67.0,0.09,8
2392,51,214,5,21,2,474,18.02,8,89.99,5.94,7
2393,32,20,3,41,4,71,6.92,8,75.82,11.82,4
2394,17,161,5,39,2,421,16.65,7,74.08,10.31,5
2395,85,243,5,47,4,330,18.05,2,62.18,10.15,6
2396,28,15,3,5,5,94,17.38,17,62.47,14.81,1
2397,35,279,1,42,1,198,8.13,4,88.25,12.78,9
2398,30,111,2,16,1,484,8.3,13,93.98,13.22,4
2399,85,177,4,11,5,379,4.59,2,73.36,12.69,10
2400,43,184,3,31,4,69,1.78,19,95.11,11.98,4
2401,16,264,1,44,1,249,8.89,11,80.65,9.33,5
2402,51,291,4,11,1,320,0.86,10,61.38,3.99,1
2403,13,216,2,36,4,279,8.49,4,93.13,2.21,7
2404,16,18,5,40,2,154,10.64,15,90.35,11.26,3
2405,12,287,4,24,4,342,9.99,17,81.07,8.16,9
2406,38,298,5,17,3,317,11.69,12,87.98,10.06,9
2407,79,239,2,19,4,478,19.52,9,76.31,0.88,10
2408,32,177,4,45,1,143,19.13,20,72.22,9.3,2
2409,52,37,1,25,1,259,11.42,10,81.87,1.58,8
2410,58,243,1,19,5,386,13.63,5,72.85,9.89,8
2411,37,237,5,50,2,319,8.22,9,64.01,8.91,9
2412,4,186,5,41,3,149,4.27,18,74.91,14.08,0
2413,36,275,3,16,2,404,16.42,0,61.78,4.92,2
2414,34,212,1,33,2,126,18.96,16,90.83,7.49,8
2415,20,233,1,10,4,136,9.24,20,60.92,1.54,5
2416,14,203,5,25,4,61,13.65,11,91.31,8.7,5
2417,54,68,3,7,1,496,13.66,11,95.62,11.93,9
2418,8,198,3,48,2,228,8.44,15,98.95,9.85,8
2419,66,84,4,36,3,142,17.86,8,99.14,5.12,5
2420,2,79,2,31,1,166,0.06,10,93.56,1.37,2
2421,66,206,3,18,4,279,4.11,4,95.1,7.69,0
2422,97,141,3,25,4,107,5.94,20,84.12,11.73,8
2423,47,207,4,15,1,282,10.87,11,95.8,13.11,2
2424,80,140,2,32,5,291,17.83,15,94.58,8.21,1
2425,5,185,3,44,3,112,19.84,16,62.23,7.41,5
2426,68,158,4,13,3,296,13.95,15,88.0,10.44,1
2427,39,97,1,10,1,369,3.89,11,61.03,10.78,4
2428,92,196,4,3,4,203,11.27,19,60.14,13.04,2
2429,45,257,1,36,5,241,19.61,8,98.89,7.44,3
2430,83,99,4,50,3,123,13.92,19,82.79,3.34,8
2431,64,50,3,9,1,362,11.27,10,86.68,14.57,0
2432,49,20,5,35,4,215,0.65,15,88.73,9.17,1
2433,91,192,2,42,3,94,3.62,9,78.15,7.36,4
2434,93,125,1,22,2,120,2.16,3,72.29,3.97,10
2435,45,146,3,10,4,486,9.93,4,78.84,4.03,0
2436,4,79,1,15,4,65,7.86,2,92.77,11.45,8
2437,64,289,4,2,3,221,12.37,18,91.42,5.11,10
2438,65,88,2,16,4,368,3.12,7,80.69,11.34,1
2439,34,12,2,17,4,62,1.43,4,76.2,8.5,3
2440,53,229,3,22,2,478,18.39,16,86.88,12.05,6
2441,55,216,3,5,1,354,17.11,4,96.39,3.37,0
2442,86,280,4,26,2,309,18.64,6,92.07,0.14,0
2443,15,157,1,48,4,328,9.9,18,73.1,6.9,8
2444,93,236,3,1,2,175,1.68,16,95.21,2.84,3
2445,5,188,1,23,3,189,7.02,16,64.29,2.64,6
2446,39,115,5,41,4,115,7.07,13,62.3,7.37,0
2447,10,199,1,9,2,51,14.43,12,98.93,12.9,7
2448,31,59,3,2,5,265,11.16,9,76.08,1.79,1
2449,34,195,3,48,3,225,10.19,19,71.48,6.89,1
2450,58,269,3,29,3,402,19.43,15,70.0,6.84,5
2451,20,236,2,34,4,154,4.6,6,75.9,11.53,4
2452,94,116,3,15,3,125,7.13,16,71.76,11.34,2
2453,83,98,1,3,5,362,17.3,2,72.96,1.5,2
2454,23,87,4,6,2,155,7.43,1,70.92,8.99,0
2455,32,86,4,30,3,394,2.07,11,89.85,14.36,7
2456,15,187,4,15,1,122,7.27,11,79.85,12.61,7
2457,36,130,4,50,3,398,15.8,4,95.4,9.13,2
2458,100,199,4,46,5,240,9.67,17,62.46,7.0,2
2459,34,249,5,10,2,171,2.09,6,92.54,8.54,6
2460,28,49,1,7,1,317,0.11,15,93.34,5.95,2
2461,87,161,3,32,5,191,14.19,14,92.52,1.71,7
2462,64,222,5,28,5,378,5.29,11,89.07,1.31,5
2463,24,37,1,38,5,199,17.81,7,69.38,12.28,2
2464,88,196,3,33,1,404,8.74,19,74.31,10.97,6
2465,23,17,5,50,1,196,15.9,2,85.7,3.78,1
2466,82,29,1,38,4,480,16.86,1,64.42,14.66,5
2467,61,277,5,37,5,489,5.92,18,66.93,8.57,9
2468,80,231,3,16,1,133,6.08,12,92.19,8.6,6
2469,29,76,3,43,2,118,17.61,3,77.37,1.02,1
2470,42,174,1,8,4,356,13.87,8,62.15,5.22,5
2471,67,238,1,16,1,130,6.68,15,75.31,11.26,5
2472,33,296,4,6,2,168,5.38,7,60.62,0.04,2
2473,4,165,1,31,1,359,19.34,8,84.83,1.31,2
2474,49,239,5,29,2,192,13.92,18,64.97,6.18,6
2475,26,241,2,23,1,485,6.5,18,78.03,14.97,0
2476,78,172,1,13,5,265,11.39,5,63.58,14.43,9
2477,92,84,2,18,2,86,2.89,4,76.97,11.73,10
2478,3,240,5,46,5,451,12.86,14,93.3,0.33,4
2479,59,296,3,33,4,163,1.12,12,93.47,0.86,9
2480,51,292,3,14,5,72,9.85,18,63.2,7.01,4
2481,74,142,1,15,2,446,12.76,17,63.35,9.46,5
2482,79,233,3,44,4,247,1.71,10,77.75,9.56,9
2483,14,100,5,19,3,137,16.71,2,95.86,11.75,7
2484,68,187,1,20,5,98,14.14,8,88.38,14.78,1
2485,78,153,4,32,1,382,8.03,15,92.81,7.41,1
2486,14,237,1,25,1,203,17.34,18,77.41,1.31,2
2487,52,256,1,46,3,58,5.87,1,94.41,11.04,7
2488,76,63,5,31,2,202,2.47,9,65.45,9.0,1
2489,43,256,3,18,4,276,18.91,18,74.72,12.23,1
2490,68,258,2,11,3,183,12.4,16,78.9,5.95,5
2491,3,285,3,30,3,488,8.01,3,60.17,10.91,0
2492,100,225,3,6,2,238,17.64,20,71.94,13.41,4
2493,99,61,1,33,3,125,13.75,19,76.61,8.15,6
2494,33,94,2,48,2,497,1.16,11,71.07,12.71,2
2495,9,279,5,12,2,266,15.14,12,89.78,8.02,9
2496,35,35,1,8,5,205,5.56,20,86.79,5.67,5
2497,87,248,3,9,4,406,6.33,4,92.83,6.77,1
2498,100,207,1,45,5,277,14.53,9,67.13,3.85,2
2499,76,298,4,47,4,434,18.92,20,80.05,8.81,2
2500,81,89,2,9,3,69,14.89,19,68.8,0.59,7
2501,84,34,4,32,3,329,11.41,10,90.7,5.27,2
2502,28,66,2,20,4,121,17.96,10,70.12,12.67,3
2503,42,242,4,6,4,293,18.26,11,90.86,11.85,9
2504,91,108,4,1,1,378,12.52,20,62.41,11.66,8
2505,29,264,3,6,2,140,19.27,4,99.57,4.72,5
2506,10,144,4,3,3,61,8.94,17,73.99,13.46,0
2507,20,256,2,44,2,160,5.1,18,96.72,4.67,5
2508,7,25,4,9,2,301,1.91,9,92.26,13.46,10
2509,86,281,5,35,4,57,14.23,18,97.54,4.19,6
2510,25,8,5,47,3,95,8.76,5,70.27,0.95,3
2511,83,218,2,26,4,371,5.42,16,66.77,0.7,10
2512,84,274,2,2,3,427,9.59,0,63.26,1.29,8
2513,27,24,4,18,2,120,11.14,17,65.81,6.56,6
2514,83,28,2,23,1,116,16.63,15,76.02,13.57,1
2515,96,101,3,33,4,268,16.66,10,74.64,2.67,10
2516,12,107,3,31,3,288,12.71,10,74.88,6.9,0
2517,77,101,3,34,1,382,7.85,3,84.3,3.22,3
2518,72,78,2,40,5,457,16.58,4,71.71,11.82,5
2519,27,39,4,16,5,383,19.59,1,83.45,14.98,5
2520,47,283,3,26,2,128,15.35,20,79.64,0.57,7
2521,31,137,4,16,2,293,6.4,6,62.75,1.01,2
2522,16,52,4,49,5,248,12.11,19,62.96,5.11,3
2523,75,126,1,23,2,500,16.26,15,64.64,3.6,1
2524,22,207,1,23,5,279,12.4,2,70.18,0.51,8
2525,87,63,4,1,4,343,2.97,8,60.74,5.12,1
2526,78,250,2,7,3,186,13.74,7,66.86,6.08,8
2527,93,233,3,47,2,194,11.44,7,60.16,7.02,7
2528,47,242,1,27,5,149,2.33,14,99.64,1.65,6
2529,56,91,3,6,4,383,3.65,17,75.75,9.04,9
2530,90,156,1,10,3,337,0.94,7,60.18,14.01,8
2531,90,265,3,37,4,261,1.03,11,75.4,12.02,6
2532,36,9,2,37,5,447,10.48,1,82.33,3.04,5
2533,9,182,2,14,5,110,9.69,1,80.97,9.81,5
2534,92,58,2,8,2,190,8.51,17,89.88,10.59,4
2535,7,36,1,36,4,448,1.07,18,83.16,2.52,5
2536,36,74,5,13,2,155,3.08,5,68.62,12.08,9
2537,20,277,1,31,5,277,18.59,6,63.51,11.08,3
2538,24,17,4,9,2,205,3.42,9,65.03,6.93,8
2539,100,219,4,8,5,269,6.57,6,88.99,11.82,3
2540,76,130,4,7,5,366,18.17,18,76.59,2.02,2
2541,26,257,1,4,1,212,19.89,13,71.96,11.11,0
2542,23,105,2,7,5,383,13.21,2,63.72,8.22,7
2543,87,173,5,40,3,299,12.34,18,93.27,8.46,8
2544,68,230,2,40,2,471,7.45,12,71.36,10.82,3
2545,1,283,2,31,2,418,8.08,19,76.36,3.63,4
2546,86,62,5,19,4,392,16.09,18,87.59,11.63,1
2547,62,276,2,33,4,426,11.94,0,95.1,6.66,0
2548,61,246,4,5,5,302,6.15,7,82.91,0.75,0
2549,49,2,1,12,2,490,2.54,6,69.26,14.33,9
2550,51,295,5,1,1,161,17.95,14,98.22,0.19,6
2551,35,66,1,17,2,385,6.05,12,65.77,12.74,9
2552,17,193,1,43,3,419,8.47,17,72.57,4.13,10
2553,90,74,1,30,2,280,13.15,20,89.68,2.75,0
2554,100,269,1,3,5,407,0.74,2,92.97,6.97,7
2555,49,62,1,17,3,319,17.63,14,91.73,7.74,7
2556,85,36,2,23,4,303,17.69,0,70.11,6.71,1
2557,99,294,4,27,5,205,13.28,11,86.91,12.64,7
2558,12,220,1,39,1,144,6.16,19,60.38,6.21,2
2559,46,92,2,47,3,114,17.55,10,70.67,12.18,10
2560,67,206,5,24,2,231,19.82,17,89.19,1.92,2
2561,86,18,1,15,3,121,3.92,16,70.9,14.79,3
2562,49,140,4,8,1,156,19.34,14,81.85,9.27,8
2563,21,182,3,13,4,396,7.99,5,66.1,1.13,9
2564,31,89,3,38,3,242,6.84,16,73.51,13.01,0
2565,95,279,1,33,2,172,2.37,5,91.83,8.25,5
2566,100,129,1,26,1,361,5.23,17,94.55,1.57,2
2567,11,202,2,31,3,448,14.56,17,75.3,13.18,7
2568,35,198,3,10,2,336,10.95,0,71.15,11.09,0
2569,19,98,2,43,5,195,9.77,1,69.13,13.33,3
2570,60,82,2,22,3,422,2.12,0,67.21,8.64,1
2571,41,182,2,26,4,367,18.75,5,76.8,5.56,0
2572,27,18,3,39,4,329,8.31,18,90.56,11.41,8
2573,83,181,4,29,3,316,5.87,4,97.66,1.89,4
2574,74,220,2,47,1,436,13.21,20,93.26,1.57,10
2575,45,117,5,3,1,347,19.93,13,76.32,7.64,6
2576,2,232,4,48,4,150,18.18,13,70.35,2.04,4
2577,89,140,1,35,3,82,14.51,15,87.43,3.65,10
2578,79,60,5,13,4,329,11.7,6,86.25,6.24,0
2579,52,108,3,46,1,454,3.16,16,99.37,3.57,0
2580,53,180,1,21,1,136,7.66,14,85.13,5.62,0
2581,12,282,4,33,3,303,5.64,19,91.41,8.4,6
2582,63,97,4,48,4,315,14.45,4,62.55,13.57,8
2583,50,58,3,46,1,195,10.21,14,86.32,13.36,6
2584,85,20,1,26,2,90,7.67,20,65.45,8.27,2
2585,34,44,1,24,2,349,8.42,0,88.42,6.25,9
2586,39,88,4,27,4,362,18.5,6,71.58,4.51,5
2587,40,3,2,16,1,293,0.14,9,91.13,8.29,2
2588,14,137,1,10,5,115,18.39,15,65.74,1.33,10
2589,93,161,4,33,3,59,19.35,5,96.57,12.73,1
2590,53,153,3,36,2,239,6.97,5,96.92,4.62,7
2591,65,191,4,33,5,300,14.76,3,62.42,12.69,8
2592,43,143,5,41,5,184,12.9,1,77.14,9.33,8
2593,81,256,4,37,4,497,3.52,13,93.18,8.51,7
2594,35,36,3,45,2,368,8.5,4,92.98,12.57,1
2595,1,81,3,49,3,291,15.64,13,61.48,12.95,0
2596,57,282,1,11,4,297,7.37,3,71.63,4.73,7
2597,46,193,5,35,1,236,5.01,19,64.71,13.06,2
2598,31,292,1,29,2,204,11.8,15,72.63,14.45,10
2599,65,60,5,13,3,207,1.6,17,96.12,6.64,6
2600,19,189,1,22,1,436,9.9,13,73.17,5.16,10
2601,90,179,1,47,1,183,10.54,9,62.11,4.4,8
2602,21,297,4,12,4,438,19.88,15,87.79,8.34,9
2603,57,190,4,13,5,396,12.73,4,86.54,10.38,0
2604,49,223,1,16,3,339,2.4,3,88.42,10.54,0
2605,37,2,3,23,4,301,14.2,0,75.18,5.36,9
2606,68,261,5,7,4,199,13.42,9,72.74,3.65,4
2607,21,16,4,35,5,257,14.78,16,72.55,3.21,10
2608,28,257,2,18,4,409,3.81,9,84.72,2.74,3
2609,88,234,4,4,1,176,7.04,5,81.16,13.88,5
2610,89,295,1,9,4,94,19.1,14,73.63,14.15,2
2611,100,261,3,38,3,461,2.62,19,65.72,0.73,4
2612,57,21,3,48,1,461,15.75,17,63.63,0.92,0
2613,90,128,3,30,5,411,14.53,17,82.44,10.89,0
2614,29,130,1,17,2,356,3.29,6,68.67,11.46,1
2615,89,178,2,50,5,106,8.68,7,95.73,12.78,0
2616,14,80,5,45,2,237,12.45,9,76.25,5.6,4
2617,18,275,4,3,2,243,11.78,20,88.11,11.08,4
2618,11,300,4,47,5,153,5.48,2,85.28,3.04,2
2619,54,265,2,26,2,287,3.21,4,91.37,5.82,4
2620,79,117,2,47,5,60,6.02,20,88.86,3.4,5
2621,70,109,2,18,3,51,19.03,4,97.95,8.06,9
2622,59,223,3,49,5,457,3.98,15,98.08,7.04,2
2623,36,56,5,21,1,440,10.81,3,95.02,1.3,10
2624,89,251,1,20,2,202,8.05,19,76.61,8.01,5
2625,12,201,3,2,2,185,13.52,12,92.81,1.24,4
2626,17,82,5,37,3,408,18.9,10,90.32,4.09,7
2627,37,136,1,43,1,130,4.47,13,61.09,5.71,9
2628,50,245,4,26,5,387,5.57,4,71.44,1.04,3
2629,90,258,5,37,1,358,5.32,7,87.31,14.37,6
2630,83,242,4,44,4,345,3.13,18,84.48,0.87,5
2631,17,11,5,27,5,311,9.13,10,97.5,9.59,7
2632,79,187,2,5,4,185,13.7,12,67.99,11.04,6
2633,15,59,4,27,3,478,2.27,16,88.16,3.4,5
2634,42,137,1,21,1,231,11.67,14,80.2,5.91,3
2635,32,96,4,10,1,401,1.98,15,65.89,8.15,4
2636,88,77,1,37,5,307,6.4,14,76.29,13.86,2
2637,75,288,2,50,3,272,9.06,9,97.34,5.28,3
2638,42,80,3,22,1,265,8.48,6,72.12,0.52,9
2639,81,67,2,5,2,317,16.63,8,78.32,2.57,6
2640,45,108,5,46,5,286,13.5,9,76.55,7.67,4
2641,29,141,4,22,2,155,13.35,8,98.95,14.25,5
2642,44,244,3,6,4,157,2.42,5,68.7,4.49,5
2643,93,84,2,42,4,224,9.0,10,80.86,12.77,6
2644,87,11,4,34,5,171,4.92,16,78.36,2.83,3
2645,60,74,2,30,4,343,6.82,10,82.37,1.6,1
2646,58,102,1,29,5,179,10.11,4,78.03,4.35,4
2647,9,276,5,7,1,412,19.4,16,79.12,10.45,8
2648,84,270,2,27,1,63,19.27,19,64.16,9.44,3
2649,1,182,3,6,3,210,12.12,7,98.34,14.69,7
2650,67,266,2,46,5,109,17.02,3,99.29,2.88,7
2651,44,277,2,23,2,137,8.92,3,69.7,12.46,6
2652,82,217,5,16,5,315,6.76,8,86.71,8.81,2
2653,6,130,4,27,3,165,2.39,7,72.64,9.92,5
2654,71,219,3,38,4,328,5.05,15,62.47,13.65,0
2655,100,292,4,8,3,444,19.6,18,81.41,10.35,0
2656,30,161,1,31,5,385,6.63,2,94.53,8.25,7
2657,34,74,1,27,3,139,19.81,3,76.82,12.96,6
2658,75,226,3,28,2,111,14.24,5,80.89,0.33,7
2659,7,282,1,20,2,323,7.08,17,89.88,14.84,6
2660,69,245,3,34,3,100,4.79,4,60.2,5.74,8
2661,11,174,4,7,3,213,2.58,13,84.68,7.52,4
2662,42,86,1,42,4,314,17.43,6,88.28,1.87,7
2663,83,244,1,48,2,352,8.09,16,61.35,0.38,3
2664,20,165,2,25,2,281,18.14,7,85.82,6.49,9
2665,66,41,1,8,4,325,19.63,20,60.77,8.61,4
2666,5,172,4,9,4,334,0.34,9,98.1,2.08,6
2667,84,38,1,6,1,310,19.19,6,70.05,8.89,1
2668,22,198,5,19,4,293,1.99,0,84.93,12.19,0
2669,95,190,1,34,1,68,18.53,6,97.1,9.75,3
2670,31,239,1,31,3,321,17.63,5,95.49,1.27,2
2671,91,209,5,12,4,482,7.06,14,97.89,4.51,2
2672,88,14,5,18,4,420,6.9,7,99.92,0.11,2
2673,5,56,3,12,1,71,10.84,14,94.29,8.8,1
2674,86,70,5,13,2,335,5.93,10,85.01,1.05,9
2675,95,148,2,3,2,215,4.13,8,72.03,10.53,8
2676,86,264,5,44,3,404,17.47,3,87.28,9.47,4
2677,42,181,4,44,3,148,8.84,12,90.08,12.0,0
2678,78,290,5,18,5,203,15.78,8,65.18,2.02,10
2679,99,144,1,1,4,128,14.38,12,72.9,8.21,5
2680,48,21,1,45,5,354,13.49,20,69.79,0.19,8
2681,35,73,3,3,1,373,15.95,8,63.32,14.5,0
2682,48,98,3,21,1,148,19.91,0,97.3,5.14,7
2683,78,82,4,14,3,129,4.59,10,77.69,13.65,1
2684,92,188,2,12,5,398,0.57,20,64.68,9.74,8
2685,59,86,3,2,4,492,4.3,20,61.8,14.98,5
2686,14,210,3,49,3,129,5.77,18,73.03,5.66,6
2687,98,296,2,32,5,201,18.56,11,93.41,13.35,2
2688,31,133,3,14,2,58,13.37,9,66.17,2.18,9
2689,49,64,4,48,5,201,0.05,20,84.47,1.3,4
2690,79,157,2,25,5,56,17.8,13,87.76,2.58,8
2691,27,164,4,22,2,312,2.72,18,81.0,3.44,10
2692,43,222,5,20,2,148,2.8,8,92.74,0.98,1
2693,70,249,2,3,3,493,18.12,4,80.74,6.68,7
2694,85,167,2,26,3,210,19.37,1,74.84,4.98,7
2695,51,294,5,12,3,365,1.26,6,74.0,5.5,2
2696,15,112,5,17,5,126,9.31,0,98.32,8.51,10
2697,65,16,5,39,5,244,13.68,18,81.72,9.22,10
2698,84,3,1,21,1,116,3.74,20,93.59,12.5,6
2699,63,279,2,27,2,233,0.54,3,86.77,6.0,10
2700,50,177,2,42,1,287,17.09,5,74.81,7.78,6
2701,53,23,3,45,5,370,13.36,18,79.95,5.17,5
2702,71,296,1,48,2,218,13.26,17,97.29,1.99,9
2703,28,13,2,1,5,83,18.45,1,92.69,6.36,6
2704,21,106,5,25,5,416,6.34,16,92.58,1.94,2
2705,53,9,5,32,4,334,14.89,13,73.78,14.62,8
2706,17,188,2,47,2,332,4.72,19,87.35,13.17,7
2707,12,189,1,29,3,84,2.98,1,78.81,12.6,9
2708,10,262,1,12,1,256,14.81,2,85.32,9.01,7
2709,87,26,2,38,2,270,0.64,17,94.9,11.17,1
2710,90,216,2,46,4,122,15.15,15,82.7,11.58,6
2711,16,113,2,1,3,406,1.17,1,93.6,9.47,1
2712,52,29,4,15,3,138,19.28,20,65.18,9.73,10
2713,59,126,1,34,4,185,5.4,3,72.56,13.69,6
2714,78,77,5,34,1,463,18.97,8,74.16,12.0,9
2715,90,278,3,22,3,82,16.68,1,78.43,14.5,9
2716,57,102,1,31,5,411,12.25,2,90.15,10.44,2
2717,49,190,1,10,2,477,14.53,1,84.44,14.52,2
2718,18,148,3,25,5,425,2.51,0,93.83,8.51,9
2719,78,220,3,40,1,388,7.02,16,79.6,1.4,8
2720,3,185,1,45,5,80,0.76,20,81.11,5.43,6
2721,27,116,1,27,4,315,2.94,5,87.9,7.88,3
2722,35,169,5,24,1,139,17.39,19,99.4,13.7,3
2723,100,124,1,37,5,431,18.0,10,69.16,10.2,7
