Infra_id,Date_id,Systeme_id,Employe_id,Taux_disponibilité_système,Nb_incidents_résolus,Temps_moyen_résolution,Taux_conformité_normes,Taux_reponse_plateforme
2196,14,48,50,97.32,16,39.44,94.1,93.4
2197,41,35,60,91.79,30,31.72,85.06,93.1
2198,21,45,263,90.57,16,25.32,90.89,84.62
2199,1,44,177,86.83,17,24.56,89.67,73.25
2200,62,35,193,87.3,36,45.95,93.74,72.55
2201,7,15,291,84.43,35,44.46,75.75,95.45
2202,3,15,107,95.25,28,34.18,77.36,75.6
2203,58,23,179,81.56,15,26.79,82.21,70.54
2204,73,10,259,91.19,32,0.71,70.96,89.15
2205,74,21,187,99.73,13,1.58,93.24,89.72
2206,7,42,63,89.91,0,3.34,94.7,83.1
2207,70,25,40,90.68,47,9.14,85.75,91.89
2208,9,49,188,97.97,40,29.1,70.02,91.16
2209,78,9,238,86.9,30,30.31,96.41,84.77
2210,26,42,164,85.96,27,28.22,74.74,98.48
2211,79,2,220,94.64,49,28.46,81.59,97.81
2212,39,31,114,82.79,46,3.17,94.94,86.35
2213,91,31,256,98.08,18,41.18,99.6,85.89
2214,32,37,158,95.85,47,8.03,83.45,73.42
2215,56,4,244,91.62,44,1.12,96.25,79.84
2216,39,44,107,84.54,42,39.01,84.32,71.14
2217,66,9,213,91.22,13,39.13,92.45,84.36
2218,62,10,177,80.81,12,20.46,79.58,76.25
2219,19,39,91,99.61,17,10.56,81.78,90.8
2220,83,20,45,98.36,33,3.02,74.98,90.79
2221,32,42,175,85.24,20,17.14,96.74,85.94
2222,22,35,13,91.45,16,20.26,89.55,91.58
2223,65,26,32,85.29,9,37.7,76.13,78.25
2224,67,42,194,96.27,24,43.51,81.14,86.71
2225,39,2,222,87.3,9,24.71,98.3,77.7
2226,62,15,117,93.59,4,5.79,86.69,86.53
2227,12,18,213,87.52,11,42.98,70.14,85.6
2228,52,6,193,99.36,10,23.67,81.42,71.02
2229,50,39,119,93.15,32,13.31,98.03,91.18
2230,58,49,142,97.28,44,26.74,95.25,78.82
2231,99,39,39,80.66,34,17.23,78.63,81.02
2232,55,32,225,95.53,9,5.46,90.57,72.49
2233,74,46,258,94.79,41,19.64,86.92,75.84
2234,49,30,220,89.4,47,6.46,87.2,98.52
2235,18,23,258,84.87,8,31.7,98.23,85.2
2236,56,38,22,94.85,38,7.7,89.52,89.49
2237,14,21,257,93.71,34,36.26,82.71,80.52
2238,8,34,62,80.82,32,7.52,76.93,77.32
2239,37,39,217,90.61,23,40.86,88.04,96.37
2240,52,30,186,92.91,6,30.7,82.22,70.25
2241,12,2,125,98.21,42,26.64,93.5,98.26
2242,83,11,220,95.0,42,43.53,98.57,99.07
2243,39,46,10,84.45,47,25.96,87.1,88.72
2244,76,36,286,81.11,40,11.52,94.87,91.5
2245,31,6,27,95.44,15,37.13,91.45,83.21
2246,99,24,194,97.63,43,39.1,93.19,92.26
2247,38,22,247,81.35,9,16.67,93.03,96.06
2248,81,46,157,88.49,17,45.13,92.04,71.73
2249,92,2,150,98.21,24,46.22,71.43,89.4
2250,49,19,155,80.72,50,11.25,93.92,83.05
2251,28,29,299,86.85,28,22.37,83.89,71.23
2252,50,15,227,92.13,23,45.39,97.28,73.49
2253,15,44,205,99.74,42,17.18,81.49,79.06
2254,35,20,238,84.63,24,28.36,89.1,97.63
2255,49,14,92,96.26,4,17.65,77.02,98.99
2256,67,1,148,86.79,26,25.93,72.19,89.11
2257,11,49,148,95.37,39,38.55,85.36,98.78
2258,77,43,35,81.52,49,44.14,79.28,77.15
2259,9,30,240,99.99,25,22.33,95.31,71.1
2260,87,18,124,89.34,38,41.31,72.31,81.89
2261,32,47,93,97.3,50,31.02,83.73,76.0
2262,75,22,19,98.46,24,6.19,87.21,80.88
2263,26,3,34,94.34,45,24.08,89.61,87.63
2264,86,14,257,85.06,0,22.39,96.76,95.54
2265,69,31,275,97.77,13,40.03,80.75,73.77
2266,55,2,120,87.95,49,32.32,76.85,82.92
2267,68,45,236,80.14,37,28.06,84.05,73.35
2268,20,9,96,95.99,23,24.17,97.52,71.1
2269,96,38,198,95.47,40,10.59,77.18,85.54
2270,23,23,281,93.03,22,39.17,91.23,84.26
2271,54,21,70,94.27,20,27.84,71.98,77.59
2272,6,49,212,80.0,24,12.17,98.87,92.89
2273,1,42,64,99.89,24,37.88,88.6,91.49
2274,79,39,200,88.68,2,36.54,88.07,84.11
2275,85,43,170,97.59,10,40.0,99.32,77.36
2276,62,49,5,86.05,10,3.14,92.41,87.84
2277,12,14,221,82.07,15,39.82,76.53,93.32
2278,20,31,68,98.32,19,38.78,72.58,87.08
2279,65,13,101,80.9,4,6.81,79.3,77.94
2280,49,20,141,84.62,23,44.63,77.21,70.19
2281,96,47,25,90.23,3,31.31,79.46,92.89
2282,58,43,145,88.08,11,40.84,83.59,93.27
2283,58,48,98,86.3,21,12.73,84.62,86.17
2284,42,32,247,80.39,30,17.21,93.31,78.47
2285,66,44,202,90.51,33,27.21,91.37,98.35
2286,49,34,202,97.73,43,6.42,74.84,74.91
2287,79,44,187,80.66,20,38.12,80.79,74.04
2288,32,20,156,81.87,10,37.2,79.68,84.19
2289,96,15,77,84.05,4,27.33,93.63,82.54
2290,33,37,85,90.06,24,23.17,87.46,73.45
2291,59,8,107,87.2,26,30.99,98.4,71.16
2292,60,20,300,97.41,28,5.47,91.11,87.67
2293,10,33,51,95.9,2,42.23,93.0,96.3
2294,3,31,273,98.37,40,41.63,99.06,74.65
2295,42,3,28,91.09,43,4.8,84.19,99.84
2296,13,26,105,90.48,21,41.02,91.07,82.76
2297,43,10,194,97.63,11,42.35,97.03,89.8
2298,86,39,25,82.68,5,34.53,88.97,84.74
2299,17,5,187,84.82,13,36.39,99.81,73.69
2300,62,47,108,91.92,16,31.69,88.6,84.44
2301,12,8,152,89.14,2,46.71,95.12,85.9
2302,66,10,171,80.23,32,34.1,89.94,99.46
2303,72,50,203,81.85,41,36.39,86.27,86.97
2304,24,26,157,81.95,1,30.47,70.51,74.43
2305,88,31,203,85.81,39,5.23,88.52,85.08
2306,94,32,200,88.81,43,19.64,88.35,76.36
2307,91,4,162,97.92,41,24.43,72.62,72.21
2308,84,42,126,87.36,42,35.59,70.81,97.77
2309,6,1,128,84.57,37,18.11,96.89,98.98
2310,27,16,173,86.26,21,36.38,82.9,86.16
2311,97,6,158,82.32,5,26.69,86.74,95.98
2312,36,19,21,81.14,18,4.12,91.82,99.49
2313,80,18,147,85.74,2,38.7,79.41,94.81
2314,23,18,220,93.67,22,9.6,80.21,82.66
2315,85,38,161,87.66,25,14.77,75.88,76.92
2316,18,10,156,87.78,2,20.21,80.82,86.22
2317,78,16,268,86.86,35,9.23,74.21,73.48
2318,23,36,293,94.64,46,1.41,99.21,92.96
2319,70,28,142,97.54,29,36.11,97.15,79.97
2320,56,8,40,98.93,35,4.26,78.23,77.45
2321,37,30,86,88.04,47,26.66,76.12,82.83
2322,90,29,58,85.58,46,14.48,75.52,74.13
2323,89,31,156,99.57,2,40.53,94.95,99.58
2324,84,27,122,85.27,48,22.27,94.55,82.09
2325,43,39,222,98.37,32,21.73,92.24,76.43
2326,75,47,225,96.83,44,20.33,89.11,98.66
2327,68,14,184,94.51,38,26.59,72.71,79.72
2328,68,26,221,86.6,9,41.6,83.81,72.1
2329,38,7,101,89.04,11,35.71,76.83,97.46
2330,29,41,170,85.52,25,5.56,97.15,73.51
2331,32,31,123,90.62,49,20.32,81.49,97.18
2332,91,42,242,86.26,9,13.23,95.36,90.99
2333,1,22,248,81.5,23,17.69,71.37,75.7
2334,21,33,240,81.51,46,27.53,80.6,80.57
2335,19,25,95,96.38,25,24.09,81.76,82.21
2336,43,37,176,93.09,9,35.39,99.79,98.35
2337,45,35,94,91.68,1,21.57,79.82,85.78
2338,49,6,225,97.37,50,5.51,97.04,82.1
2339,6,37,225,81.44,3,16.73,90.72,74.23
2340,78,13,198,84.91,29,41.49,78.31,91.52
2341,5,43,226,90.77,15,41.26,73.92,93.98
2342,18,17,19,91.3,23,35.67,78.79,90.94
2343,47,3,293,98.3,49,18.39,77.89,72.5
2344,98,30,86,95.13,8,32.03,86.24,99.71
2345,49,45,99,80.39,25,17.96,99.11,80.37
2346,18,31,187,92.56,17,45.57,70.27,92.42
2347,100,25,58,86.06,39,37.25,78.84,90.5
2348,14,30,18,83.3,46,25.34,92.11,90.12
2349,8,2,86,90.02,28,42.9,76.66,76.34
2350,66,29,2,88.77,17,26.38,72.66,77.15
2351,91,10,43,84.22,29,35.89,78.88,77.72
2352,32,24,21,91.35,18,28.31,79.86,83.5
2353,80,35,268,95.68,44,12.63,75.79,99.03
2354,9,4,63,94.61,5,20.48,82.79,79.86
2355,89,8,271,83.4,11,6.03,82.2,97.29
2356,45,31,10,94.92,15,45.29,79.13,98.48
2357,15,34,9,82.5,10,30.86,78.49,87.82
2358,12,36,230,88.03,22,42.43,91.9,76.65
2359,61,36,273,91.63,50,47.47,94.15,97.38
2360,86,11,84,95.24,0,25.03,88.76,75.39
2361,9,17,285,96.58,27,17.52,94.71,77.86
2362,72,18,226,81.44,29,47.38,89.95,85.67
2363,75,24,94,98.25,32,38.09,85.24,91.23
2364,72,28,189,80.93,14,6.39,87.76,72.07
2365,61,20,300,80.21,7,42.96,79.51,80.88
2366,37,36,128,98.09,0,22.39,99.65,99.03
2367,47,39,58,86.12,30,33.4,78.74,83.85
2368,14,23,277,98.21,27,31.98,89.3,87.08
2369,74,30,84,99.55,48,33.62,90.98,87.67
2370,5,33,117,96.15,46,42.42,83.03,91.68
2371,71,44,228,91.37,50,4.53,84.31,94.68
2372,22,22,137,83.52,16,41.78,95.81,74.85
2373,50,31,223,87.64,1,36.5,77.58,82.87
2374,4,20,56,82.51,1,44.32,77.21,84.11
2375,95,12,53,82.43,18,27.85,80.2,98.83
2376,13,38,276,90.88,25,20.46,94.84,90.19
2377,98,22,53,82.9,39,4.27,88.89,86.83
2378,93,17,173,83.37,48,31.55,94.83,86.09
2379,88,25,139,91.08,44,9.03,89.1,98.53
2380,27,47,236,95.68,1,46.5,72.75,86.51
2381,90,49,21,96.22,32,27.1,88.47,77.37
2382,35,4,190,96.19,10,11.53,90.82,88.72
2383,20,6,66,89.32,11,15.15,74.03,82.63
2384,59,44,136,91.14,38,39.11,94.97,75.53
2385,38,32,69,95.58,37,14.96,73.42,80.07
2386,85,21,134,83.08,44,11.61,81.68,89.5
2387,82,43,34,90.25,27,21.8,75.98,78.11
2388,22,3,150,84.99,27,44.71,71.0,92.26
2389,24,17,81,92.97,35,26.06,78.66,96.33
2390,86,33,141,99.16,27,14.12,88.16,72.99
2391,60,25,194,94.74,13,6.39,77.3,81.18
2392,32,32,237,92.94,3,15.8,87.55,75.31
2393,76,47,291,93.52,15,38.95,91.31,76.0
2394,2,40,50,82.91,20,4.99,92.67,76.43
2395,92,32,137,98.04,26,5.4,80.55,98.3
2396,86,34,216,89.55,27,40.54,89.97,92.24
2397,80,48,121,93.87,0,16.32,96.32,71.91
2398,73,29,261,99.65,38,27.01,93.2,92.15
2399,16,41,13,99.11,30,34.0,89.09,90.49
2400,13,20,71,94.24,10,26.28,93.95,77.97
2401,11,28,2,91.17,39,47.01,85.1,71.3
2402,30,28,237,83.87,4,30.69,95.24,80.62
2403,57,46,36,96.84,7,29.16,97.18,91.22
2404,58,48,151,82.36,36,40.74,91.9,92.48
2405,53,46,54,81.76,33,24.62,80.81,96.14
2406,57,47,89,92.75,20,5.2,83.9,73.37
2407,100,1,198,92.78,24,7.6,84.63,98.48
2408,83,22,179,92.9,12,36.31,70.65,77.6
2409,22,28,266,94.06,20,18.75,85.99,83.35
2410,59,18,32,90.09,18,38.93,83.87,84.41
2411,7,43,289,83.12,46,17.98,71.91,72.76
2412,61,35,287,98.4,13,45.88,99.53,91.92
2413,94,9,95,83.02,48,14.05,87.95,78.65
2414,40,43,76,80.38,14,1.93,88.87,76.47
2415,51,11,95,90.89,38,30.42,91.6,85.65
2416,15,9,155,83.18,2,24.62,95.59,95.29
2417,58,49,99,85.02,0,13.97,97.74,96.6
2418,90,3,38,95.66,20,3.66,94.87,97.53
2419,38,42,198,84.31,20,26.65,79.0,98.94
2420,4,8,258,96.38,24,46.3,77.83,82.3
2421,7,50,254,98.63,18,38.39,77.9,85.79
2422,16,43,59,88.86,44,42.66,88.26,87.93
2423,19,34,45,94.74,40,37.75,82.37,97.61
2424,91,31,135,86.67,33,39.04,80.57,72.47
2425,97,5,51,84.14,11,3.44,71.98,76.98
2426,85,8,94,93.57,28,25.41,74.19,88.07
2427,1,8,211,90.64,19,19.85,87.62,76.77
2428,90,35,43,84.8,26,11.89,87.32,87.42
2429,49,36,265,88.37,23,39.45,79.53,88.56
2430,44,24,121,99.55,8,36.41,86.82,91.98
2431,5,46,135,88.96,14,8.49,85.05,78.75
2432,67,41,144,94.71,19,24.83,89.78,79.14
2433,3,19,18,85.99,44,2.26,72.81,73.09
2434,63,16,274,89.17,50,38.67,99.0,99.13
2435,94,17,21,85.59,26,14.18,98.15,94.65
2436,19,28,49,83.46,45,10.12,98.68,98.98
2437,26,42,180,82.46,41,44.24,73.18,96.26
2438,51,29,10,87.15,33,45.78,85.09,88.01
2439,15,49,202,96.96,33,33.0,93.34,80.37
2440,53,6,12,82.91,35,32.44,84.81,89.05
2441,2,7,164,92.78,37,29.47,70.62,77.98
2442,58,25,201,86.39,32,41.73,95.26,89.17
2443,100,14,57,88.78,16,8.28,87.5,74.59
2444,10,8,191,99.4,29,21.41,71.31,87.57
2445,8,23,117,97.84,3,29.11,75.09,75.62
2446,20,40,74,88.22,13,4.71,83.95,71.84
2447,40,31,67,91.77,30,43.69,77.18,71.54
2448,87,12,109,87.45,19,43.95,75.28,70.18
2449,8,43,204,96.71,40,47.55,70.2,96.21
2450,23,11,63,86.79,33,27.35,96.21,95.33
2451,38,49,13,82.93,21,29.18,83.53,91.73
2452,86,8,71,95.49,11,36.83,76.75,89.43
2453,21,3,198,90.3,18,19.61,74.72,81.18
2454,68,4,215,84.4,4,45.9,71.32,87.66
2455,55,5,99,94.27,2,6.21,87.36,87.56
2456,56,6,29,86.58,5,25.16,92.11,71.03
2457,43,18,208,95.27,34,30.1,74.47,90.1
2458,40,12,65,97.26,47,44.56,93.62,95.92
2459,40,40,23,99.05,44,37.76,72.19,90.93
2460,41,2,18,98.9,43,0.64,88.13,83.96
2461,39,45,43,87.05,50,38.94,98.99,72.69
2462,7,10,33,85.15,4,6.13,73.41,87.18
2463,68,17,108,83.78,1,35.64,73.97,76.35
2464,8,28,32,91.27,45,35.93,83.36,77.02
2465,80,44,189,94.12,27,46.58,87.11,80.15
2466,37,42,174,88.68,41,19.53,94.21,77.35
2467,56,43,30,94.81,21,40.5,93.22,78.24
2468,64,43,197,96.25,12,0.71,83.26,94.93
2469,89,27,162,81.36,46,19.25,94.67,88.52
2470,68,41,141,96.63,37,7.22,73.4,71.41
2471,79,38,96,85.88,49,9.2,98.79,71.69
2472,12,41,80,98.53,17,17.78,89.63,82.97
2473,90,23,290,94.1,6,21.73,99.47,87.09
2474,62,46,42,88.49,12,13.08,75.86,87.45
2475,42,14,158,91.04,35,16.09,70.71,89.42
2476,1,33,230,87.78,24,36.09,80.84,77.07
2477,49,23,148,87.69,25,25.06,70.43,77.16
2478,14,48,146,82.54,29,3.59,80.07,93.46
2479,31,8,145,94.9,4,1.81,80.59,97.69
2480,21,12,18,88.9,3,13.65,82.27,89.69
2481,7,21,166,95.86,17,11.26,71.93,92.03
2482,94,9,140,83.03,40,30.42,85.92,77.0
2483,61,45,55,82.57,26,1.03,85.63,93.1
2484,76,36,27,92.91,29,11.6,79.74,80.84
2485,27,28,134,85.96,49,12.36,70.0,71.9
2486,40,29,30,81.3,34,1.6,97.89,71.09
2487,30,20,112,95.21,25,32.3,92.7,70.52
2488,59,50,163,89.35,42,22.89,76.41,88.99
2489,74,32,183,92.87,40,39.0,96.07,93.03
2490,68,31,44,87.77,13,14.75,92.04,88.97
2491,55,48,42,86.16,37,9.55,72.91,93.24
2492,69,22,242,91.46,4,13.25,86.26,86.08
2493,96,12,221,81.44,4,35.3,70.21,74.31
2494,22,5,232,99.91,16,17.99,98.65,83.4
2495,93,34,31,89.34,27,15.59,78.4,72.22
2496,35,49,260,95.17,47,23.44,99.61,99.11
2497,54,16,292,99.4,20,35.41,70.42,72.18
2498,49,27,58,93.51,32,40.11,94.53,92.03
2499,5,50,30,85.8,37,46.15,94.46,75.96
2500,83,36,39,82.24,32,18.09,92.13,78.67
2501,99,28,118,94.27,11,41.6,87.85,74.96
2502,40,11,50,87.89,11,22.04,77.82,83.19
2503,6,39,24,85.35,48,2.91,85.91,91.2
2504,17,16,110,96.02,33,10.62,85.75,73.24
2505,28,43,101,93.0,8,46.68,83.87,96.79
2506,68,37,114,94.11,45,4.49,74.53,80.76
2507,30,10,294,89.51,33,21.62,92.49,71.32
2508,23,42,156,80.94,47,45.82,91.26,84.22
2509,96,20,256,88.0,43,27.42,74.53,79.32
2510,95,30,67,84.51,16,14.71,90.03,93.72
2511,90,31,96,85.63,17,8.35,95.04,86.49
2512,97,35,276,90.72,13,3.4,92.12,89.05
2513,61,50,235,91.28,46,45.71,77.41,88.48
2514,11,9,209,86.26,29,22.16,88.82,80.36
2515,47,42,155,84.22,22,38.5,99.12,90.82
2516,43,39,182,87.05,41,19.66,88.54,82.33
2517,70,19,148,88.5,7,14.41,95.51,96.4
2518,79,40,78,84.11,28,21.39,91.95,98.56
2519,47,24,157,95.19,46,12.75,84.57,89.97
2520,98,13,89,91.57,1,27.43,74.52,71.54
2521,72,34,201,84.33,40,22.75,97.11,83.83
2522,26,34,208,98.73,29,10.97,72.25,96.0
2523,88,13,137,99.79,32,29.92,88.68,97.32
2524,47,40,297,82.22,5,35.41,75.72,86.08
2525,75,22,145,80.29,12,43.48,80.07,95.42
2526,86,1,160,98.68,21,33.37,89.52,78.82
2527,54,16,236,97.69,39,22.56,86.34,89.18
2528,32,10,131,90.81,6,6.74,84.93,92.4
2529,64,49,268,80.45,40,35.81,84.19,96.06
2530,33,21,72,89.45,40,29.19,81.82,70.52
2531,91,31,203,88.95,26,33.68,90.94,95.81
2532,78,24,89,90.15,19,45.62,73.55,87.49
2533,94,45,248,95.33,9,13.36,84.44,87.55
2534,73,20,94,85.85,33,2.94,74.78,82.55
2535,56,1,261,88.03,8,39.83,94.22,91.46
2536,24,15,220,98.78,5,32.48,78.08,95.94
2537,53,16,174,98.37,18,41.97,97.02,91.55
2538,3,36,79,84.17,48,11.91,84.25,95.92
2539,86,11,41,85.43,43,26.76,78.2,89.54
2540,9,24,120,97.44,26,36.21,83.86,95.56
2541,60,44,44,86.21,46,25.22,91.14,87.81
2542,8,27,122,92.49,50,14.68,77.66,86.13
2543,69,6,254,96.16,43,11.03,73.5,81.87
2544,100,8,50,81.16,1,13.12,95.28,94.68
2545,66,43,204,84.15,30,13.82,72.18,74.23
2546,4,44,264,99.27,1,42.62,93.05,86.1
2547,15,50,6,87.18,6,7.75,91.45,92.75
2548,39,12,298,83.46,23,24.93,84.56,98.84
2549,62,40,115,84.69,28,11.94,85.41,75.8
2550,58,19,230,90.22,15,7.19,73.68,70.52
2551,42,14,96,91.59,34,22.68,72.85,84.55
2552,32,9,300,98.15,9,29.91,96.0,92.57
2553,72,2,141,94.77,29,46.03,83.22,70.75
2554,80,26,39,92.17,0,2.2,78.75,81.97
2555,55,19,88,92.73,16,39.9,87.1,77.76
2556,80,7,222,85.99,27,36.15,79.86,88.22
2557,30,47,204,92.16,26,36.73,99.78,98.01
2558,80,17,240,99.25,20,27.95,74.98,98.72
2559,34,32,197,95.83,45,42.0,76.37,85.57
2560,6,14,294,84.05,32,36.94,93.33,94.51
2561,87,18,81,88.13,25,12.31,70.46,94.18
2562,98,49,147,81.21,10,22.47,99.14,93.48
2563,5,27,220,93.52,23,3.58,92.93,80.0
2564,38,2,288,83.62,45,14.42,87.0,81.8
2565,71,46,155,90.16,25,28.64,82.76,91.29
2566,19,41,70,83.86,41,19.13,89.93,95.67
2567,54,20,286,96.57,1,20.58,76.87,98.54
2568,54,18,136,84.57,49,6.86,98.0,76.46
2569,60,14,252,97.4,20,40.61,92.23,91.23
2570,39,32,94,93.4,27,45.59,74.18,78.04
2571,17,18,243,92.3,4,46.59,85.06,70.06
2572,37,24,159,83.76,9,11.99,72.82,71.69
2573,58,44,111,93.49,21,44.33,77.83,74.81
2574,60,32,281,84.29,16,14.08,75.96,86.44
2575,18,10,243,91.64,43,1.53,75.32,79.92
2576,99,3,66,94.8,13,46.72,87.85,71.65
2577,71,26,245,81.33,13,17.27,99.21,77.27
2578,89,6,58,96.92,41,6.89,94.76,100.0
2579,43,29,204,83.61,47,21.19,80.02,99.75
2580,17,29,236,81.69,19,44.08,72.31,94.69
2581,19,28,187,87.69,41,10.47,89.82,85.22
2582,83,30,106,90.77,4,36.69,89.2,78.9
2583,62,50,248,93.48,47,7.03,99.1,89.53
2584,94,11,236,98.58,0,21.91,98.5,89.68
2585,84,2,222,90.41,41,0.71,89.56,99.48
2586,36,3,41,80.96,8,30.6,70.32,70.5
2587,81,3,265,88.02,11,40.33,76.26,95.52
2588,14,38,155,92.04,50,17.78,80.87,92.24
2589,95,9,242,97.03,10,39.05,99.79,79.72
2590,98,21,300,87.02,34,10.56,96.57,72.34
2591,58,35,205,95.86,21,21.48,84.55,82.63
2592,50,7,132,82.45,37,39.79,89.35,94.72
2593,73,1,291,89.48,13,29.8,95.31,97.73
2594,11,13,107,94.84,3,41.69,84.56,96.11
2595,53,43,207,93.13,38,43.62,73.23,82.58
2596,79,48,155,86.09,36,43.3,76.53,71.21
2597,22,31,122,89.04,28,22.24,75.79,88.25
2598,10,39,230,91.05,39,15.55,77.92,82.54
2599,75,45,26,81.48,38,19.87,72.45,94.19
2600,34,46,48,97.88,2,42.56,87.46,95.78
2601,33,28,36,85.6,23,30.17,91.77,96.01
2602,47,30,22,82.71,1,28.0,97.22,92.69
2603,6,31,277,98.53,0,17.65,98.55,87.84
2604,21,3,172,94.67,45,6.29,95.78,88.5
2605,35,23,130,87.27,33,40.49,83.24,76.2
2606,100,48,143,88.4,20,45.84,84.95,91.25
2607,88,24,207,85.15,11,26.75,76.21,93.6
2608,100,4,73,96.24,47,27.25,84.31,70.38
2609,22,46,173,88.87,33,34.25,92.42,78.88
2610,93,24,194,83.99,19,10.92,77.35,86.31
2611,60,33,270,93.04,49,26.89,86.92,97.37
2612,66,49,37,92.21,41,27.08,94.93,71.7
2613,46,27,270,89.64,35,5.38,77.84,73.66
2614,68,23,160,85.85,15,16.09,87.45,96.79
2615,4,6,283,94.04,45,12.5,80.89,75.02
2616,1,8,4,92.92,0,19.19,76.23,90.3
2617,82,50,155,92.89,25,38.81,77.29,94.43
2618,21,4,198,95.7,45,17.01,89.65,98.39
2619,27,6,192,83.94,38,41.45,84.38,93.02
2620,1,11,129,81.16,5,37.15,98.71,92.59
2621,86,13,19,86.12,4,4.81,89.96,96.56
2622,57,36,124,84.53,33,42.03,93.99,80.1
2623,3,47,290,85.04,44,31.19,94.35,93.24
2624,62,12,126,85.77,9,2.01,82.04,76.16
2625,38,15,28,84.18,25,18.79,84.48,80.28
2626,21,8,2,98.72,24,36.03,94.7,82.16
2627,60,47,193,86.26,12,25.89,88.09,95.82
2628,53,35,266,85.36,40,8.27,74.55,86.13
2629,98,36,161,93.23,0,30.72,95.85,97.39
2630,63,2,168,89.11,23,36.89,89.87,71.16
2631,89,21,189,95.78,32,8.13,95.74,97.12
2632,34,44,232,92.29,25,32.87,81.83,93.78
2633,36,31,92,82.21,34,18.91,91.32,84.81
2634,41,10,236,93.45,17,16.85,96.29,75.05
2635,40,44,80,89.09,33,8.3,70.41,73.79
2636,35,45,71,98.67,20,43.65,97.65,91.98
2637,71,48,202,87.75,5,22.46,86.02,72.7
2638,21,23,103,98.78,16,10.7,76.35,72.05
2639,33,3,126,91.5,46,19.12,82.2,79.5
2640,21,18,115,85.39,11,43.62,82.31,78.88
2641,52,42,148,97.53,37,38.84,78.86,89.19
2642,96,26,72,93.99,19,42.37,93.99,87.48
2643,66,6,130,95.71,25,25.75,84.11,94.02
2644,99,32,263,98.89,44,45.3,89.13,72.64
2645,30,7,63,85.32,38,21.87,80.85,94.74
2646,93,1,206,97.75,42,2.4,94.28,85.31
2647,93,18,23,83.55,13,24.5,81.76,72.97
2648,89,26,27,88.75,29,8.75,97.2,83.6
2649,15,34,220,99.7,50,36.15,87.06,94.03
2650,48,8,163,95.72,13,31.97,74.0,90.49
2651,36,34,24,85.88,26,34.64,76.69,85.02
2652,52,36,204,85.37,4,30.59,83.87,85.72
2653,83,15,42,95.13,3,27.49,86.97,97.81
2654,75,19,124,99.36,45,4.51,99.99,98.51
2655,60,33,144,87.43,17,33.36,95.26,88.3
2656,5,16,67,90.22,41,16.17,73.52,80.32
2657,58,40,51,92.53,50,46.88,76.23,80.02
2658,96,15,289,80.54,38,10.02,77.03,93.74
2659,12,3,126,81.03,3,46.51,75.94,74.02
2660,61,49,29,91.19,15,21.17,81.61,91.6
2661,33,33,145,99.6,0,9.81,90.25,99.04
2662,27,23,268,92.84,28,14.61,83.97,87.2
2663,97,40,250,96.41,1,4.27,76.12,81.7
2664,8,16,120,89.33,41,32.11,92.94,84.44
2665,75,29,63,85.38,5,27.49,82.25,83.93
2666,26,7,286,80.39,26,6.94,99.56,75.75
2667,75,24,254,89.81,15,24.41,84.42,98.51
2668,90,22,128,84.77,34,23.42,92.5,99.48
2669,7,44,87,82.21,14,37.48,76.82,85.09
2670,29,39,124,86.39,7,33.25,78.7,98.28
2671,88,30,223,92.56,3,30.04,94.52,88.24
2672,64,41,234,82.52,48,26.68,88.94,88.15
2673,100,24,256,97.35,30,34.71,83.88,91.6
2674,73,26,250,87.43,21,15.49,99.85,98.73
2675,24,2,40,85.42,10,27.23,79.54,81.43
2676,70,27,243,80.76,44,45.82,72.17,79.26
2677,31,18,81,88.53,0,1.0,70.51,86.49
2678,68,24,253,85.87,2,28.54,72.03,84.7
2679,3,27,77,98.24,7,12.64,72.9,98.15
2680,99,13,271,80.96,42,28.27,73.65,86.63
2681,93,30,62,80.89,25,39.31,77.59,98.01
2682,71,35,87,83.4,45,41.12,98.43,98.86
2683,88,1,276,85.05,37,4.97,97.87,71.02
2684,75,24,97,93.15,4,33.43,81.73,95.01
2685,24,28,170,95.18,37,23.47,98.08,85.42
2686,73,25,204,97.77,4,38.62,88.1,89.09
2687,3,21,64,91.99,15,27.3,81.5,93.57
2688,82,1,15,82.42,2,24.41,79.71,86.62
2689,34,5,248,93.66,20,20.59,87.14,83.08
2690,86,11,116,85.19,41,32.55,78.4,82.21
2691,78,24,134,97.99,44,30.05,73.85,97.17
2692,86,29,3,81.44,25,12.15,83.79,87.84
2693,8,13,33,89.42,25,39.17,71.53,97.6
2694,23,29,298,99.79,7,5.88,78.91,90.3
2695,3,47,68,93.08,50,25.61,97.63,93.29
2696,23,7,232,80.9,30,44.33,96.19,74.54
2697,9,14,277,85.32,17,2.25,94.54,76.13
2698,12,36,180,87.86,10,22.82,79.6,74.0
2699,22,18,261,82.88,5,31.05,83.88,73.77
2700,50,32,205,87.98,37,38.85,87.35,77.3
2701,31,16,65,91.67,17,16.77,84.7,91.86
2702,84,45,84,98.81,11,6.12,85.91,96.72
2703,22,24,242,85.84,44,22.94,98.41,98.54
2704,8,20,134,95.29,18,40.52,79.55,90.13
2705,36,14,239,94.28,11,1.4,91.68,73.51
2706,2,6,8,95.79,18,7.73,76.84,77.19
2707,23,12,24,83.61,13,25.6,85.63,93.28
2708,75,2,154,91.16,25,31.56,85.95,88.36
2709,1,35,25,80.18,16,16.94,95.91,84.01
2710,5,40,11,99.79,36,32.81,81.65,94.66
