Production_id,Date_id,Journaliste_id,Media_id,Thematique_id,NB_Depeches_publiées,NB_articles_multilingues,Taux_respect_délais,Nb_photos_vidéos_produites,Taux_publication_conjointe,Nb_erreurs_corrigées,Nb_relecture
2774,95,13,4,14,8,1,73.33,3,0.76,1,5
2775,40,11,5,12,8,0,77.56,8,0.74,2,1
2776,20,8,9,16,6,4,68.81,8,0.23,2,4
2777,51,8,2,7,4,4,97.82,8,0.33,2,1
2778,76,10,7,2,2,5,95.87,1,0.73,0,4
2779,95,4,9,2,1,2,77.58,3,0.14,0,2
2780,30,8,8,10,10,4,95.78,1,0.64,0,3
2781,36,7,2,15,8,3,98.89,0,0.14,1,5
2782,84,15,11,6,6,3,62.24,7,0.9,0,4
2783,58,16,11,14,5,2,93.01,0,0.48,1,0
2784,22,19,6,14,5,4,76.49,6,0.95,1,3
2785,87,4,3,10,2,0,71.75,7,0.66,1,0
2786,68,10,11,8,2,1,70.06,5,0.58,3,5
2787,13,4,4,5,2,5,60.51,7,0.55,1,0
2788,77,5,4,12,4,4,98.06,4,0.53,2,3
2789,5,5,6,9,6,4,77.42,7,0.04,0,5
2790,81,1,9,2,9,1,64.79,8,0.62,3,1
2791,58,5,8,9,10,4,67.22,6,0.57,1,3
2792,39,2,8,5,3,4,85.7,4,0.99,0,3
2793,39,12,8,13,10,3,82.94,8,0.4,1,0
2794,25,7,11,7,4,2,85.36,1,0.04,1,5
2795,90,10,11,3,1,1,78.51,1,0.47,0,0
2796,73,18,8,13,3,3,96.81,2,0.95,2,1
2797,42,10,10,9,4,4,86.39,7,0.09,3,1
2798,35,19,7,11,3,4,89.01,3,0.66,3,2
2799,20,9,9,12,4,0,80.1,8,0.56,2,0
2800,93,4,10,8,9,5,99.57,5,0.01,0,4
2801,70,16,5,13,1,2,76.85,4,1.0,1,4
2802,13,12,3,16,3,1,62.87,5,0.8,0,3
2803,55,2,11,7,7,0,91.78,8,0.63,2,4
2804,30,20,10,12,7,3,78.19,6,0.85,2,1
2805,23,7,11,15,2,0,86.79,0,0.82,2,5
2806,53,19,2,14,10,5,86.36,2,0.16,2,2
2807,3,6,6,10,4,2,99.65,2,0.24,1,3
2808,49,10,4,6,1,0,87.92,7,0.56,2,1
2809,45,11,8,12,5,2,84.3,2,0.92,2,0
2810,84,1,3,8,3,3,83.59,7,0.66,1,4
2811,88,17,8,15,4,3,61.45,8,0.97,0,1
2812,94,17,2,8,2,0,96.29,4,0.55,2,3
2813,68,5,11,16,3,3,82.31,2,0.2,2,5
2814,42,10,3,9,10,4,78.15,5,0.57,2,1
2815,7,13,6,11,5,0,98.53,0,0.37,3,3
2816,49,7,2,10,4,2,76.78,1,0.79,3,3
2817,14,20,3,5,6,5,85.45,4,0.18,3,2
2818,40,4,8,11,10,3,86.45,0,0.63,1,4
2819,45,1,6,16,9,5,74.07,0,0.92,2,0
2820,42,8,5,10,3,5,95.65,8,0.97,3,0
2821,62,9,5,10,1,1,60.49,5,0.77,2,4
2822,12,14,11,5,6,5,92.16,2,0.23,1,3
2823,87,9,5,9,10,5,81.78,2,0.91,2,0
2824,40,20,6,14,10,4,89.14,2,0.11,1,4
2825,92,14,11,14,4,1,82.03,0,0.1,0,5
2826,26,16,11,16,2,0,62.85,3,0.67,2,3
2827,28,19,11,9,7,0,99.99,1,0.29,3,1
2828,83,16,3,6,10,5,82.4,5,0.01,1,4
2829,75,14,10,4,9,2,94.89,7,0.94,2,4
2830,1,9,10,4,1,1,80.56,8,0.23,0,0
2831,68,1,4,8,10,2,84.77,0,0.23,0,1
2832,92,8,5,8,10,5,88.88,7,0.28,3,2
2833,53,2,6,16,2,5,76.14,1,0.96,1,3
2834,30,3,10,14,6,2,71.71,7,0.37,1,2
2835,95,11,10,7,1,5,95.45,0,0.29,0,0
2836,18,2,4,4,5,2,82.6,6,0.26,2,5
2837,6,19,8,4,6,1,74.87,4,0.76,0,4
2838,17,7,7,6,5,4,86.35,5,0.15,1,4
2839,56,4,5,9,2,5,70.6,0,0.56,0,2
2840,49,7,5,3,6,2,63.71,1,0.17,3,0
2841,21,14,11,16,9,1,88.03,5,0.34,1,5
2842,25,1,10,11,10,3,96.5,8,0.11,2,2
2843,64,5,4,10,8,5,65.56,1,0.42,0,4
2844,13,6,9,4,7,1,91.44,3,0.36,1,3
2845,44,18,10,10,10,0,92.33,7,0.08,2,0
2846,57,8,10,14,1,0,72.64,6,0.52,0,4
2847,80,9,10,2,5,4,82.64,3,0.29,1,0
2848,18,4,11,6,9,0,67.94,7,0.31,0,2
2849,4,17,8,12,3,0,60.22,1,0.34,3,1
2850,89,6,11,16,2,0,74.8,5,0.01,3,1
2851,32,5,5,11,2,1,80.83,2,0.95,2,4
2852,15,20,8,12,5,0,71.34,8,0.32,1,2
2853,65,3,10,14,5,3,82.96,5,0.42,2,4
2854,7,5,10,14,8,5,89.46,1,0.17,0,1
2855,48,15,3,9,10,4,87.77,6,0.83,1,3
2856,50,17,9,11,3,0,99.08,2,0.65,3,5
2857,65,17,4,10,5,3,81.9,6,0.14,2,1
2858,88,16,7,11,9,5,61.13,5,0.6,3,3
2859,99,3,10,3,10,2,68.37,2,0.77,3,0
2860,32,1,3,8,1,1,93.0,7,0.94,2,5
2861,53,11,3,11,9,5,60.34,6,0.26,1,4
2862,19,16,10,15,6,0,72.71,4,0.29,2,1
2863,27,12,2,7,4,5,99.53,5,0.98,0,2
2864,28,18,5,2,4,2,71.18,6,0.36,3,2
2865,20,10,6,16,2,1,87.77,8,0.82,2,2
2866,64,1,3,6,10,2,67.51,0,0.17,1,5
2867,28,13,7,2,1,5,95.27,4,0.68,3,4
2868,57,13,2,10,4,1,69.08,0,0.87,0,4
2869,91,1,2,14,4,0,69.02,1,0.31,0,4
2870,75,19,10,13,5,3,81.87,0,0.55,0,3
2871,41,6,2,16,6,1,67.51,6,0.69,1,0
2872,44,9,11,5,3,3,98.75,1,0.73,2,3
2873,3,8,7,8,4,1,90.72,1,0.75,3,4
2874,38,2,6,9,2,2,75.16,4,0.65,1,4
2875,42,7,4,13,2,5,91.01,6,1.0,0,1
2876,37,17,5,12,1,4,99.25,3,0.01,1,4
2877,4,17,11,8,10,5,94.51,8,0.59,0,4
2878,53,13,7,13,2,1,63.36,3,0.43,0,1
2879,58,10,4,5,6,5,95.1,6,0.32,1,2
2880,24,14,10,3,4,3,93.13,6,0.45,3,0
2881,45,13,4,6,9,0,98.55,1,0.11,2,0
2882,70,8,8,4,7,1,60.2,6,0.03,2,4
2883,86,18,4,15,7,4,99.05,6,0.08,1,2
2884,41,19,4,10,9,0,98.76,1,0.35,0,5
2885,80,8,4,13,2,2,80.65,0,0.53,0,1
2886,20,16,5,5,6,3,93.14,2,0.64,2,5
2887,84,14,11,6,10,1,71.58,0,0.56,2,3
2888,6,12,4,13,7,2,98.48,0,0.83,3,0
2889,41,12,5,16,10,5,68.26,0,0.02,2,5
2890,43,13,11,12,8,4,94.06,4,0.29,3,5
2891,39,10,11,15,3,3,83.92,5,0.35,2,4
2892,52,18,4,10,9,4,83.87,3,0.66,0,2
2893,77,20,8,5,9,3,91.96,4,0.17,3,0
2894,22,3,10,7,4,4,63.42,3,0.28,3,1
2895,82,8,6,10,5,2,89.12,6,0.81,1,0
2896,38,15,8,2,2,1,71.26,4,0.6,3,4
2897,32,4,3,8,6,0,74.54,1,0.2,3,5
2898,49,1,7,3,9,1,96.39,0,0.38,1,5
2899,40,8,4,12,5,3,73.7,8,0.89,2,5
2900,95,12,2,6,2,1,75.67,3,0.92,0,4
2901,35,3,6,7,4,5,87.96,2,0.0,2,1
2902,7,1,8,5,3,0,78.52,6,0.38,3,3
2903,10,7,2,14,7,5,67.91,4,0.45,0,4
2904,40,1,8,13,1,2,81.51,0,0.66,3,4
2905,73,6,7,2,1,3,95.91,5,0.27,2,1
2906,54,6,5,2,8,2,61.3,4,0.09,0,0
2907,84,15,4,12,2,5,88.82,0,0.78,0,4
2908,84,7,2,11,8,3,78.87,8,0.68,1,0
2909,19,9,6,15,2,1,96.82,6,0.49,1,5
2910,76,13,8,9,2,5,66.52,3,0.82,2,4
2911,40,12,3,2,2,5,74.02,2,0.47,0,3
2912,96,17,4,12,5,3,86.79,0,0.66,0,1
2913,62,4,10,6,6,0,67.27,4,0.12,0,0
2914,74,7,8,14,8,5,91.1,1,0.82,3,4
2915,78,5,4,10,8,2,90.18,5,0.06,1,1
2916,18,11,11,12,7,0,65.31,8,0.36,2,5
2917,34,8,11,8,6,4,85.31,2,0.83,2,3
2918,91,9,6,6,8,0,63.99,1,0.26,0,5
2919,67,3,10,16,10,2,73.8,5,0.83,3,0
2920,97,3,10,6,7,0,76.35,7,0.2,3,1
2921,57,18,11,3,10,1,74.94,7,0.04,2,0
2922,29,10,2,2,3,2,75.75,5,0.29,3,4
2923,60,1,5,10,5,1,95.3,4,0.44,3,1
2924,50,7,7,3,4,0,66.66,7,0.27,2,5
2925,74,9,6,13,10,5,98.9,1,0.31,0,3
2926,9,5,2,8,10,1,76.57,7,0.94,0,5
2927,52,13,2,15,10,1,65.05,8,0.11,0,5
2928,8,8,4,4,4,3,87.88,3,0.46,0,2
2929,27,15,10,7,9,5,91.47,6,0.4,1,4
2930,65,20,2,12,3,3,62.06,8,0.68,3,0
2931,27,1,3,14,8,3,72.75,8,0.22,3,3
2932,2,11,10,8,10,0,77.61,5,0.84,1,0
2933,14,2,5,13,4,0,97.32,2,0.19,1,1
2934,100,12,3,8,2,5,84.66,1,0.22,2,1
2935,96,5,7,6,5,0,97.79,6,0.39,0,4
2936,54,8,10,12,4,2,81.75,1,0.2,3,3
2937,5,4,6,15,7,0,68.27,6,0.72,3,1
2938,69,5,3,6,9,3,62.75,5,0.36,0,1
2939,49,10,4,7,7,3,92.91,8,0.35,1,3
2940,55,3,5,10,8,2,93.11,3,0.66,3,5
2941,92,4,11,3,4,3,89.02,8,0.18,3,5
2942,50,1,9,11,1,3,84.23,0,0.78,1,4
2943,25,20,11,5,8,2,82.27,1,0.27,2,4
2944,98,19,2,8,5,4,92.59,0,0.48,1,1
2945,98,7,4,13,6,0,62.29,7,0.63,0,1
2946,54,19,3,2,10,2,73.48,6,0.69,2,3
2947,99,17,4,3,7,0,86.66,2,0.88,0,5
2948,49,17,3,7,9,4,62.9,8,0.35,3,5
2949,71,14,10,2,1,2,65.8,2,0.83,1,0
2950,39,6,11,10,2,0,74.45,3,0.73,1,2
2951,43,11,5,7,9,4,67.97,4,0.4,3,0
2952,94,4,8,16,9,2,64.85,2,0.12,1,4
2953,51,15,5,15,6,0,68.01,2,0.46,2,5
2954,87,6,7,12,2,0,81.69,1,0.37,3,2
2955,30,14,9,12,5,3,93.23,7,0.59,1,5
2956,88,18,7,2,9,5,83.75,5,0.29,0,4
2957,42,11,3,4,10,4,93.37,5,0.62,0,1
2958,83,11,2,13,9,2,84.14,6,0.97,1,4
2959,5,17,9,13,8,0,94.33,7,0.01,3,0
2960,42,15,10,8,9,0,91.87,8,0.48,3,1
2961,75,17,8,10,6,1,96.69,2,0.22,2,0
2962,28,12,8,3,5,2,61.86,5,0.5,0,3
2963,38,6,5,14,9,3,83.68,8,0.53,2,4
2964,10,6,4,3,4,3,99.77,4,0.29,2,2
2965,76,6,5,10,6,0,78.39,2,0.14,3,3
2966,12,1,2,8,10,5,76.04,8,0.7,1,0
2967,65,10,10,4,3,2,92.76,1,0.77,1,3
2968,29,14,8,11,1,2,70.92,8,0.76,2,4
2969,26,8,3,10,4,4,73.35,4,0.25,0,3
2970,12,18,3,14,7,2,88.77,1,0.4,1,2
2971,89,11,3,6,2,2,99.99,2,0.48,1,3
2972,8,20,11,16,7,0,81.19,2,0.26,3,3
2973,37,18,11,16,9,4,89.85,5,0.33,3,5
2974,65,9,7,7,10,1,97.53,2,0.99,2,1
2975,78,11,2,13,9,5,67.97,1,0.01,3,3
2976,50,6,7,6,10,1,70.7,0,0.21,1,4
2977,40,15,5,9,1,4,98.05,1,0.49,1,1
2978,43,20,9,5,3,1,96.9,4,0.28,3,3
2979,8,7,3,7,8,5,73.11,2,0.69,2,2
2980,52,17,2,4,7,5,68.32,0,0.51,1,1
2981,9,19,9,3,7,5,70.77,7,0.46,1,0
2982,47,3,2,11,10,3,90.71,1,0.83,1,3
2983,59,9,8,11,4,4,77.67,0,0.86,1,4
2984,44,9,7,5,5,5,68.89,0,0.82,1,1
2985,100,14,6,2,9,5,74.97,4,0.74,3,5
2986,58,9,8,15,10,2,87.81,5,0.01,3,2
2987,13,14,9,9,2,5,97.38,3,0.86,3,3
2988,91,1,3,11,10,2,62.5,7,0.66,0,1
2989,31,10,8,6,7,2,87.65,2,0.24,0,1
2990,83,18,10,14,10,3,88.84,8,0.04,3,3
2991,99,19,3,6,9,5,93.53,3,0.99,3,2
2992,67,2,8,11,2,4,69.11,3,0.92,3,0
2993,32,19,2,3,3,1,74.11,5,0.09,2,3
2994,71,19,9,2,8,0,98.99,1,0.35,0,4
2995,36,4,8,15,2,5,84.21,3,0.3,2,1
2996,89,19,10,7,1,2,92.57,7,0.58,2,5
2997,93,4,4,16,2,2,73.39,0,1.0,0,1
2998,24,20,5,12,6,4,73.22,0,0.34,3,1
2999,68,12,10,16,2,2,95.88,8,0.77,1,2
3000,4,13,10,6,10,0,87.26,2,0.22,0,1
3001,58,7,8,4,5,4,70.36,8,0.92,2,4
3002,34,11,9,3,2,5,96.13,1,0.02,2,3
3003,39,8,2,5,5,1,82.26,5,0.77,0,5
3004,54,3,5,12,10,1,62.91,7,0.4,3,2
3005,92,19,3,4,9,3,90.32,3,0.69,1,5
3006,86,13,10,10,1,5,66.92,1,0.46,3,2
3007,63,3,11,15,1,2,72.2,7,0.31,3,0
3008,95,20,2,6,8,3,78.12,0,0.94,0,5
3009,3,14,3,10,1,1,76.56,5,0.25,2,3
3010,87,14,6,6,8,4,78.33,4,0.3,0,0
3011,57,12,11,7,5,2,95.99,5,0.86,1,5
3012,11,7,4,13,1,3,74.09,8,0.19,0,1
3013,54,20,7,11,4,3,73.6,8,0.57,1,2
3014,22,11,8,10,7,3,70.57,7,0.46,0,3
3015,44,14,7,7,7,2,62.77,0,0.18,2,4
3016,61,4,2,7,3,1,98.72,6,0.15,3,0
3017,74,10,8,8,7,4,72.9,8,0.93,3,3
3018,96,3,3,6,3,4,81.32,6,0.48,1,0
3019,78,12,5,14,5,2,96.11,0,0.57,3,3
3020,82,9,5,16,9,5,65.45,5,0.78,3,4
3021,37,10,5,2,4,4,93.04,3,0.23,1,5
3022,92,5,4,9,9,3,74.66,1,0.54,2,3
3023,49,19,7,3,3,4,76.85,1,1.0,0,1
3024,56,4,9,3,8,1,62.99,5,0.46,2,1
3025,31,2,4,16,9,3,86.24,0,0.01,3,1
3026,81,18,3,8,1,1,64.07,1,0.94,3,3
3027,67,2,5,11,10,2,97.2,3,0.34,1,5
3028,41,4,11,2,1,5,70.06,2,0.68,0,4
3029,33,8,2,4,4,0,71.92,7,0.35,2,3
3030,54,15,11,9,6,5,62.15,0,0.61,1,0
3031,96,5,11,16,6,5,75.38,5,0.7,1,1
3032,18,1,5,8,10,3,74.25,6,0.61,1,5
3033,26,13,2,5,3,2,85.52,5,0.36,2,2
3034,46,17,3,8,5,0,63.71,8,0.49,2,5
3035,64,13,8,12,3,1,99.74,1,0.49,3,1
3036,82,2,11,6,6,5,95.46,3,0.35,0,3
3037,36,12,7,14,8,2,72.71,0,0.41,0,0
3038,65,15,11,9,2,1,79.74,2,0.85,1,1
3039,76,15,4,4,4,5,62.98,6,0.83,1,3
3040,70,4,7,8,5,5,83.32,2,0.59,3,3
3041,78,18,2,8,8,3,69.84,8,0.81,0,5
3042,36,3,10,13,9,2,67.97,5,0.05,3,4
3043,21,4,10,3,10,1,68.44,8,0.13,0,4
3044,29,16,8,5,4,0,71.7,3,0.26,0,4
3045,50,20,6,7,10,3,79.95,7,0.53,0,3
3046,91,13,8,6,9,5,71.55,4,0.9,1,1
3047,46,13,7,6,8,2,94.74,3,0.35,2,3
3048,63,14,8,11,1,4,95.8,6,0.96,0,5
3049,19,9,10,13,7,3,93.1,6,0.84,0,5
3050,99,16,7,5,1,2,94.5,4,0.85,1,3
3051,80,1,3,12,9,0,99.72,1,0.28,2,0
3052,92,20,10,10,7,2,97.36,7,0.64,0,5
3053,58,3,10,3,9,2,94.48,5,0.31,2,5
3054,70,4,8,3,4,2,95.2,5,0.94,0,0
3055,44,2,11,2,2,3,70.76,3,0.17,0,1
3056,80,7,8,14,2,2,72.1,3,0.57,1,0
3057,70,3,2,11,9,2,99.66,7,0.63,1,1
3058,67,8,8,5,5,5,86.22,7,0.92,1,4
3059,11,15,3,6,1,1,69.68,0,0.7,2,5
3060,65,7,11,16,9,2,68.48,1,0.96,0,1
3061,34,14,11,8,10,1,85.95,7,0.27,1,4
3062,30,6,10,6,5,2,89.21,0,0.13,1,0
3063,55,10,6,12,3,3,76.02,8,0.94,3,5
3064,14,2,6,2,2,0,73.07,2,0.24,0,2
3065,54,7,3,15,9,4,91.58,5,0.82,2,3
3066,83,8,4,9,2,2,97.87,1,0.72,1,2
3067,83,7,6,6,6,4,89.29,5,0.97,3,5
3068,44,6,2,2,5,0,90.71,6,0.55,0,2
3069,100,20,4,6,1,5,90.74,8,0.95,3,3
3070,30,7,11,8,3,5,75.49,7,0.7,0,2
3071,1,2,4,11,9,1,98.13,5,0.83,2,1
3072,38,6,2,15,8,0,91.54,0,0.74,0,1
3073,40,1,6,3,7,1,96.35,4,0.86,2,5
3074,85,8,10,6,4,3,62.24,7,0.77,3,2
3075,9,9,2,8,8,5,78.32,0,0.18,1,5
3076,24,18,10,7,7,4,67.84,3,0.12,0,1
3077,27,19,2,9,7,1,93.41,2,0.72,1,2
3078,96,3,7,13,3,1,90.22,3,0.45,3,4
3079,55,2,3,16,10,3,84.4,1,0.68,1,5
3080,8,10,7,15,6,5,73.71,0,0.15,2,5
3081,62,17,3,13,5,5,91.86,1,0.58,2,3
3082,57,15,3,3,6,3,97.79,6,0.92,2,2
3083,59,11,6,7,8,5,82.21,3,0.76,0,5
3084,39,20,11,12,2,2,62.27,5,0.81,1,1
3085,53,7,2,12,5,0,60.06,2,0.33,3,4
3086,1,15,10,13,3,5,96.22,8,0.77,0,0
3087,91,12,5,10,5,5,96.03,3,0.02,3,5
3088,44,7,2,6,8,2,99.83,2,0.08,1,3
3089,73,2,3,16,8,5,82.78,4,0.67,0,5
3090,74,7,4,10,8,0,97.03,5,0.98,0,5
3091,7,2,5,16,3,5,95.24,3,0.44,1,5
3092,21,18,6,4,9,4,74.62,1,0.02,1,5
3093,31,13,11,2,9,3,60.81,0,0.66,3,2
3094,71,16,9,14,1,1,65.88,5,0.2,1,0
3095,100,13,5,11,10,2,71.61,3,0.51,2,5
3096,84,11,4,13,1,2,60.82,4,0.53,3,5
3097,90,17,4,7,5,1,60.75,3,0.53,1,4
3098,31,1,11,12,5,3,95.22,0,0.9,3,2
3099,97,1,2,8,1,0,98.08,1,0.87,2,1
3100,5,4,8,15,1,2,89.1,2,0.61,1,0
3101,19,4,8,15,8,1,66.68,4,0.25,2,1
3102,7,8,11,7,6,5,92.5,7,0.13,3,0
3103,43,17,2,13,9,3,75.22,5,0.76,1,0
3104,24,17,7,16,4,4,70.18,4,0.25,1,0
3105,69,8,3,11,9,1,69.32,8,0.79,0,4
3106,14,5,4,15,9,3,77.2,1,0.21,2,3
3107,99,11,6,5,1,0,71.55,8,0.33,2,4
3108,96,18,11,11,5,5,85.95,7,0.77,2,1
3109,90,9,5,12,2,3,85.67,2,0.68,0,0
3110,89,14,4,8,7,5,77.06,2,0.36,3,0
3111,20,5,2,4,8,3,88.47,2,0.43,3,4
3112,36,14,2,6,6,1,99.1,7,0.35,0,2
3113,3,8,3,9,9,5,73.78,4,0.64,1,0
3114,14,2,10,10,1,2,71.8,0,0.81,1,4
3115,77,14,3,11,5,4,73.16,7,0.23,1,4
3116,29,1,9,12,3,5,72.94,3,0.19,3,3
3117,78,1,6,5,9,2,68.28,4,0.67,2,0
3118,68,16,7,14,3,2,83.92,7,0.72,0,0
3119,28,13,11,5,6,4,62.12,6,0.89,3,4
3120,56,15,2,13,6,4,98.74,6,0.88,1,1
3121,61,15,6,5,8,3,83.1,7,0.0,1,1
3122,55,7,8,5,1,1,76.85,5,0.69,3,3
3123,51,17,10,15,9,2,75.22,8,0.29,1,5
3124,48,1,7,11,6,4,76.52,2,0.6,1,1
3125,21,8,3,12,3,0,87.95,1,1.0,2,0
3126,12,3,4,3,5,5,63.84,2,0.14,0,5
3127,84,5,9,3,4,4,89.48,3,0.57,1,4
3128,59,16,5,4,6,5,60.57,3,0.85,0,2
3129,86,1,5,16,3,2,62.28,0,0.01,3,4
3130,21,16,2,13,9,5,70.26,8,0.32,1,2
3131,35,11,8,5,1,2,77.24,3,0.48,1,3
3132,68,19,2,12,4,5,69.66,7,0.95,1,4
3133,83,14,11,16,6,2,72.56,0,0.19,2,5
3134,100,19,2,15,8,2,68.98,7,0.62,3,5
3135,91,19,10,16,5,5,76.68,2,0.99,1,1
3136,56,3,9,8,10,5,75.52,4,0.9,0,2
3137,42,6,10,16,10,3,63.68,4,0.37,0,4
3138,99,18,11,2,3,4,71.83,0,0.38,1,0
3139,9,16,2,4,3,1,98.31,5,0.26,0,0
3140,29,10,3,2,1,1,88.06,5,0.0,2,0
3141,33,9,2,14,10,3,86.85,6,0.82,2,4
3142,85,11,2,3,2,1,88.77,4,0.54,2,0
3143,48,1,4,12,7,1,98.0,5,0.83,0,5
3144,56,13,5,14,3,4,64.25,4,0.63,3,5
3145,35,19,9,11,4,0,76.05,8,0.48,1,2
3146,85,18,3,8,7,3,68.03,5,0.25,2,0
3147,36,15,6,6,6,1,97.15,7,0.52,1,4
3148,1,4,10,2,9,1,62.14,0,0.58,2,1
3149,66,16,11,6,8,3,71.33,3,0.75,2,2
3150,92,14,11,6,1,3,92.58,2,0.8,0,0
3151,62,17,6,6,3,4,80.4,2,0.42,3,3
3152,22,7,5,8,1,0,62.11,3,0.44,3,5
3153,66,1,4,16,8,3,61.52,2,0.67,0,5
3154,26,11,2,6,6,1,73.21,2,0.3,0,0
3155,24,10,10,9,3,3,92.44,0,0.13,2,0
3156,87,6,5,8,2,4,77.32,5,0.17,2,1
3157,69,9,5,13,9,4,63.25,0,0.93,1,1
3158,90,11,2,16,6,5,87.34,8,0.66,3,2
3159,49,4,5,10,8,3,61.62,1,0.69,3,0
3160,5,1,10,2,9,1,91.95,1,0.38,2,0
3161,43,2,8,4,6,1,84.51,4,0.07,3,5
3162,23,17,5,16,2,3,73.22,6,0.93,2,1
3163,5,9,3,16,5,4,97.75,1,0.39,2,1
3164,43,2,8,10,9,5,83.22,2,0.79,0,2
3165,91,3,10,14,4,1,70.8,1,0.73,3,3
3166,54,8,7,15,2,1,63.1,4,0.03,1,3
3167,97,6,7,8,6,3,81.19,6,0.69,2,0
3168,63,10,11,12,9,2,94.18,1,0.38,1,4
3169,84,8,2,7,9,0,75.53,8,0.14,0,3
3170,80,10,7,10,8,1,94.44,2,0.77,3,5
3171,20,7,7,13,4,3,74.31,5,0.29,1,2
3172,60,15,8,10,1,3,95.95,0,0.86,1,3
3173,91,3,10,10,1,4,96.57,5,0.87,0,2
3174,48,4,10,6,6,5,67.71,5,0.42,3,2
3175,72,9,6,9,7,3,97.84,1,0.88,3,2
3176,52,10,11,8,8,1,66.71,0,0.53,0,3
3177,78,6,4,11,2,2,96.7,1,0.58,3,2
3178,20,20,8,14,4,1,75.47,0,0.35,1,5
3179,46,4,7,9,7,1,85.83,3,0.78,1,3
3180,69,12,9,6,6,3,65.75,6,0.18,3,5
3181,100,16,10,13,4,4,73.84,1,0.5,2,5
3182,13,15,9,11,2,0,87.05,7,0.68,1,1
3183,49,12,9,14,5,0,64.64,5,0.6,1,0
3184,1,18,2,10,5,3,78.2,1,0.06,0,4
3185,49,19,10,16,8,5,88.21,6,0.59,0,0
3186,54,13,10,8,3,2,88.29,3,0.94,3,1
3187,71,18,5,16,9,5,94.49,5,0.33,0,3
3188,17,10,2,12,9,3,88.67,1,0.21,1,0
3189,69,13,3,11,7,3,96.77,7,0.77,0,3
3190,74,10,9,12,5,2,96.01,3,0.2,0,4
3191,54,9,6,8,2,5,86.48,3,0.59,3,1
3192,26,4,11,16,2,5,88.84,8,0.04,0,2
3193,58,5,5,13,5,4,71.91,7,0.54,1,1
3194,11,12,10,15,6,2,97.39,8,0.89,3,2
3195,55,15,4,4,3,5,65.93,5,0.22,0,4
3196,50,13,11,14,2,3,77.9,7,0.16,2,3
3197,63,1,11,9,6,0,81.76,4,0.33,0,1
3198,86,7,8,5,10,5,89.85,1,0.74,3,1
3199,8,8,3,14,7,2,99.87,4,0.08,1,5
3200,91,8,11,14,10,4,97.98,1,0.09,0,1
3201,95,2,11,8,10,4,84.04,7,0.05,3,1
3202,9,15,3,11,2,2,88.1,8,0.02,2,1
3203,55,5,5,8,10,1,62.86,4,0.41,3,0
3204,44,15,6,15,4,0,60.09,5,0.46,3,4
3205,13,20,7,14,3,1,94.99,6,0.2,0,1
3206,90,10,10,11,1,3,73.34,5,0.41,1,2
3207,43,17,8,8,6,2,71.12,7,0.87,2,2
3208,62,14,8,14,5,3,82.66,1,0.16,0,3
3209,90,12,9,2,5,2,82.36,8,0.96,2,5
3210,27,7,10,2,6,5,85.01,4,0.61,0,2
3211,10,11,4,5,6,1,61.04,2,0.69,0,4
3212,63,16,7,11,10,3,69.74,7,0.22,1,3
3213,20,11,9,4,6,2,70.35,0,0.25,3,2
3214,8,2,11,7,8,1,71.83,7,0.44,0,3
3215,76,18,10,12,2,4,68.8,2,0.29,3,1
3216,99,6,5,8,5,3,92.87,8,0.56,3,4
3217,78,3,11,13,10,0,63.68,5,0.07,1,0
3218,79,5,10,6,10,3,70.51,2,0.2,0,2
3219,89,13,5,6,3,3,68.89,5,0.06,2,1
3220,43,7,3,8,7,2,67.96,8,0.24,0,0
3221,62,4,7,16,10,3,95.23,8,0.18,3,2
3222,95,18,7,14,4,4,76.42,7,0.9,3,5
3223,23,2,11,13,1,0,92.06,1,0.27,0,2
3224,32,9,6,5,7,3,81.74,8,0.29,1,2
3225,25,17,8,4,8,3,97.75,3,0.37,2,0
3226,53,18,3,10,8,4,86.72,7,0.66,3,1
3227,68,10,8,8,1,0,89.6,0,0.08,0,2
3228,19,10,10,5,10,4,69.29,2,0.81,0,4
3229,6,20,10,7,4,5,80.85,6,0.55,2,3
3230,98,18,9,13,4,3,92.97,2,0.7,3,0
3231,19,12,6,14,3,4,60.76,5,0.06,0,3
3232,34,14,11,7,10,2,98.64,5,0.31,1,3
3233,81,12,6,8,8,0,60.33,3,0.86,0,4
3234,73,13,11,6,10,4,88.08,3,0.62,0,5
3235,72,13,7,6,5,4,96.81,7,0.29,2,3
3236,22,19,4,10,6,4,76.49,7,0.35,2,5
3237,78,14,11,10,7,0,61.39,3,0.48,1,3
3238,63,1,8,13,8,5,74.47,2,0.77,2,3
3239,6,1,7,2,2,5,82.26,6,0.17,0,2
3240,35,4,8,16,1,1,78.28,8,0.64,3,1
3241,11,14,11,9,2,5,96.57,2,0.3,0,1
3242,48,20,11,2,4,5,67.65,4,0.93,3,3
3243,50,7,6,14,5,1,92.2,1,0.43,2,0
3244,83,11,4,8,4,5,73.31,8,0.73,1,5
3245,75,4,2,15,6,0,82.19,3,0.92,3,5
3246,41,15,8,5,10,5,74.67,3,0.22,0,3
3247,62,7,7,7,8,1,97.76,0,0.31,2,4
3248,26,10,11,6,10,5,60.87,5,0.72,2,1
3249,97,11,2,7,9,4,90.69,4,0.05,3,3
3250,39,17,9,12,2,0,78.47,3,0.35,0,5
3251,62,10,3,13,4,2,66.49,2,0.12,0,4
