Logistique_id,Date_id,Fournisseur_id,Equipement_id,Nb_demandes_traitees,Délai_traitement_incident,Délai_de_livraison,Taux_satisfaction_interne,Taux_digitalisation_processus
1690,77,17,10,3,14,7,87.47,91.49
1691,10,36,26,18,10,19,98.93,55.11
1692,42,13,18,62,10,28,99.19,83.71
1693,35,35,42,11,8,17,76.02,43.27
1694,47,28,12,66,6,11,66.36,89.22
1695,87,14,33,95,6,1,63.37,82.07
1696,32,8,73,81,9,6,64.25,48.2
1697,58,37,25,62,7,9,99.83,67.62
1698,91,38,5,28,11,28,74.82,88.41
1699,35,25,80,95,9,6,93.47,85.55
1700,22,7,81,1,9,22,82.67,48.23
1701,3,32,67,34,3,26,90.91,75.51
1702,55,11,53,65,15,20,67.82,65.46
1703,32,1,47,58,6,24,96.34,43.47
1704,49,19,19,41,14,4,62.32,64.7
1705,97,5,75,45,3,30,93.47,55.54
1706,21,9,5,92,14,30,72.15,63.74
1707,62,50,26,89,12,30,64.08,85.52
1708,46,18,85,16,10,4,61.28,40.16
1709,94,33,33,92,14,8,68.32,49.57
1710,55,16,25,5,2,11,80.69,98.64
1711,49,25,56,55,9,22,90.29,99.9
1712,63,50,65,73,12,30,83.85,44.66
1713,10,23,94,26,12,23,90.97,79.47
1714,22,40,44,50,15,26,88.96,74.39
1715,90,3,73,46,2,3,77.6,56.13
1716,68,45,91,61,9,22,70.04,52.91
1717,33,4,38,8,12,20,65.23,91.34
1718,9,26,4,15,10,17,91.8,72.52
1719,37,9,94,12,4,4,89.78,95.86
1720,71,32,22,20,12,29,95.76,44.51
1721,71,12,31,68,10,18,76.62,54.71
1722,94,39,40,8,6,20,99.87,73.79
1723,9,2,63,30,10,13,72.51,85.15
1724,82,39,74,33,2,4,69.71,83.29
1725,83,8,3,92,4,6,98.75,97.86
1726,93,41,95,74,6,9,79.7,55.86
1727,44,44,71,45,5,6,77.71,85.03
1728,94,44,36,99,13,12,89.83,93.7
1729,89,15,47,29,11,29,79.07,53.34
1730,52,37,63,32,14,5,79.79,68.99
1731,50,11,90,59,13,14,70.07,50.91
1732,80,46,78,51,11,18,95.26,85.36
1733,63,39,2,30,12,7,99.82,47.01
1734,3,22,67,98,5,28,88.13,59.31
1735,87,13,85,51,12,22,84.96,64.91
1736,93,22,70,11,12,23,68.39,56.51
1737,61,7,50,28,10,6,75.67,98.53
1738,47,22,100,52,2,4,61.74,41.73
1739,56,7,5,68,9,1,96.56,62.45
1740,53,49,54,40,12,17,92.78,75.58
1741,65,49,48,50,8,16,79.17,63.04
1742,71,18,69,24,7,16,92.97,99.12
1743,45,16,7,99,4,27,67.36,43.11
1744,17,30,13,18,2,5,79.6,97.7
1745,71,12,14,19,12,19,91.06,56.57
1746,2,6,82,42,9,9,91.74,72.32
1747,45,16,27,81,5,6,71.84,57.99
1748,33,38,13,81,12,4,86.83,82.67
1749,48,11,56,68,8,21,66.2,61.51
1750,38,2,78,96,6,2,98.84,99.28
1751,18,31,23,92,15,4,93.1,62.52
1752,92,31,38,35,12,18,86.63,53.13
1753,29,39,87,29,6,9,64.54,67.33
1754,91,47,19,68,15,21,60.05,49.64
1755,88,20,61,89,2,15,98.63,45.72
1756,59,19,99,6,13,14,88.94,80.41
1757,57,21,73,84,5,18,68.65,65.31
1758,20,47,34,36,4,25,81.74,41.67
1759,94,34,85,71,13,16,72.96,74.69
1760,19,9,92,98,5,27,77.31,82.37
1761,64,39,27,94,15,2,91.64,50.31
1762,54,31,44,49,12,28,99.82,90.64
1763,85,41,55,97,4,4,72.02,47.67
1764,41,22,82,94,11,14,65.02,87.35
1765,94,21,15,81,8,13,78.03,43.35
1766,16,46,60,27,1,22,83.02,69.34
1767,50,49,58,97,13,21,62.33,44.71
1768,77,2,93,82,4,16,74.31,51.37
1769,49,10,69,51,4,12,67.81,51.15
1770,20,39,12,25,12,3,97.47,93.17
1771,30,20,69,74,4,26,84.6,98.84
1772,93,33,56,11,14,7,93.37,97.17
1773,60,24,97,43,3,5,81.44,47.38
1774,29,50,56,28,11,12,63.07,43.85
1775,46,22,61,44,9,28,67.23,42.15
1776,4,16,7,53,10,1,69.58,79.49
1777,48,11,33,98,12,16,94.67,66.03
1778,79,12,81,56,5,3,66.78,72.09
1779,51,18,88,16,8,9,79.4,51.38
1780,45,33,17,98,9,6,84.12,95.52
1781,12,28,16,86,4,2,91.61,43.45
1782,23,25,25,19,2,14,65.52,52.69
1783,83,26,96,4,2,10,96.63,61.64
1784,49,11,9,87,8,2,79.4,75.7
1785,60,17,100,33,2,6,93.45,82.17
1786,49,10,21,71,11,29,68.27,85.94
1787,12,5,30,70,13,27,68.29,42.81
1788,98,34,76,96,4,8,91.9,63.67
1789,21,36,57,1,4,17,96.62,66.87
1790,60,19,66,91,14,9,99.88,66.52
1791,23,4,11,3,13,2,95.85,83.28
1792,91,23,10,23,12,30,68.24,52.44
1793,85,5,37,53,14,18,66.43,55.31
1794,95,10,83,95,15,13,75.62,54.86
1795,75,43,55,17,1,25,72.68,93.5
1796,81,37,35,66,1,17,72.38,49.16
1797,20,42,1,27,7,15,79.66,65.71
1798,12,34,43,1,14,21,92.41,53.01
1799,21,24,76,47,2,11,75.7,66.46
1800,43,48,37,55,9,15,75.85,59.82
1801,89,40,23,16,9,12,63.87,55.23
1802,67,4,27,82,9,20,73.87,98.86
1803,79,2,57,88,11,7,97.61,88.04
1804,96,22,7,16,15,17,63.99,69.05
1805,11,48,23,62,2,20,77.05,57.27
1806,80,28,59,3,15,13,75.44,50.42
1807,63,34,37,73,4,22,66.68,79.89
1808,16,19,38,62,10,23,87.29,97.17
1809,1,33,33,18,3,1,77.52,83.72
1810,73,14,28,72,2,24,71.49,70.69
1811,18,28,84,89,2,11,61.8,44.69
1812,23,7,84,40,11,19,98.64,41.55
1813,3,18,32,99,1,13,90.65,89.35
1814,25,38,5,75,9,20,62.28,83.45
1815,34,45,68,84,15,7,65.89,49.96
1816,85,25,43,27,1,8,73.26,47.32
1817,67,17,52,53,12,12,77.72,82.3
1818,60,4,100,27,13,26,89.39,82.11
1819,82,36,81,74,13,8,80.44,81.71
1820,76,26,16,89,2,1,62.08,64.64
1821,31,38,71,53,12,18,78.6,62.54
1822,16,26,22,9,3,20,61.34,70.46
1823,2,20,96,37,6,4,61.62,87.2
1824,93,28,52,26,7,4,67.58,70.86
1825,37,4,21,84,7,10,94.07,83.82
1826,78,33,51,0,7,19,95.75,56.18
1827,67,10,52,14,14,21,73.48,80.18
1828,64,7,59,12,13,21,88.83,79.57
1829,49,38,62,100,15,4,84.6,80.9
1830,16,30,55,93,12,3,73.85,56.62
1831,63,33,97,62,13,24,66.56,48.83
1832,100,41,45,12,11,15,80.02,94.53
1833,55,11,36,22,1,27,66.8,75.14
1834,81,46,34,61,2,16,90.98,45.63
1835,51,27,11,67,1,20,98.96,80.35
1836,85,19,8,88,2,18,96.15,57.85
1837,88,11,88,32,15,8,99.73,84.81
1838,64,20,47,7,11,10,95.58,50.52
1839,13,46,45,51,6,3,87.2,70.93
1840,93,6,71,22,11,20,82.84,92.17
1841,89,11,100,9,12,23,87.02,49.65
1842,86,10,24,38,11,27,61.63,90.03
1843,55,15,44,15,4,19,88.39,60.83
1844,28,24,68,46,6,28,93.97,61.05
1845,62,44,85,35,10,7,86.07,59.53
1846,59,44,59,42,1,25,95.79,78.58
1847,100,42,72,55,3,1,71.42,82.96
1848,14,20,58,41,5,27,79.62,46.06
1849,85,31,94,80,9,13,95.55,68.21
1850,17,36,1,43,2,4,73.67,54.08
1851,30,37,42,69,5,4,73.59,51.47
1852,22,36,70,22,1,24,79.01,88.75
1853,28,4,95,21,5,2,93.98,70.21
1854,70,25,45,97,12,26,85.99,57.79
1855,13,36,24,81,5,24,91.06,72.61
1856,32,31,34,11,15,19,81.88,62.0
1857,59,44,47,14,13,30,78.47,69.71
1858,71,35,9,66,11,12,95.08,86.78
1859,98,21,86,7,8,24,62.04,50.22
1860,69,8,88,7,15,26,92.16,50.92
1861,67,36,41,41,10,12,86.48,95.39
1862,57,11,99,19,15,5,99.44,52.46
1863,5,19,66,3,10,16,84.0,57.45
1864,81,33,57,38,14,10,72.21,92.29
1865,60,49,53,82,4,13,73.16,69.79
1866,37,1,63,13,9,17,64.78,70.58
1867,47,25,65,39,6,22,67.74,59.13
1868,12,1,39,39,4,3,64.12,61.92
1869,92,18,65,47,9,4,86.43,82.35
1870,53,19,3,98,13,15,71.9,43.05
1871,45,42,91,76,15,9,96.97,73.47
1872,77,1,47,29,8,26,71.27,90.24
1873,95,34,16,42,5,25,74.96,95.1
1874,70,49,40,16,8,18,95.64,94.79
1875,82,11,88,86,5,25,61.55,54.54
1876,67,37,90,83,12,14,73.8,56.21
1877,69,44,6,93,13,13,93.25,74.97
1878,42,18,10,30,5,20,66.75,50.55
1879,50,1,61,20,4,30,85.34,74.82
1880,3,47,15,4,3,5,90.98,69.05
1881,2,44,42,44,6,22,76.75,98.35
1882,10,27,9,4,9,8,64.14,55.77
1883,84,37,95,56,7,1,77.62,91.49
1884,73,7,7,55,5,20,82.78,73.68
1885,48,32,57,14,12,4,87.13,87.34
1886,52,18,45,0,6,27,94.34,44.88
1887,39,15,4,6,2,18,96.64,65.36
1888,44,37,53,11,8,21,71.36,58.73
1889,52,2,66,29,1,29,90.14,78.16
1890,47,47,9,17,5,15,67.97,77.28
1891,19,26,67,62,8,1,72.94,75.99
1892,98,42,32,62,4,29,79.0,90.17
1893,24,44,73,3,11,15,82.4,42.22
1894,51,25,11,40,1,13,85.96,78.03
1895,6,49,51,98,13,13,69.29,49.46
1896,41,27,41,33,14,9,89.03,62.07
1897,45,3,40,25,5,28,71.38,98.86
1898,92,21,46,12,4,12,84.54,93.97
1899,36,48,85,51,8,6,75.12,47.57
1900,45,43,47,41,13,14,91.73,91.94
1901,72,29,39,40,6,26,61.39,58.21
1902,11,17,91,38,11,5,69.74,99.14
1903,6,47,61,65,7,5,62.03,96.66
1904,71,40,90,9,6,13,62.22,70.97
1905,99,41,80,43,2,24,95.37,40.85
1906,58,44,94,39,9,11,63.17,43.97
1907,44,46,45,12,1,14,68.03,69.49
1908,4,29,3,21,14,11,62.13,53.67
1909,80,25,33,0,3,18,97.2,48.17
1910,87,46,78,42,12,9,77.46,80.84
1911,17,7,62,44,15,5,67.8,79.64
1912,44,22,83,59,8,24,74.02,59.64
1913,68,19,9,33,15,7,65.31,74.55
1914,20,3,78,70,9,12,96.04,63.86
1915,2,23,70,16,11,23,99.94,49.54
1916,20,1,76,35,12,15,69.94,99.88
1917,71,45,73,56,3,30,61.76,43.22
1918,23,10,72,64,1,2,86.93,92.86
1919,48,7,82,77,15,14,68.61,53.54
1920,99,23,60,28,11,24,97.09,49.29
1921,1,12,23,3,3,5,61.1,58.67
1922,93,10,19,7,2,7,94.02,71.02
1923,70,4,49,90,1,30,86.8,50.09
1924,47,11,79,69,4,7,81.31,80.13
1925,74,8,100,81,5,7,61.03,99.25
1926,39,44,58,85,13,20,97.63,84.75
1927,4,49,41,45,13,2,77.91,70.34
1928,73,26,35,38,4,11,72.61,95.89
1929,92,37,95,87,4,4,78.68,94.83
1930,75,16,4,58,13,23,87.51,58.98
1931,17,48,45,33,11,11,92.16,51.19
1932,36,34,61,65,6,14,91.73,78.56
1933,100,40,47,15,1,11,84.18,74.75
1934,66,48,40,66,15,8,60.43,72.9
1935,29,40,34,30,12,20,89.25,96.92
1936,4,39,23,61,9,20,82.71,61.5
1937,56,34,90,80,12,12,62.97,89.37
1938,57,38,72,21,4,27,69.64,77.29
1939,37,29,63,21,6,12,80.37,89.81
1940,93,38,88,23,14,23,85.24,89.26
1941,93,17,75,92,7,8,97.12,64.61
1942,37,7,41,63,4,11,92.18,78.76
1943,10,21,57,64,12,27,77.26,77.31
1944,59,10,72,55,10,7,75.57,69.7
1945,42,12,31,47,6,5,80.21,99.5
1946,98,33,78,15,3,10,70.27,52.81
1947,53,38,78,32,3,5,71.36,67.48
1948,63,9,75,4,12,4,77.12,42.12
1949,48,21,2,62,5,19,85.99,40.28
1950,17,38,43,96,14,10,77.71,66.6
1951,8,5,91,43,6,16,79.46,51.31
1952,66,42,14,3,5,10,78.01,64.15
1953,73,29,33,36,11,12,63.4,64.46
1954,64,47,89,8,14,3,72.19,97.37
1955,39,22,19,92,10,10,70.39,64.46
1956,83,15,62,59,10,1,65.47,94.66
1957,58,49,16,59,1,13,98.37,75.48
1958,96,14,22,8,12,3,90.0,54.28
1959,8,29,32,85,15,28,94.44,56.26
1960,71,11,33,91,11,19,90.31,66.47
1961,87,34,64,31,13,11,75.73,80.88
1962,65,42,77,94,8,26,69.11,48.26
1963,89,37,43,54,4,30,99.31,53.79
1964,75,5,88,91,1,22,63.29,92.99
1965,25,45,37,73,8,25,98.48,82.74
1966,57,33,69,42,6,30,64.44,79.56
1967,34,40,98,3,13,13,74.01,64.89
1968,86,44,65,34,6,16,75.1,82.1
1969,95,15,39,35,1,10,78.25,67.81
1970,8,12,51,76,7,2,73.05,76.79
1971,85,43,75,94,14,30,84.94,50.01
1972,62,25,6,57,5,7,73.94,98.01
1973,88,8,61,89,8,29,60.16,86.47
1974,67,7,88,83,5,6,99.67,64.55
1975,95,6,81,59,5,26,91.39,84.93
1976,78,7,53,2,13,8,74.11,71.2
1977,36,11,53,79,12,8,69.01,86.23
1978,26,36,96,77,14,4,92.48,98.71
1979,99,18,56,67,2,18,71.06,59.4
1980,3,31,57,50,11,18,92.05,83.19
1981,74,4,10,100,4,18,80.35,93.83
1982,42,27,30,85,9,12,77.36,75.9
1983,99,45,46,56,14,19,92.3,51.65
1984,45,47,70,38,1,9,62.38,88.93
1985,98,34,38,92,7,2,88.09,48.99
1986,57,34,51,67,7,10,91.28,90.33
1987,30,34,25,84,13,22,97.95,62.99
1988,1,12,60,13,9,7,66.5,52.23
1989,21,25,51,94,6,14,79.74,77.84
1990,94,3,29,7,9,10,66.22,48.33
1991,5,43,84,59,3,8,95.87,95.11
1992,36,24,7,65,9,22,91.8,52.77
1993,98,3,48,55,5,2,60.31,71.05
1994,61,13,48,10,2,3,65.34,88.56
1995,17,43,58,29,4,5,92.2,69.06
1996,64,47,86,10,9,4,76.3,55.13
1997,31,48,37,75,5,9,78.46,70.62
1998,20,22,22,37,3,17,77.67,88.2
1999,54,36,84,6,1,11,75.41,86.56
2000,66,34,69,27,12,7,67.13,92.3
2001,46,50,34,33,6,26,79.63,74.65
2002,92,43,66,26,2,24,79.9,49.51
2003,13,47,97,59,5,9,77.94,53.72
2004,42,28,12,89,14,14,60.8,92.53
2005,29,2,19,46,8,4,92.92,72.2
2006,42,3,31,59,13,14,85.7,44.85
2007,78,10,46,97,8,28,78.89,65.77
2008,98,22,25,69,9,11,76.33,52.25
2009,79,24,12,53,3,20,65.4,43.9
2010,70,40,42,51,10,1,76.84,70.75
2011,38,23,69,4,9,3,71.59,44.12
2012,46,26,51,73,14,7,90.37,57.04
2013,84,6,53,28,2,30,91.89,67.62
2014,38,50,54,69,4,23,79.1,91.18
2015,83,39,100,28,9,22,88.41,66.54
2016,14,49,24,10,11,14,67.05,86.74
2017,52,22,62,2,14,22,92.75,80.22
2018,21,21,31,3,8,22,84.2,51.9
2019,38,5,7,2,13,12,73.24,62.64
2020,47,45,20,33,5,24,75.08,84.33
2021,86,1,28,54,10,20,89.02,61.51
2022,37,35,96,45,14,24,97.78,63.79
2023,55,36,3,49,7,27,81.67,49.94
2024,84,40,13,13,6,3,71.07,71.85
2025,60,29,92,5,6,30,86.49,70.94
2026,1,50,52,41,7,6,92.73,59.88
2027,73,5,44,81,7,17,97.5,59.92
2028,95,8,30,96,12,8,61.09,84.88
2029,2,25,57,67,2,20,81.28,66.18
2030,10,50,99,25,9,8,67.12,62.57
2031,46,50,23,26,1,11,86.72,89.76
2032,25,29,47,80,15,11,98.15,88.54
2033,27,1,32,8,6,17,69.17,71.58
2034,16,37,17,19,12,14,81.72,92.0
2035,99,50,34,9,11,22,85.6,71.53
2036,61,40,42,43,12,29,79.87,94.69
2037,9,12,74,92,4,16,95.32,95.69
2038,15,29,77,99,4,27,81.57,93.31
2039,14,32,67,87,5,16,71.8,92.83
2040,24,8,12,76,12,7,91.93,75.21
2041,16,10,8,53,6,27,69.28,77.02
2042,1,38,74,65,10,8,95.1,97.92
2043,30,34,5,83,14,22,82.43,94.45
2044,53,49,61,30,8,2,88.52,56.82
2045,64,7,52,53,15,30,67.68,78.54
2046,92,3,32,91,8,29,85.16,88.88
2047,49,50,65,32,12,7,92.15,91.19
2048,14,28,8,83,8,11,72.5,64.49
2049,42,50,2,72,10,3,78.4,59.61
2050,62,49,29,26,8,10,74.44,61.05
2051,99,40,94,65,4,23,80.46,64.31
2052,5,23,63,17,12,6,68.47,97.87
2053,3,19,25,40,5,25,90.1,88.6
2054,85,17,37,30,8,4,67.33,71.44
2055,62,1,14,75,6,10,75.17,67.62
2056,41,31,3,44,4,6,95.19,57.48
2057,73,16,68,68,4,24,85.37,41.8
2058,26,46,41,66,2,9,92.13,52.59
2059,81,42,66,57,4,5,99.73,56.73
2060,79,31,45,93,2,3,63.56,85.8
2061,37,14,24,33,8,22,90.84,62.35
2062,91,44,75,53,9,18,89.66,67.61
2063,54,12,48,80,6,12,74.78,86.03
2064,31,31,47,50,12,3,60.69,45.48
2065,90,21,57,78,8,29,94.96,52.06
2066,23,8,41,77,8,17,63.82,92.15
2067,28,26,43,30,10,6,97.81,59.18
2068,1,46,91,22,2,26,92.19,91.93
2069,81,34,55,17,13,29,85.21,54.79
2070,75,36,85,96,10,30,63.54,61.55
2071,78,21,9,12,8,17,90.77,70.98
2072,4,12,12,11,14,17,80.13,54.13
2073,100,12,40,86,3,27,92.23,66.92
2074,68,38,95,11,1,2,77.08,97.49
2075,75,49,38,50,15,23,87.2,44.11
2076,66,15,81,26,1,22,90.32,48.21
2077,4,37,12,69,12,25,89.06,62.32
2078,72,30,47,24,14,1,76.59,80.02
2079,100,33,75,23,8,19,75.64,79.18
2080,53,17,42,74,11,19,87.26,59.59
2081,100,19,20,42,8,10,92.27,58.54
2082,4,45,67,92,14,7,87.41,68.71
2083,26,4,31,88,10,26,87.71,80.96
2084,33,24,58,89,14,8,72.65,69.5
2085,45,19,93,75,12,13,74.39,64.61
2086,23,43,32,41,5,30,73.82,41.08
2087,71,27,22,51,9,19,94.7,72.02
2088,90,10,10,19,6,29,93.88,40.58
2089,58,24,38,51,3,29,92.5,59.53
2090,80,43,68,0,8,9,72.17,50.21
2091,31,44,81,80,9,14,66.54,55.44
2092,74,6,98,87,9,13,66.16,70.47
2093,19,33,9,6,12,18,82.98,72.92
2094,85,3,70,11,6,21,61.11,59.4
2095,7,5,99,7,6,29,94.88,86.34
2096,57,15,96,62,2,27,96.95,40.01
2097,61,10,88,65,6,11,92.17,45.93
2098,35,18,15,60,8,4,95.32,64.08
2099,79,34,71,83,7,9,66.03,92.02
2100,68,43,34,71,14,16,83.36,40.59
2101,58,22,4,84,1,7,77.47,93.32
2102,28,21,66,3,1,21,79.42,79.32
2103,87,5,41,96,6,26,76.05,97.25
2104,16,37,48,88,5,12,75.91,78.71
2105,34,42,22,55,10,5,62.31,61.25
2106,74,23,36,17,6,5,77.04,70.25
2107,60,18,98,7,15,14,60.4,43.24
2108,45,43,5,31,6,3,88.01,54.82
2109,74,26,96,3,2,21,66.46,54.57
2110,35,12,21,29,4,19,81.66,52.02
2111,93,1,49,31,14,12,88.64,76.49
2112,47,15,40,14,2,6,82.87,83.02
2113,57,15,27,86,10,12,83.54,62.56
2114,96,44,40,89,11,13,74.15,90.81
2115,25,16,95,78,4,14,98.04,75.91
2116,19,35,49,76,3,11,73.39,93.95
2117,13,27,71,36,3,15,89.32,78.01
2118,49,40,51,40,12,20,89.23,94.94
2119,65,21,57,23,9,6,87.02,69.75
2120,46,49,79,42,10,24,88.38,43.33
2121,87,8,46,30,3,8,97.47,84.87
2122,12,8,24,35,9,2,60.21,98.52
2123,22,45,49,87,9,1,71.02,52.74
2124,61,29,71,47,9,25,66.24,54.85
2125,68,3,1,21,11,9,78.07,61.81
2126,90,38,48,86,11,29,71.75,75.91
2127,98,4,37,82,3,11,97.06,40.33
2128,47,7,27,35,1,27,63.49,84.5
2129,69,49,95,79,13,12,71.12,85.06
2130,34,27,17,59,6,25,60.57,82.41
2131,92,7,32,12,2,9,60.09,81.01
2132,85,50,87,36,11,17,73.46,40.21
2133,29,14,7,91,10,17,90.14,80.44
2134,38,2,23,1,3,21,74.34,72.51
2135,10,10,12,87,3,22,96.1,51.61
2136,59,15,36,38,6,30,73.45,67.24
2137,19,48,29,89,9,28,88.34,43.22
2138,10,11,56,31,15,19,94.84,83.48
2139,58,31,67,80,5,4,65.46,66.81
2140,30,41,66,26,15,18,71.12,46.66
2141,17,21,40,64,9,23,79.73,86.75
2142,98,46,90,55,13,30,93.64,51.1
2143,40,14,75,79,5,5,86.27,67.92
2144,92,18,77,43,6,29,66.32,87.94
2145,56,29,71,58,1,5,68.44,84.81
2146,59,32,14,62,12,27,94.22,77.29
2147,28,22,96,72,10,27,97.58,86.96
2148,66,23,2,0,7,12,73.15,51.76
2149,36,17,63,26,6,13,88.8,43.08
2150,4,24,34,66,15,13,72.62,47.64
2151,35,32,2,17,2,24,61.11,89.52
2152,97,25,82,23,3,23,65.13,78.9
2153,35,17,32,19,15,14,75.36,72.97
2154,84,39,15,76,12,9,68.23,56.12
2155,41,27,61,42,1,5,61.16,75.78
2156,91,35,39,73,9,14,75.31,50.12
2157,73,32,17,99,8,8,98.37,80.58
2158,44,41,96,0,12,22,71.3,59.73
2159,96,3,42,34,1,30,96.31,64.05
2160,23,27,4,26,1,5,82.34,87.13
2161,31,22,37,50,10,2,98.37,83.89
2162,91,48,78,51,10,4,77.97,56.08
2163,18,1,67,68,12,6,98.12,68.56
2164,13,39,76,69,7,25,63.2,94.46
2165,57,46,91,30,6,23,72.03,56.35
2166,91,22,84,52,3,10,67.1,73.83
2167,100,43,19,53,10,1,67.21,67.05
2168,76,49,77,54,9,26,86.51,82.09
2169,42,27,82,100,3,29,63.54,88.04
2170,27,42,53,48,4,11,75.93,44.55
2171,30,44,75,89,10,1,70.21,99.47
2172,24,33,57,75,8,29,86.43,44.18
2173,30,11,39,46,6,25,87.92,51.52
2174,6,26,72,68,11,17,79.19,92.42
2175,28,47,36,74,12,15,99.85,59.39
2176,17,23,8,5,13,10,61.71,50.81
2177,44,35,47,17,12,14,83.29,81.36
2178,91,24,28,29,2,25,86.45,42.82
2179,95,24,23,14,3,6,78.47,95.65
2180,36,7,79,47,7,29,82.24,73.91
2181,19,1,43,79,11,17,88.01,91.76
2182,68,14,35,24,6,14,64.98,62.95
2183,32,12,35,77,2,3,97.98,63.77
2184,57,19,94,35,12,25,75.25,50.58
2185,92,37,37,76,9,21,98.59,51.19
2186,28,43,49,8,7,29,98.57,99.17
2187,26,27,87,46,14,7,85.7,50.08
2188,56,8,35,68,5,11,67.55,71.85
2189,20,9,22,36,1,7,61.12,84.74
2190,92,24,63,93,1,13,96.28,76.69
2191,9,49,32,6,14,10,67.53,47.98
2192,49,47,74,80,4,23,73.61,62.47
2193,20,35,80,62,11,4,68.63,91.46
2194,12,30,78,48,4,24,68.66,64.93
2195,67,34,71,95,12,15,68.51,68.82
2196,55,27,2,74,6,25,75.82,85.43
2197,73,18,28,44,10,13,74.11,83.74
2198,34,18,92,38,8,21,96.61,85.37
2199,43,15,69,92,4,12,79.41,63.02
2200,32,40,25,83,9,11,72.24,89.59
2201,88,46,37,91,13,11,86.59,98.37
2202,33,1,77,82,7,18,63.9,91.12
2203,81,1,38,59,4,5,64.1,92.59
2204,32,36,44,45,12,13,99.54,53.47
2205,29,22,32,26,8,24,62.01,92.14
2206,98,36,70,62,10,24,71.97,58.33
2207,67,13,27,15,15,21,70.23,50.53
2208,93,12,25,70,1,14,77.07,77.66
2209,19,9,97,78,11,20,73.81,76.35
2210,24,48,17,62,1,5,98.58,71.03
2211,2,4,96,71,12,15,78.25,94.92
2212,14,47,4,10,15,28,65.81,96.74
2213,94,42,97,97,4,11,77.91,82.89
2214,66,14,29,74,3,27,70.02,90.79
2215,86,33,60,13,13,8,73.46,40.63
2216,4,14,17,94,13,28,80.99,74.67
2217,51,45,72,50,10,24,95.71,94.54
2218,34,31,15,26,11,8,85.19,44.57
2219,48,7,25,98,12,22,60.24,42.33
2220,21,2,44,10,14,6,76.74,87.1
2221,91,31,47,46,12,22,91.89,88.6
2222,25,40,64,90,10,22,72.97,58.48
2223,90,14,76,38,11,6,76.37,95.37
2224,63,19,72,47,11,27,60.57,54.27
2225,81,5,96,71,9,24,87.05,85.27
2226,2,33,99,85,4,14,85.04,79.85
2227,8,18,83,57,13,22,91.82,68.73
2228,35,21,31,52,8,5,70.46,97.67
2229,22,23,59,59,13,15,93.44,63.7
2230,24,31,63,43,15,3,85.25,47.36
2231,59,16,80,43,9,19,86.22,43.79
2232,20,11,75,29,7,24,81.0,47.11
2233,69,9,30,59,14,23,92.46,41.77
2234,73,38,56,36,13,10,68.04,79.09
2235,25,35,52,12,8,22,84.03,91.07
2236,38,15,88,59,2,25,95.1,90.8
2237,20,43,94,50,4,22,97.73,52.03
2238,3,34,72,79,6,8,84.48,98.22
2239,15,31,9,6,7,5,71.77,40.48
2240,46,34,82,69,10,17,62.34,48.03
2241,74,24,1,42,8,18,93.17,43.39
2242,7,39,34,71,11,14,85.77,84.82
2243,34,27,7,84,6,16,84.92,52.85
2244,57,27,51,3,11,1,91.35,82.66
2245,50,44,73,67,14,28,68.23,65.77
2246,45,11,36,35,2,12,96.07,75.79
2247,35,14,1,73,14,2,66.96,71.51
2248,8,45,93,17,14,26,61.56,92.11
2249,24,43,6,29,8,15,79.2,46.07
2250,81,1,63,17,7,25,96.14,85.41
2251,91,42,86,95,13,26,91.68,43.05
2252,15,12,80,55,5,16,67.77,90.94
2253,30,15,88,21,8,13,90.31,86.77
2254,20,49,15,29,13,1,64.31,58.8
2255,16,50,46,77,13,12,90.42,46.23
2256,74,25,19,16,14,19,69.05,58.49
2257,67,10,24,0,11,22,91.41,99.8
2258,2,10,66,11,3,10,80.5,50.18
2259,68,27,97,53,3,3,61.11,82.09
2260,82,21,10,76,14,10,70.31,78.16
2261,100,16,48,94,10,5,89.18,99.71
2262,62,16,63,90,4,30,90.03,93.15
2263,64,50,79,99,14,1,87.97,88.25
2264,36,27,51,40,8,27,86.5,55.64
2265,85,31,48,51,12,28,97.81,53.06
2266,12,20,26,61,3,19,66.14,48.02
2267,42,3,5,25,1,29,85.12,41.23
2268,93,5,56,100,1,11,87.82,94.99
2269,16,26,22,97,9,30,83.92,91.19
2270,19,44,25,78,15,7,87.82,44.02
2271,14,16,88,34,9,25,74.22,78.42
2272,17,5,53,14,15,30,81.12,76.23
2273,43,2,95,61,14,11,83.35,83.5
2274,50,29,99,92,12,3,91.45,87.71
2275,39,50,34,11,5,1,62.14,64.07
2276,22,9,35,56,2,19,92.4,81.96
2277,53,2,28,22,7,24,76.26,58.07
2278,3,29,27,61,9,2,61.67,48.53
2279,95,48,25,84,1,2,92.1,72.95
2280,9,44,80,14,12,24,81.0,83.48
2281,41,27,64,70,15,14,99.39,71.64
2282,5,22,79,66,1,21,77.18,92.57
2283,85,26,59,5,3,20,92.89,82.63
2284,28,3,39,49,14,14,83.54,53.0
2285,34,40,32,47,9,14,84.46,52.64
2286,30,32,39,25,14,24,91.48,58.58
2287,19,44,97,4,15,28,99.21,98.73
2288,13,35,62,91,13,19,71.59,89.62
2289,3,16,15,71,1,8,89.93,74.12
2290,27,48,42,13,13,21,93.59,48.23
2291,94,7,62,57,6,7,84.25,86.61
2292,5,29,9,48,5,27,98.85,50.15
2293,93,41,35,40,6,4,96.89,42.69
